scientific_name,taken_from,grade,corroborating_sources,mass_from,origin
Cymatoceps nasutus,fishbase,C,,fishbase,unrecorded
Cymatogaster aggregata,anage,B,fishbase,anage,wild
Cynoglossus abbreviatus,fishbase,C,,fishbase,unrecorded
Cynoglossus joyneri,fishbase,C,,fishbase,wild
Cynoglossus robustus,fishbase,C,,fishbase,unrecorded
Cynoscion arenarius,fishbase,C,,fishbase,wild
Cynoscion jamaicensis,fishbase,C,,fishbase,unrecorded
Cynoscion nebulosus,anage,B,fishbase,anage,wild
Cynoscion nothus,fishbase,C,,fishbase,wild
Cynoscion othonopterus,fishbase,C,,fishbase,unrecorded
Cynoscion regalis,fishbase,C,,fishbase,unrecorded
Cynoscion striatus,fishbase,C,,fishbase,unrecorded
Cyphocottus megalops,fishbase,C,,fishbase,wild
Cyprinella analostana,anage,B,fishbase,anage,wild
Cyprinella galactura,anage,B,fishbase,anage,wild
Cyprinella lutrensis,anage,B,fishbase,anage,wild
Cyprinella monacha,fishbase,C,,fishbase,wild
Cyprinella spiloptera,anage,B,fishbase,anage,wild
Cyprinella whipplei,anage,B,fishbase,anage,wild
Cyprinodon eremus,fishbase,C,,fishbase,wild
Cyprinodon macularius,anage,B,fishbase,anage,wild
Cyprinodon radiosus,anage,B,fishbase,anage,wild
Cyprinodon tularosa,anage,B,fishbase,anage,wild
Cyprinus carpio,anage,B,fishbase,anage,captive
Cyprinus rubrofuscus,seed,B,,seed,wild+captive
Cyttus traversi,fishbase,C,,fishbase,wild
Dallia pectoralis,anage,B,fishbase,anage,wild
Danio rerio,seed,A,anage;fishbase,seed,wild+captive
Dascyllus aruanus,fishbase,C,,fishbase,wild
Dasycottus setiger,fishbase,C,,fishbase,wild
Decapterus russelli,fishbase,C,,fishbase,wild
Deltentosteus quadrimaculatus,fishbase,C,,fishbase,unrecorded
Deltistes luxatus,anage,B,fishbase,anage,wild
Dentex angolensis,fishbase,C,,fishbase,unrecorded
Dentex canariensis,fishbase,C,,fishbase,unrecorded
Dentex congoensis,fishbase,C,,fishbase,unrecorded
Dentex dentex,fishbase,C,,fishbase,unrecorded
Dentex gibbosus,fishbase,C,,fishbase,unrecorded
Dentex macrophthalmus,fishbase,C,,fishbase,unrecorded
Dentex maroccanus,fishbase,C,,fishbase,unrecorded
Diagramma pictum,fishbase,C,,fishbase,wild
Diaphus dumerilii,fishbase,C,,fishbase,unrecorded
Diaphus suborbitalis,fishbase,C,,fishbase,unrecorded
Diaphus theta,fishbase,C,,fishbase,unrecorded
Diaphus watasei,fishbase,C,,fishbase,unrecorded
Dicentrarchus labrax,anage,B,fishbase,anage,wild
Diplodus annularis,anage,B,fishbase,anage,wild
Diplodus cadenati,fishbase,C,,fishbase,wild
Diplodus capensis,fishbase,C,,fishbase,wild
Diplodus cervinus,fishbase,C,,fishbase,unrecorded
Diplodus hottentotus,fishbase,C,,fishbase,wild
Diplodus puntazzo,fishbase,C,,fishbase,unrecorded
Diplodus sargus,anage,B,fishbase,anage,wild
Diplodus vulgaris,fishbase,C,,fishbase,unrecorded
Dissostichus eleginoides,anage,B,fishbase,anage,unrecorded
Dissostichus mawsoni,anage,B,fishbase,anage,wild
Distichodus niloticus,anage,B,,anage,captive
Dolloidraco longedorsalis,fishbase,C,,fishbase,unrecorded
Dorosoma cepedianum,anage,B,fishbase,anage,wild
Dorosoma petenense,anage,B,fishbase,anage,wild
Dules auriga,fishbase,C,,fishbase,unrecorded
Dussumieria albulina,fishbase,C,,fishbase,unrecorded
Economidichthys trichonis,fishbase,C,,fishbase,unrecorded
Elagatis bipinnulata,fishbase,C,,fishbase,wild
Elassoma alabamae,fishbase,C,,fishbase,unrecorded
Elassoma boehlkei,fishbase,C,,fishbase,wild
Elassoma zonatum,anage,B,fishbase,anage,wild
Electrona antarctica,fishbase,C,,fishbase,unrecorded
Electrona carlsbergi,fishbase,C,,fishbase,wild
Electrona risso,anage,B,fishbase,anage,wild
Eleginops maclovinus,fishbase,C,,fishbase,unrecorded
Eleginus gracilis,anage,B,fishbase,anage,wild
Eleginus nawaga,fishbase,C,,fishbase,wild
Embiotoca jacksoni,anage,B,fishbase,anage,wild
Embiotoca lateralis,fishbase,C,,fishbase,wild
Emmelichthys nitidus,fishbase,C,,fishbase,unrecorded
Enchelyopus cimbrius,anage,B,fishbase,anage,wild
Encrasicholina devisi,fishbase,C,,fishbase,unrecorded
Encrasicholina heteroloba,fishbase,C,,fishbase,wild
Engraulis australis,anage,B,fishbase,anage,wild
Engraulis encrasicolus,anage,B,fishbase,anage,wild
Engraulis japonicus,anage,B,fishbase,anage,wild
Engraulis mordax,anage,B,fishbase,anage,wild
Engraulis ringens,anage,B,fishbase,anage,wild
Enneapterygius atriceps,fishbase,C,,fishbase,unrecorded
Enteromius anoplus,fishbase,C,,fishbase,wild
Enteromius liberiensis,fishbase,C,,fishbase,unrecorded
Enteromius mattozi,fishbase,C,,fishbase,wild
Enteromius treurensis,fishbase,C,,fishbase,wild
Eopsetta jordani,anage,B,fishbase,anage,wild
Epigonus angustifrons,fishbase,C,,fishbase,unrecorded
Epigonus elegans,fishbase,C,,fishbase,wild
Epigonus telescopus,anage,B,fishbase,anage,wild
Epinephelides armatus,fishbase,C,,fishbase,unrecorded
Epinephelus adscensionis,fishbase,C,,fishbase,wild
Epinephelus aeneus,fishbase,C,,fishbase,unrecorded
Epinephelus areolatus,anage,B,fishbase,anage,wild
Epinephelus bleekeri,fishbase,C,,fishbase,unrecorded
Epinephelus chlorostigma,anage,B,fishbase,anage,wild
Epinephelus coioides,anage,B,fishbase,anage,wild
Epinephelus drummondhayi,anage,B,fishbase,anage,wild
Epinephelus fasciatus,fishbase,C,,fishbase,unrecorded
Epinephelus flavolimbatus,anage,B,,anage,wild
Epinephelus fuscoguttatus,fishbase,C,,fishbase,wild
Epinephelus guttatus,fishbase,C,,fishbase,wild
Epinephelus itajara,fishbase,C,,fishbase,unrecorded
Epinephelus labriformis,fishbase,C,,fishbase,unrecorded
Epinephelus latifasciatus,fishbase,C,,fishbase,unrecorded
Epinephelus magniscuttis,fishbase,C,,fishbase,unrecorded
Epinephelus marginatus,anage,B,fishbase,anage,captive
Epinephelus miliaris,fishbase,C,,fishbase,unrecorded
Epinephelus morio,fishbase,C,,fishbase,wild
Epinephelus morrhua,fishbase,C,,fishbase,unrecorded
Epinephelus multinotatus,fishbase,C,,fishbase,unrecorded
Epinephelus niveatus,anage,B,,anage,wild
Epinephelus ongus,fishbase,C,,fishbase,unrecorded
Epinephelus polylepis,fishbase,C,,fishbase,unrecorded
Epinephelus polyphekadion,fishbase,C,,fishbase,unrecorded
Epinephelus striatus,anage,B,fishbase,anage,wild
Epinephelus tukula,fishbase,C,,fishbase,unrecorded
Epiplatys bifasciatus,fishbase,C,,fishbase,unrecorded
Ericymba buccata,fishbase,C,,fishbase,wild
Erilepis zonifer,fishbase,C,,fishbase,wild
Erimyzon oblongus,anage,B,fishbase,anage,wild
Erimyzon sucetta,fishbase,C,,fishbase,wild
Erythrocles schlegelii,fishbase,C,,fishbase,unrecorded
Escualosa thoracata,fishbase,C,,fishbase,wild
Esmaeilius sophiae,fishbase,C,,fishbase,unrecorded
Esox americanus,fishbase,C,,fishbase,unrecorded
Esox cisalpinus,fishbase,C,,fishbase,wild
Esox lucius,seed,B,anage;fishbase,seed,wild
Esox masquinongy,anage,B,fishbase,anage,wild
Esox niger,anage,B,fishbase,anage,wild
Etelis carbunculus,fishbase,C,,fishbase,unrecorded
Etelis coruscans,fishbase,C,,fishbase,unrecorded
Etelis radiosus,fishbase,C,,fishbase,unrecorded
Etheostoma acuticeps,anage,B,fishbase,anage,wild
Etheostoma asprigene,anage,B,fishbase,anage,wild
Etheostoma barbouri,anage,B,fishbase,anage,wild
Etheostoma blennioides,anage,B,fishbase,anage,unrecorded
Etheostoma blennius,anage,B,fishbase,anage,wild
Etheostoma caeruleum,anage,B,fishbase,anage,wild
Etheostoma collettei,anage,B,fishbase,anage,wild
Etheostoma coosae,anage,B,fishbase,anage,wild
Etheostoma cragini,anage,B,fishbase,anage,wild
Etheostoma ditrema,anage,B,fishbase,anage,wild
Etheostoma exile,anage,B,fishbase,anage,wild
Etheostoma flabellare,anage,B,fishbase,anage,wild
Etheostoma fusiforme,anage,B,fishbase,anage,wild
Etheostoma gracile,anage,B,fishbase,anage,wild
Etheostoma juliae,anage,B,fishbase,anage,wild
Etheostoma kennicotti,anage,B,fishbase,anage,wild
Etheostoma longimanum,anage,B,fishbase,anage,wild
Etheostoma microperca,anage,B,fishbase,anage,wild
Etheostoma moorei,anage,B,fishbase,anage,wild
Etheostoma nianguae,anage,B,fishbase,anage,wild
Etheostoma nigrum,anage,B,fishbase,anage,wild
Etheostoma olivaceum,anage,B,fishbase,anage,wild
Etheostoma olmstedi,anage,B,fishbase,anage,wild
Etheostoma pallididorsum,anage,B,fishbase,anage,wild
Etheostoma proeliare,anage,B,fishbase,anage,wild
Etheostoma punctulatum,anage,B,fishbase,anage,wild
Etheostoma radiosum,anage,B,fishbase,anage,wild
Etheostoma rubrum,anage,B,fishbase,anage,wild
Etheostoma sellare,fishbase,C,,fishbase,wild
Etheostoma smithi,anage,B,fishbase,anage,wild
Etheostoma squamiceps,anage,B,fishbase,anage,wild
Etheostoma striatulum,anage,B,fishbase,anage,wild
Etheostoma tetrazonum,fishbase,C,,fishbase,wild
Etheostoma variatum,anage,B,fishbase,anage,wild
Etheostoma zonale,anage,B,fishbase,anage,wild
Etropus crossotus,anage,B,fishbase,anage,wild
Etrumeus golanii,fishbase,C,,fishbase,unrecorded
Etrumeus sadina,fishbase,C,,fishbase,unrecorded
Eubleekeria splendens,fishbase,C,,fishbase,wild
Eucyclogobius newberryi,anage,B,fishbase,anage,wild
Euthynnus affinis,anage,B,fishbase,anage,wild
Euthynnus alletteratus,fishbase,C,,fishbase,wild
Eutrigla gurnardus,fishbase,C,,fishbase,unrecorded
Eviota epiphanes,fishbase,C,,fishbase,unrecorded
Eviota sigillata,anage,B,fishbase,anage,wild
Evynnis cardinalis,fishbase,C,,fishbase,unrecorded
Evynnis ehrenbergii,fishbase,C,,fishbase,unrecorded
Evynnis tumifrons,fishbase,C,,fishbase,unrecorded
Exoglossum laurae,anage,B,fishbase,anage,wild
Exoglossum maxillingua,anage,B,fishbase,anage,wild
Flavocaranx bajad,fishbase,C,,fishbase,unrecorded
Forbesichthys agassizii,anage,B,fishbase,anage,wild
Forcipiger flavissimus,anage,B,fishbase,anage,wild
Forsterygion lapillum,anage,B,fishbase,anage,wild
Forsterygion varium,anage,B,fishbase,anage,wild
Fundulus grandis,fishbase,C,,fishbase,unrecorded
Fundulus heteroclitus,fishbase,C,,fishbase,wild
Fundulus parvipinnis,anage,B,fishbase,anage,wild
Fundulus seminolis,anage,B,fishbase,anage,wild
Fundulus zebrinus,anage,B,fishbase,anage,wild
Gadiculus argenteus,anage,B,fishbase,anage,wild
Gadus chalcogrammus,anage,B,fishbase,anage,wild
Gadus macrocephalus,anage,B,fishbase,anage,wild
Gadus morhua,seed,B,anage;fishbase,seed,wild
Gaidropsarus mediterraneus,fishbase,C,,fishbase,unrecorded
Gaidropsarus vulgaris,fishbase,C,,fishbase,unrecorded
Galaxias fuscus,fishbase,C,,fishbase,wild
Galaxias occidentalis,fishbase,C,,fishbase,wild
Galaxias olidus,fishbase,C,,fishbase,wild
Galaxiella munda,fishbase,C,,fishbase,unrecorded
Galaxiella nigrostriata,anage,B,fishbase,anage,wild
Galaxiella pusilla,fishbase,C,,fishbase,wild
Gambusia affinis,anage,B,fishbase,anage,unrecorded
Gambusia holbrooki,fishbase,C,,fishbase,wild
Garcialebias viarius,fishbase,C,,fishbase,unrecorded
Garra kemali,fishbase,C,,fishbase,unrecorded
Garra mullya,fishbase,C,,fishbase,wild
Garra rufa,fishbase,C,,fishbase,unrecorded
Gasterosteus aculeatus,anage,B,fishbase,anage,wild
Gasterosteus wheatlandi,fishbase,C,,fishbase,wild
Gastrocyathus gracilis,anage,B,fishbase,anage,wild
Gastroscyphus hectoris,anage,B,fishbase,anage,wild
Genidens barbus,anage,B,fishbase,anage,wild
Genyonemus lineatus,anage,B,fishbase,anage,wild
Genypterus blacodes,anage,B,fishbase,anage,wild
Gerres filamentosus,fishbase,C,,fishbase,wild
Gerres longirostris,fishbase,C,,fishbase,wild
Gila alutacea,fishbase,C,,fishbase,unrecorded
Gila atraria,fishbase,C,,fishbase,wild
Gila orcuttii,anage,B,fishbase,anage,wild
Gila robusta,anage,B,fishbase,anage,wild
Gilchristella aestuaria,anage,B,fishbase,anage,wild
Gillichthys mirabilis,fishbase,C,,fishbase,wild
Girella nigricans,fishbase,C,,fishbase,wild
Girella punctata,fishbase,C,,fishbase,unrecorded
Girella tricuspidata,fishbase,C,,fishbase,wild
Glaucosoma buergeri,fishbase,C,,fishbase,unrecorded
Glaucosoma hebraicum,fishbase,C,,fishbase,unrecorded
Glaucosoma scapulare,fishbase,C,,fishbase,wild
Glossanodon semifasciatus,fishbase,C,,fishbase,unrecorded
Glyptocephalus cynoglossus,anage,B,fishbase,anage,wild
Glyptocephalus stelleri,fishbase,C,,fishbase,wild
Glyptocephalus zachirus,anage,B,fishbase,anage,wild
Glyptosternon maculatum,fishbase,C,,fishbase,wild
Gnathopogon strigatus,fishbase,C,,fishbase,unrecorded
Gobiesox rhessodon,fishbase,C,,fishbase,unrecorded
Gobio gobio,anage,B,fishbase,anage,wild
Gobiobotia pappenheimi,fishbase,C,,fishbase,unrecorded
Gobiomorphus breviceps,fishbase,C,,fishbase,unrecorded
Gobionotothen gibberifrons,fishbase,C,,fishbase,unrecorded
Gobiosoma robustum,anage,B,fishbase,anage,wild
Gobius cobitis,fishbase,C,,fishbase,wild
Gobius couchi,fishbase,C,,fishbase,wild
Gobius niger,anage,B,fishbase,anage,captive
Gobius ophiocephalus,fishbase,C,,fishbase,wild
Gobius paganellus,anage,B,fishbase,anage,wild
Gymnapistes marmoratus,anage,B,fishbase,anage,wild
Gymnelus viridis,fishbase,C,,fishbase,unrecorded
Gymnocaesio gymnoptera,fishbase,C,,fishbase,unrecorded
Gymnocanthus detrisus,fishbase,C,,fishbase,unrecorded
Gymnocanthus galeatus,fishbase,C,,fishbase,wild
Gymnocanthus herzensteini,fishbase,C,,fishbase,wild
Gymnocanthus pistilliger,fishbase,C,,fishbase,unrecorded
Gymnocanthus tricuspis,fishbase,C,,fishbase,unrecorded
Gymnocephalus cernua,fishbase,C,,fishbase,unrecorded
Gymnocephalus schraetser,fishbase,C,,fishbase,wild
Gymnocranius audleyi,fishbase,C,,fishbase,unrecorded
Gymnocypris eckloni,fishbase,C,,fishbase,unrecorded
Gymnocypris firmispinatus,fishbase,C,,fishbase,unrecorded
Gymnocypris przewalskii,fishbase,C,,fishbase,unrecorded
Gymnoscopelus braueri,fishbase,C,,fishbase,unrecorded
Gymnothorax mordax,fishbase,C,,fishbase,wild
Haemulon aurolineatum,fishbase,C,,fishbase,wild
Haemulon plumierii,fishbase,C,,fishbase,wild
Haemulon sciurus,anage,B,fishbase,anage,wild
Halichoeres semicinctus,fishbase,C,,fishbase,wild
Halosauropsis macrochir,fishbase,C,,fishbase,unrecorded
Haplocylix littoreus,anage,B,fishbase,anage,wild
Harengula jaguana,anage,B,fishbase,anage,wild
Harpadon microchir,fishbase,C,,fishbase,unrecorded
Harpagifer antarcticus,anage,B,fishbase,anage,wild
Harpagifer bispinis,fishbase,C,,fishbase,unrecorded
Hedinichthys yarkandensis,fishbase,C,,fishbase,unrecorded
Helicolenus dactylopterus,fishbase,C,,fishbase,wild
Helicolenus lahillei,fishbase,C,,fishbase,unrecorded
Helicolenus lengerichi,fishbase,C,,fishbase,wild
Helicolenus percoides,anage,B,fishbase,anage,wild
Hemerocoetes monopterygius,fishbase,C,,fishbase,wild
Hemibarbus labeo,fishbase,C,,fishbase,wild
Hemiculter leucisculus,fishbase,C,,fishbase,unrecorded
Hemiculter lucidus,fishbase,C,,fishbase,wild
Hemigrammus rodwayi,fishbase,C,,fishbase,wild
Hemilepidotus gilberti,fishbase,C,,fishbase,wild
Hemilepidotus jordani,fishbase,C,,fishbase,wild
Hemilepidotus zapus,fishbase,C,,fishbase,wild
Hemiramphus balao,fishbase,C,,fishbase,unrecorded
Hemiramphus brasiliensis,fishbase,C,,fishbase,unrecorded
Hemiramphus far,fishbase,C,,fishbase,wild
Hemitripterus bolini,fishbase,C,,fishbase,wild
Hepsetus cuvieri,fishbase,C,,fishbase,wild
Hepsetus odoe,anage,B,,anage,wild
Hesperoleucus symmetricus,fishbase,C,,fishbase,wild
Heterandria formosa,fishbase,C,,fishbase,unrecorded
Heterostichus rostratus,fishbase,C,,fishbase,unrecorded
Hexagrammos agrammus,fishbase,C,,fishbase,unrecorded
Hexagrammos decagrammus,anage,B,fishbase,anage,wild
Hexagrammos octogrammus,fishbase,C,,fishbase,wild
Hexagrammos otakii,fishbase,C,,fishbase,unrecorded
Hiodon alosoides,anage,B,fishbase,anage,wild
Hiodon tergisus,anage,B,fishbase,anage,wild
Hippocampus abdominalis,seed,B,,seed,wild+captive
Hippocampus erectus,anage,B,fishbase,anage,captive
Hippocampus kuda,fishbase,C,,fishbase,unrecorded
Hippocampus whitei,anage,B,fishbase,anage,wild
Hippocampus zosterae,anage,B,fishbase,anage,wild
Hippoglossoides elassodon,fishbase,C,,fishbase,wild
Hippoglossoides platessoides,anage,B,fishbase,anage,wild
Hippoglossoides robustus,fishbase,C,,fishbase,unrecorded
Hippoglossus hippoglossus,seed,B,anage;fishbase,seed,wild
Hippoglossus stenolepis,anage,B,fishbase,anage,wild
Hipposcarus harid,fishbase,C,,fishbase,unrecorded
Hipposcarus longiceps,fishbase,C,,fishbase,unrecorded
Hirundichthys affinis,fishbase,C,,fishbase,wild
Hoplosternum littorale,fishbase,C,,fishbase,wild
Hoplostethus atlanticus,seed,A,anage;fishbase,seed,wild
Hoplostethus mediterraneus,fishbase,C,,fishbase,wild
Hucho hucho,anage,B,fishbase,anage,wild
Hucho taimen,anage,B,fishbase,anage,wild
Huso dauricus,anage,B,fishbase,anage,wild
Huso huso,seed,B,anage;fishbase,seed,wild
Hybognathus nuchalis,fishbase,C,,fishbase,wild
Hybognathus regius,fishbase,C,,fishbase,unrecorded
Hydrocynus forskahlii,fishbase,C,,fishbase,wild
Hydrocynus vittatus,anage,B,fishbase,anage,wild
Hymenocephalus italicus,fishbase,C,,fishbase,wild
Hypentelium nigricans,anage,B,,anage,wild
Hypentelium roanokense,anage,B,fishbase,anage,wild
Hyperoglyphe antarctica,anage,B,fishbase,anage,wild
Hyperprosopon anale,fishbase,C,,fishbase,unrecorded
Hyperprosopon argenteum,fishbase,C,,fishbase,wild
Hyperprosopon ellipticum,anage,B,fishbase,anage,wild
Hypomesus japonicus,fishbase,C,,fishbase,wild
Hypomesus olidus,anage,B,fishbase,anage,wild
Hypomesus pretiosus,anage,B,fishbase,anage,wild
Hypomesus transpacificus,fishbase,C,,fishbase,wild
Hypophthalmichthys molitrix,fishbase,C,,fishbase,wild
Hypophthalmichthys nobilis,fishbase,C,,fishbase,wild
Hypoptychus dybowskii,anage,B,fishbase,anage,wild
Hyporhamphus australis,fishbase,C,,fishbase,unrecorded
Hyporhamphus melanochir,anage,B,fishbase,anage,wild
Hyporhamphus regularis,fishbase,C,,fishbase,unrecorded
Hyporthodus flavolimbatus,fishbase,C,,fishbase,wild
Hyporthodus nigritus,fishbase,C,,fishbase,wild
Hyporthodus niveatus,fishbase,C,,fishbase,unrecorded
Hyporthodus octofasciatus,fishbase,C,,fishbase,unrecorded
Hyporthodus quernus,fishbase,C,,fishbase,unrecorded
Hypsagonus quadricornis,fishbase,C,,fishbase,wild
Hypsoblennius gentilis,fishbase,C,,fishbase,wild
Hypsoblennius gilberti,fishbase,C,,fishbase,wild
Hypsoblennius jenkinsi,fishbase,C,,fishbase,wild
Hypsypops rubicundus,fishbase,C,,fishbase,wild
Hyrcanogobius bergi,fishbase,C,,fishbase,wild
Hysterocarpus traskii,fishbase,C,,fishbase,wild
Iberochondrostoma almacai,fishbase,C,,fishbase,wild
Icelus canaliculatus,fishbase,C,,fishbase,wild
Icelus perminovi,fishbase,C,,fishbase,wild
Icelus spatula,fishbase,C,,fishbase,wild
Ictalurus furcatus,anage,B,fishbase,anage,wild
Ictalurus punctatus,seed,B,anage;fishbase,seed,wild
Ictiobus bubalus,anage,B,fishbase,anage,wild
Ictiobus cyprinellus,seed,A,anage;fishbase,seed,wild
Ictiobus niger,anage,B,fishbase,anage,wild
Ilisha elongata,fishbase,C,,fishbase,unrecorded
Indonotothenia cyanobrancha,fishbase,C,,fishbase,unrecorded
Inimicus japonicus,fishbase,C,,fishbase,unrecorded
Isopsetta isolepis,anage,B,fishbase,anage,wild
Istigobius goldmanni,fishbase,C,,fishbase,unrecorded
Istiompax indica,fishbase,C,,fishbase,unrecorded
Istiophorus albicans,fishbase,C,,fishbase,wild
Istiophorus platypterus,anage,B,fishbase,anage,wild
Jaydia lineata,fishbase,C,,fishbase,unrecorded
Johnius dussumieri,fishbase,C,,fishbase,unrecorded
Johnius glaucus,fishbase,C,,fishbase,unrecorded
Johnius macrorhynus,fishbase,C,,fishbase,wild
Kajikia audax,fishbase,C,,fishbase,wild
Kathetostoma giganteum,anage,B,fishbase,anage,wild
Katsuwonus pelamis,anage,B,fishbase,anage,wild
Kneria auriculata,anage,B,fishbase,anage,wild
Knipowitschia caucasica,fishbase,C,,fishbase,wild
Knipowitschia croatica,fishbase,C,,fishbase,unrecorded
Knipowitschia longecaudata,fishbase,C,,fishbase,unrecorded
Knipowitschia milleri,fishbase,C,,fishbase,wild
Knipowitschia panizzae,fishbase,C,,fishbase,unrecorded
Konosirus punctatus,fishbase,C,,fishbase,unrecorded
Krefftichthys anderssoni,fishbase,C,,fishbase,unrecorded
Labeo altivelis,anage,B,fishbase,anage,wild
Labeo boggut,fishbase,C,,fishbase,unrecorded
Labeo horie,fishbase,C,,fishbase,unrecorded
Labeo rohita,anage,B,fishbase,anage,wild
Labeo senegalensis,fishbase,C,,fishbase,wild
Labeobarbus aeneus,anage,B,fishbase,anage,wild
Labidesthes sicculus,anage,B,fishbase,anage,wild
Labroides dimidiatus,anage,B,fishbase,anage,wild
Labrus bergylta,anage,B,fishbase,anage,unrecorded
Labrus merula,anage,B,fishbase,anage,wild
Labrus mixtus,fishbase,C,,fishbase,wild
Labrus viridis,fishbase,C,,fishbase,unrecorded
Lachnolaimus maximus,fishbase,C,,fishbase,wild
Laemonema longipes,fishbase,C,,fishbase,wild
Lagocephalus sceleratus,fishbase,C,,fishbase,unrecorded
Lagodon rhomboides,fishbase,C,,fishbase,unrecorded
Laimosemion xiphidius,fishbase,C,,fishbase,wild
Lampanyctodes hectoris,anage,B,fishbase,anage,wild
Lampanyctus macdonaldi,fishbase,C,,fishbase,unrecorded
Lampanyctus regalis,fishbase,C,,fishbase,unrecorded
Lampanyctus ritteri,fishbase,C,,fishbase,unrecorded
Larimichthys crocea,fishbase,C,,fishbase,wild
Larimichthys polyactis,fishbase,C,,fishbase,wild
Lates angustifrons,fishbase,C,,fishbase,unrecorded
