species,article,months,views_total,views_mean_monthly
Pycnonotus blanfordi,Ayeyarwady bulbul,105,8415,80.14
Pycnonotus brunneus,Asian red-eyed bulbul,120,10587,88.22
Pycnonotus cafer,Red-vented bulbul,120,554661,4622.18
Pycnonotus capensis,Cape bulbul,120,34852,290.43
Pycnonotus cinereifrons,Ashy-fronted bulbul,120,5317,44.31
Pycnonotus davisoni,Pale-eyed bulbul,106,1088,10.26
Pycnonotus finlaysoni,Stripe-throated bulbul,120,12617,105.14
Pycnonotus flavescens,Flavescent bulbul,120,10022,83.52
Pycnonotus goiavier,Yellow-vented bulbul,120,169389,1411.58
Pycnonotus jocosus,Red-whiskered bulbul,120,545232,4543.60
Pycnonotus leucogenys,Himalayan bulbul,120,61291,510.76
Pycnonotus leucops,Pale-faced bulbul,120,3347,27.89
Pycnonotus leucotis,White-eared bulbul,120,117322,977.68
Pycnonotus luteolus,White-browed bulbul,120,34053,283.77
Pycnonotus nieuwenhuisii,Blue-wattled bulbul,120,7837,65.31
Pycnonotus nigricans,African red-eyed bulbul,120,22542,187.85
Pycnonotus penicillatus,Yellow-eared bulbul,120,15907,132.56
Pycnonotus plumosus,Olive-winged bulbul,120,12052,100.43
Pycnonotus pseudosimplex,Cream-eyed bulbul,82,5179,63.16
Pycnonotus simplex,Cream-vented bulbul,120,7983,66.53
Pycnonotus sinensis,Light-vented bulbul,120,58020,483.50
Pycnonotus snouckaerti,Aceh bulbul,106,5936,56.00
Pycnonotus taivanus,Styan's bulbul,120,12301,102.51
Pycnonotus tympanistrigus,Spot-necked bulbul,120,5088,42.40
Pycnonotus xantholaemus,Yellow-throated bulbul,120,47775,398.12
Pycnonotus xanthopygos,White-spectacled bulbul,120,71598,596.65
Pycnonotus xanthorrhous,Brown-breasted bulbul,120,10448,87.07
Pycnonotus zeylanicus,Straw-headed bulbul,120,39899,332.49
Pyrrhurus scandens,Red-tailed leaflove,120,5882,49.02
Rubigula dispar,Ruby-throated bulbul,120,14241,118.67
Rubigula flaviventris,Black-crested bulbul,120,47326,394.38
Rubigula gularis,Flame-throated bulbul,120,63113,525.94
Rubigula melanictera,Black-capped bulbul,120,16162,134.68
Rubigula montis,Bornean bulbul,120,5303,44.19
Setornis criniger,Hook-billed bulbul,120,8649,72.08
Spizixos canifrons,Crested finchbill,120,11249,93.74
Spizixos semitorques,Collared finchbill,120,12876,107.30
Stelgidillas gracilirostris,Slender-billed greenbul,120,6150,51.25
Thescelocichla leucopleura,Swamp palm bulbul,120,4483,37.36
Tricholestes criniger,Hairy-backed bulbul,120,6778,56.48
Regulus calendula,Ruby-crowned kinglet,120,352974,2941.45
Regulus goodfellowi,,0,,
Regulus ignicapilla,Common firecrest,120,274384,2286.53
Regulus madeirensis,Madeira firecrest,120,57299,477.49
Regulus regulus,,0,,
Regulus satrapa,Golden-crowned kinglet,120,274739,2289.49
Anthoscopus caroli,Grey penduline tit,120,8439,70.33
Anthoscopus flavifrons,Forest penduline tit,120,3457,28.81
Anthoscopus minutus,Cape penduline tit,120,23618,196.82
Anthoscopus musculus,Mouse-coloured penduline tit,120,3225,26.88
Anthoscopus parvulus,Yellow penduline tit,120,4333,36.11
Anthoscopus punctifrons,Sennar penduline tit,120,3012,25.10
Anthoscopus sylviella,Grey penduline tit,120,8439,70.33
Auriparus flaviceps,,0,,
Remiz consobrinus,Chinese penduline tit,120,10552,87.93
Remiz coronatus,White-crowned penduline tit,120,7946,66.22
Remiz pendulinus,Eurasian penduline tit,120,66464,553.87
Rhagologus leucostigma,Mottled berryhunter,112,5573,49.76
Acropternis orthonyx,Ocellated tapaculo,120,8584,71.53
Eleoscytalopus indigoticus,White-breasted tapaculo,120,4522,37.68
Eleoscytalopus psychopompus,Bahia tapaculo,120,7716,64.30
Eugralla paradoxa,Ochre-flanked tapaculo,120,5256,43.80
Liosceles thoracicus,Rusty-belted tapaculo,120,4034,33.62
Merulaxis ater,Slaty bristlefront,120,6450,53.75
Merulaxis stresemanni,Stresemann's bristlefront,120,35323,294.36
Myornis senilis,Ash-colored tapaculo,120,4155,34.62
Psilorhamphus guttatus,Spotted bamboowren,120,3762,31.35
Pteroptochos castaneus,Chestnut-throated huet-huet,120,6081,50.67
Pteroptochos megapodius,Moustached turca,120,9242,77.02
Pteroptochos tarnii,Black-throated huet-huet,120,9998,83.32
Rhinocrypta lanceolata,Crested gallito,120,5810,48.42
Scelorchilus albicollis,White-throated tapaculo,120,5117,42.64
Scelorchilus rubecula,Chucao tapaculo,120,26008,216.73
Scytalopus acutirostris,Tschudi's tapaculo,120,2344,19.53
Scytalopus affinis,Ancash tapaculo,120,3188,26.57
Scytalopus altirostris,Neblina tapaculo,120,2319,19.32
Scytalopus alvarezlopezi,Tatama tapaculo,102,4216,41.33
Scytalopus argentifrons,Silvery-fronted tapaculo,120,5081,42.34
Scytalopus atratus,White-crowned tapaculo,120,1473,12.28
Scytalopus bolivianus,Bolivian tapaculo,120,1187,9.89
Scytalopus canus,Paramillo tapaculo,120,3126,26.05
Scytalopus caracae,Caracas tapaculo,120,2491,20.76
Scytalopus chocoensis,Chocó tapaculo,120,2887,24.06
Scytalopus diamantinensis,Diamantina tapaculo,120,3198,26.65
Scytalopus femoralis,Rufous-vented tapaculo,120,2348,19.57
Scytalopus frankeae,Jalca tapaculo,63,2249,35.70
Scytalopus fuscus,Dusky tapaculo,120,3422,28.52
Scytalopus gettyae,Junin tapaculo,120,3324,27.70
Scytalopus gonzagai,Boa Nova tapaculo,120,786,6.55
Scytalopus griseicollis,Pale-bellied tapaculo,120,3902,32.52
Scytalopus iraiensis,Marsh tapaculo,120,3403,28.36
Scytalopus krabbei,White-winged tapaculo,65,4623,71.12
Scytalopus latebricola,Brown-rumped tapaculo,120,2764,23.03
Scytalopus latrans,Blackish tapaculo,120,5089,42.41
Scytalopus macropus,Large-footed tapaculo,120,2202,18.35
Scytalopus magellanicus,Magellanic tapaculo,120,7839,65.33
Scytalopus meridanus,Mérida tapaculo,120,2252,18.77
Scytalopus micropterus,Long-tailed tapaculo,120,2874,23.95
Scytalopus novacapitalis,Brasília tapaculo,120,3899,32.49
Scytalopus opacus,Paramo tapaculo,120,2938,24.48
Scytalopus pachecoi,Planalto tapaculo,120,3001,25.01
Scytalopus panamensis,Tacarcuna tapaculo,120,3420,28.50
Scytalopus parkeri,Chusquea tapaculo,120,2392,19.93
Scytalopus parvirostris,Trilling tapaculo,120,2225,18.54
Scytalopus perijanus,Perijá tapaculo,120,49696,414.13
Scytalopus petrophilus,Rock tapaculo,120,3261,27.18
Scytalopus robbinsi,El Oro tapaculo,120,3439,28.66
Scytalopus rodriguezi,Magdalena tapaculo,120,2514,20.95
Scytalopus sanctaemartae,Santa Marta tapaculo,120,2517,20.98
Scytalopus schulenbergi,Diademed tapaculo,120,2477,20.64
Scytalopus simonsi,Puna tapaculo,120,2389,19.91
Scytalopus speluncae,Mouse-coloured tapaculo,120,3929,32.74
Scytalopus spillmanni,Spillmann's tapaculo,120,2581,21.51
Scytalopus stilesi,Stiles's tapaculo,120,4098,34.15
Scytalopus superciliaris,White-browed tapaculo,120,2799,23.32
Scytalopus unicolor,Unicolored tapaculo,120,2892,24.10
Scytalopus urubambae,Vilcabamba tapaculo,120,2452,20.43
Scytalopus vicinior,Nariño tapaculo,120,3044,25.37
Scytalopus whitneyi,Ampay tapaculo,63,2772,44.00
Scytalopus zimmeri,Zimmer's tapaculo,120,3196,26.63
Teledromas fuscus,Sandy gallito,120,4786,39.88
Rhipidura albicollis,White-throated fantail,120,51027,425.23
Rhipidura albiscapa,Grey fantail,120,60332,502.77
Rhipidura albiventris,Visayan fantail,120,5689,47.41
Rhipidura albogularis,White-spotted fantail,120,28702,239.18
Rhipidura albolimbata,Friendly fantail,120,5454,45.45
Rhipidura assimilis,,0,,
Rhipidura atra,Black fantail,120,8551,71.26
Rhipidura aureola,White-browed fantail,120,30089,250.74
Rhipidura bouruensis,,0,,
Rhipidura brachyrhyncha,Dimorphic fantail,120,2876,23.97
Rhipidura cinerea,,0,,
Rhipidura cockerelli,White-winged fantail,120,1130,9.42
Rhipidura coultasi,White-gorgeted fantail,24,586,24.42
Rhipidura cyaniceps,Blue-headed fantail,120,8467,70.56
Rhipidura dahli,Bismarck fantail,120,3001,25.01
Rhipidura dedemi,Streak-breasted fantail,120,2580,21.50
Rhipidura diluta,Brown-capped fantail,120,4077,33.98
Rhipidura drownei,Bougainville fantail,24,730,30.42
Rhipidura dryas,Arafura fantail,120,6051,50.42
Rhipidura euryura,White-bellied fantail,120,3480,29.00
Rhipidura fuliginosa,New Zealand fantail,120,226025,1883.54
Rhipidura fuscorufa,Cinnamon-tailed fantail,120,3027,25.23
Rhipidura habibiei,Peleng fantail,72,4922,68.36
Rhipidura hoedti,,0,,
Rhipidura hyperythra,Chestnut-bellied fantail,120,2952,24.60
Rhipidura isura,,0,,
Rhipidura javanica,Sunda pied fantail,0,0,
Rhipidura kordensis,Northern fantail,120,8528,71.07
Rhipidura kubaryi,Pohnpei fantail,120,6453,53.77
Rhipidura layardi,Fiji streaked fantail,24,778,32.42
Rhipidura lepida,Palau fantail,120,6251,52.09
Rhipidura leucophrys,Willie wagtail,120,438594,3654.95
Rhipidura leucothorax,White-bellied thicket fantail,120,4358,36.32
Rhipidura maculipectus,Black thicket fantail,120,3671,30.59
Rhipidura malaitae,Malaita fantail,120,2878,23.98
Rhipidura matthiae,Mussau fantail,120,3005,25.04
Rhipidura melanolaema,Santa Cruz fantail,24,631,26.29
Rhipidura nebulosa,Samoan fantail,120,5432,45.27
Rhipidura nigritorquis,Philippine pied fantail,120,36141,301.18
Rhipidura nigrocinnamomea,Black-and-cinnamon fantail,120,5436,45.30
Rhipidura obiensis,,0,,
Rhipidura ocularis,Guadalcanal fantail,24,545,22.71
Rhipidura opistherythra,Long-tailed fantail,120,3171,26.43
Rhipidura perlata,Spotted fantail,120,4793,39.94
Rhipidura personata,Kadavu fantail,120,4897,40.81
Rhipidura phasiana,Mangrove fantail,120,5217,43.48
Rhipidura phoenicura,Rufous-tailed fantail,120,3701,30.84
Rhipidura rennelliana,Rennell fantail,120,3591,29.93
Rhipidura rufidorsa,Rufous-backed fantail,120,2521,21.01
Rhipidura rufifrons,Australian rufous fantail,24,6792,283.00
Rhipidura rufilateralis,,0,,
Rhipidura rufiventris,Northern fantail,120,8528,71.07
Rhipidura samarensis,Visayan blue fantail,120,4932,41.10
Rhipidura sauli,Tablas fantail,120,4857,40.48
Rhipidura semirubra,Manus fantail,120,3516,29.30
Rhipidura spilodera,Vanuatu streaked fantail,24,608,25.33
Rhipidura superciliaris,Mindanao blue fantail,120,6992,58.27
Rhipidura superflua,Tawny-backed fantail,120,2698,22.48
Rhipidura tenebrosa,Makira fantail,120,2712,22.60
Rhipidura tenkatei,,0,,
Rhipidura teysmanni,Sulawesi fantail,90,2626,29.18
Rhipidura threnothorax,Sooty thicket fantail,120,2835,23.62
Rhipidura verreauxi,New Caledonian streaked fantail,24,764,31.83
Rhodinocichla rosea,Rosy thrush-tanager,120,14938,124.48
Sapayoa aenigma,,0,,
Abroscopus albogularis,Rufous-faced warbler,120,8879,73.99
Abroscopus schisticeps,Black-faced warbler,120,8290,69.08
Abroscopus superciliaris,Yellow-bellied warbler,120,19839,165.32
Cettia brunnifrons,Grey-sided bush warbler,120,5299,44.16
Cettia castaneocoronata,Chestnut-headed tesia,120,10855,90.46
Cettia cetti,Cetti's warbler,120,129537,1079.47
Cettia major,Chestnut-crowned bush warbler,120,5342,44.52
Erythrocercus holochlorus,Little yellow flycatcher,120,3919,32.66
Erythrocercus livingstonei,Livingstone's flycatcher,120,5163,43.02
Erythrocercus mccallii,Chestnut-capped flycatcher,120,4501,37.51
Hemitesia neumanni,Neumann's warbler,120,4426,36.88
Hemitesia pallidipes,Pale-footed bush warbler,120,7193,59.94
Horornis acanthizoides,Yellow-bellied bush warbler,120,6430,53.58
Horornis annae,Palau bush warbler,120,3648,30.40
Horornis brunnescens,Hume's bush warbler,120,4496,37.47
Horornis canturians,Manchurian bush warbler,120,13392,111.60
Horornis carolinae,Tanimbar bush warbler,120,2585,21.54
Horornis diphone,Japanese bush warbler,120,189046,1575.38
Horornis flavolivaceus,Aberrant bush warbler,120,12549,104.58
Horornis fortipes,Brown-flanked bush warbler,120,9676,80.63
Horornis haddeni,Bougainville bush warbler,120,3105,25.88
Horornis parens,Shade bush warbler,120,2552,21.27
Horornis ruficapilla,Fiji bush warbler,120,5409,45.08
Horornis seebohmi,Philippine bush warbler,120,4429,36.91
Hylia prasina,Green hylia,120,10330,86.08
Pholidornis rushiae,Tit hylia,120,7749,64.58
Phyllergates cucullatus,Mountain tailorbird,120,16875,140.62
Phyllergates heterolaemus,Rufous-headed tailorbird,120,8327,69.39
Scotocerca inquieta,Streaked scrub warbler,120,18834,156.95
Tesia cyaniventer,Grey-bellied tesia,120,6608,55.07
Tesia everetti,Russet-capped tesia,120,3217,26.81
Tesia olivea,Slaty-bellied tesia,120,6024,50.20
Tesia superciliaris,Javan tesia,120,4218,35.15
Tickellia hodgsoni,Broad-billed warbler,120,5305,44.21
Urosphena squameiceps,Asian stubtail,120,19224,160.20
Urosphena subulata,Timor stubtail,120,4595,38.29
Urosphena whiteheadi,Bornean stubtail,120,10953,91.28
Salpornis salvadori,African spotted creeper,120,13301,110.84
Salpornis spilonota,Indian spotted creeper,120,14747,122.89
Sitta arctica,Siberian nuthatch,120,9358,77.98
Sitta azurea,Blue nuthatch,120,21661,180.51
Sitta canadensis,Red-breasted nuthatch,120,377680,3147.33
Sitta carolinensis,White-breasted nuthatch,120,564714,4705.95
Sitta cashmirensis,Kashmir nuthatch,120,9870,82.25
Sitta castanea,Indian nuthatch,120,12230,101.92
Sitta cinnamoventris,Chestnut-bellied nuthatch,120,17620,146.83
Sitta europaea,Eurasian nuthatch,120,560713,4672.61
Sitta formosa,Beautiful nuthatch,120,27994,233.28
Sitta frontalis,Velvet-fronted nuthatch,120,30148,251.23
Sitta himalayensis,White-tailed nuthatch,120,9137,76.14
Sitta insularis,Bahama nuthatch,96,50166,522.56
Sitta krueperi,Krüper's nuthatch,120,19180,159.83
Sitta ledanti,Algerian nuthatch,120,26524,221.03
Sitta leucopsis,White-cheeked nuthatch,120,8450,70.42
Sitta magna,Giant nuthatch,120,18129,151.07
Sitta nagaensis,Chestnut-vented nuthatch,120,10454,87.12
Sitta neglecta,Burmese nuthatch,120,5347,44.56
Sitta neumayer,Western rock nuthatch,120,20045,167.04
Sitta oenochlamys,Sulphur-billed nuthatch,120,9118,75.98
Sitta przewalskii,Przevalski's nuthatch,120,22896,190.80
Sitta pusilla,Brown-headed nuthatch,120,118062,983.85
Sitta pygmaea,Pygmy nuthatch,120,103993,866.61
Sitta solangiae,Yellow-billed nuthatch,120,7573,63.11
Sitta tephronota,Eastern rock nuthatch,120,9032,75.27
Sitta victoriae,White-browed nuthatch,120,9842,82.02
Sitta villosa,Chinese nuthatch,120,9619,80.16
Sitta whiteheadi,Corsican nuthatch,120,26419,220.16
Sitta yunnanensis,Yunnan nuthatch,120,8926,74.38
Tichodroma muraria,,0,,
Spindalis dominicensis,Hispaniolan spindalis,120,5662,47.18
Spindalis nigricephala,Jamaican spindalis,120,5789,48.24
Spindalis portoricensis,Puerto Rican spindalis,120,73814,615.12
Spindalis zena,Western spindalis,120,24215,201.79
Chelidorhynx hypoxanthus,Yellow-bellied fantail,120,14173,118.11
Culicicapa ceylonensis,Grey-headed canary-flycatcher,120,38587,321.56
Culicicapa helianthea,Citrine canary-flycatcher,120,6969,58.08
Elminia albicauda,White-tailed blue flycatcher,120,5831,48.59
Elminia albiventris,White-bellied crested flycatcher,120,3250,27.08
Elminia albonotata,White-tailed crested flycatcher,120,5879,48.99
Elminia longicauda,African blue flycatcher,120,18206,151.72
Elminia nigromitrata,Dusky crested flycatcher,120,4440,37.00
Stenostira scita,Fairy flycatcher,120,15511,129.26
Acridotheres albocinctus,Collared myna,120,15814,131.78
Acridotheres burmannicus,Burmese myna,38,3182,83.74
Acridotheres cinereus,Pale-bellied myna,120,16824,140.20
Acridotheres cristatellus,Crested myna,120,138316,1152.63
Acridotheres fuscus,Jungle myna,120,98325,819.38
Acridotheres ginginianus,Bank myna,120,71008,591.73
Acridotheres grandis,Great myna,120,48764,406.37
Acridotheres javanicus,Javan myna,120,136169,1134.74
Acridotheres leucocephalus,Vinous-breasted myna,38,3035,79.87
Acridotheres melanopterus,Black-winged myna,38,10149,267.08
Acridotheres tertius,,0,,
Acridotheres tricolor,,0,,
Acridotheres tristis,Common myna,120,1817935,15149.46
Agropsar philippensis,Chestnut-cheeked starling,120,16352,136.27
Agropsar sturninus,Daurian starling,120,25021,208.51
Ampeliceps coronatus,Golden-crested myna,120,23216,193.47
Aplonis atrifusca,Samoan starling,120,10948,91.23
Aplonis brunneicapillus,White-eyed starling,120,3936,32.80
Aplonis cantoroides,Singing starling,120,9910,82.58
Aplonis cinerascens,Rarotonga starling,120,6646,55.38
Aplonis circumscripta,Metallic starling,120,44015,366.79
Aplonis crassa,Tanimbar starling,120,4781,39.84
Aplonis dichroa,Makira starling,120,3011,25.09
Aplonis feadensis,Atoll starling,120,4438,36.98
Aplonis grandis,Brown-winged starling,120,3677,30.64
Aplonis insularis,Rennell starling,120,4144,34.53
Aplonis magna,Long-tailed starling,120,7820,65.17
Aplonis metallica,Metallic starling,120,44015,366.79
Aplonis minor,Short-tailed starling,120,5992,49.93
Aplonis mysolensis,Moluccan starling,120,5039,41.99
Aplonis mystacea,Yellow-eyed starling,120,4898,40.82
Aplonis opaca,Micronesian starling,120,18852,157.10
Aplonis panayensis,Asian glossy starling,120,102562,854.68
Aplonis pelzelni,Pohnpei starling,120,13531,112.76
Aplonis santovestris,Mountain starling,120,6173,51.44
Aplonis striata,Striated starling,120,5387,44.89
Aplonis tabuensis,Polynesian starling,120,13816,115.13
Aplonis zelandica,Rusty-winged starling,120,4211,35.09
Basilornis celebensis,Sulawesi myna,120,23125,192.71
Basilornis corythaix,Long-crested myna,120,15962,133.02
Basilornis galeatus,Helmeted myna,120,17333,144.44
Cinnyricinclus leucogaster,Violet-backed starling,120,188214,1568.45
Creatophora cinerea,Wattled starling,120,32918,274.32
Enodes erythrophris,Fiery-browed starling,120,14972,124.77
Goodfellowia miranda,Apo myna,120,22802,190.02
Gracula indica,Southern hill myna,120,35812,298.43
Gracula ptilogenys,Sri Lanka hill myna,120,39243,327.02
Gracula religiosa,Common hill myna,120,581136,4842.80
Gracula robusta,Common hill myna,120,581136,4842.80
Gracula venerata,Tenggara hill myna,38,1496,39.37
Gracupica contra,Indian pied myna,54,47360,877.04
Gracupica jalla,Javan pied myna,54,8460,156.67
Gracupica nigricollis,Black-collared starling,120,55918,465.98
Grafisia torquata,White-collared starling,120,3735,31.12
Hartlaubius auratus,Madagascar starling,120,2511,20.93
Hylopsar cupreocauda,Copper-tailed starling,120,5110,42.58
Hylopsar purpureiceps,Purple-headed starling,120,6963,58.02
Lamprotornis acuticaudus,Sharp-tailed starling,120,6952,57.93
Lamprotornis albicapillus,White-crowned starling,120,6484,54.03
Lamprotornis australis,Burchell's starling,120,17490,145.75
Lamprotornis benguelensis,,0,,
Lamprotornis bicolor,Pied starling,120,18038,150.32
Lamprotornis caudatus,Long-tailed glossy starling,120,23456,195.47
Lamprotornis chalcurus,Bronze-tailed starling,120,9278,77.32
Lamprotornis chalybaeus,Greater blue-eared starling,120,73954,616.28
Lamprotornis chloropterus,Lesser blue-eared starling,120,19794,164.95
Lamprotornis fischeri,Fischer's starling,120,8231,68.59
Lamprotornis hildebrandti,Hildebrandt's starling,120,72148,601.23
Lamprotornis iris,Emerald starling,120,30062,250.52
Lamprotornis mevesii,Meves's starling,120,12057,100.47
Lamprotornis nitens,Cape starling,120,77581,646.51
Lamprotornis ornatus,Principe starling,120,6886,57.38
Lamprotornis pulcher,Chestnut-bellied starling,120,13122,109.35
Lamprotornis purpureus,Purple starling,120,49856,415.47
Lamprotornis purpuroptera,Rüppell's starling,120,17556,146.30
Lamprotornis regius,Golden-breasted starling,120,38588,321.57
Lamprotornis shelleyi,Shelley's starling,120,11601,96.67
Lamprotornis splendidus,Splendid starling,120,19018,158.48
Lamprotornis superbus,Superb starling,120,141304,1177.53
Lamprotornis unicolor,Ashy starling,120,11276,93.97
Lamprotornis violacior,,0,,
Leucopsar rothschildi,Bali myna,120,266702,2222.52
Mino anais,Golden myna,120,29206,243.38
Mino dumontii,Yellow-faced myna,120,46450,387.08
Mino kreffti,Long-tailed myna,120,22950,191.25
Neocichla gutturalis,Babbling starling,120,5405,45.04
Notopholia corusca,Black-bellied starling,120,10776,89.80
Onychognathus albirostris,White-billed starling,120,4823,40.19
