species,family,order,mass_g,range_km2,centroid_lat,migration
Dendrocygna javanica,Anatidae,Anseriformes,519.61,7094720.18,20.14,2
Dendrocygna viduata,Anatidae,Anseriformes,689.99,27415311.66,-6.68,2
Heteronetta atricapilla,Anatidae,Anseriformes,538.37,1954559.19,-32.1,1
Histrionicus histrionicus,Anatidae,Anseriformes,561.57,7912681.94,59.49,2
Hymenolaimus malacorhynchos,Anatidae,Anseriformes,829.99,54832.86,-41.63,1
Lophodytes cucullatus,Anatidae,Anseriformes,613.77,5510396.5,44.5,3
Lophonetta specularioides,Anatidae,Anseriformes,1019.93,1859148.87,-33.94,1
Malacorhynchus membranaceus,Anatidae,Anseriformes,372.79,1457174.78,-31.58,2
Mareca americana,Anatidae,Anseriformes,754.61,8979266.49,55.41,3
Mareca falcata,Anatidae,Anseriformes,645.83,5490157.81,54.68,3
Mareca penelope,Anatidae,Anseriformes,770.03,16342850.08,61.69,3
Mareca sibilatrix,Anatidae,Anseriformes,923.16,2186262.24,-40.77,2
Mareca strepera,Anatidae,Anseriformes,915.58,18552362.65,49.62,2
Marmaronetta angustirostris,Anatidae,Anseriformes,477,1461550.24,37.8,2
Melanitta americana,Anatidae,Anseriformes,1117,3674284.73,62.61,3
Melanitta deglandi,Anatidae,Anseriformes,1800.17,4842634.82,60.21,3
Melanitta fusca,Anatidae,Anseriformes,1800.17,5118144.61,62.27,3
Melanitta nigra,Anatidae,Anseriformes,1049.98,4515415.5,66.86,3
Melanitta perspicillata,Anatidae,Anseriformes,1096.33,4808381.84,61.33,3
Melanitta stejnegeri,Anatidae,Anseriformes,1800.17,6485999.47,61.1,3
Merganetta armata,Anatidae,Anseriformes,398.82,1090659.13,-24.14,1
Mergellus albellus,Anatidae,Anseriformes,608.55,11990223.32,60.6,3
Mergus merganser,Anatidae,Anseriformes,1451.02,24915961.61,54.96,3
Mergus octosetaceus,Anatidae,Anseriformes,983,51321.75,-12.9,1
Mergus serrator,Anatidae,Anseriformes,1015.17,23632905.44,60.86,3
Mergus squamatus,Anatidae,Anseriformes,1234,302689.47,45.96,3
Neochen jubata,Anatidae,Anseriformes,1250,7934083.33,-5.56,2
Netta erythrophthalma,Anatidae,Anseriformes,780.38,10612856.99,-12.6,2
Netta peposaca,Anatidae,Anseriformes,999.99,5216896.73,-31.73,2
Netta rufina,Anatidae,Anseriformes,1118,6127779.64,46.6,2
Nettapus auritus,Anatidae,Anseriformes,266,17754493.4,-0.03,1
Nettapus coromandelianus,Anatidae,Anseriformes,391.33,9230293.27,16.85,1
Nettapus pulchellus,Anatidae,Anseriformes,306.98,1681125.92,-15.23,1
Nomonyx dominicus,Anatidae,Anseriformes,364.97,8398764.69,-10.71,2
Oxyura australis,Anatidae,Anseriformes,798,544505.23,-33.88,2
Oxyura ferruginea,Anatidae,Anseriformes,608.15,2089906.35,-26.56,1
Oxyura jamaicensis,Anatidae,Anseriformes,608.15,6731653.66,43.16,1
Oxyura leucocephala,Anatidae,Anseriformes,661.09,4016410.78,48.43,1
Oxyura maccoa,Anatidae,Anseriformes,674,2242706.43,-23.59,1
Oxyura vittata,Anatidae,Anseriformes,642.68,1986790.01,-38.61,2
Plectropterus gambensis,Anatidae,Anseriformes,3869,15772780.82,-4.43,3
Polysticta stelleri,Anatidae,Anseriformes,806.76,2209280.29,70.64,3
Pteronetta hartlaubii,Anatidae,Anseriformes,790,4283729.6,1.6,2
Radjah radjah,Anatidae,Anseriformes,885.22,2173785.4,-13.07,2
Rhodonessa caryophyllacea,Anatidae,Anseriformes,886.3,0.98,24.55,NA
Salvadorina waigiuensis,Anatidae,Anseriformes,324,339423.01,-5.25,1
Sarkidiornis melanotos,Anatidae,Anseriformes,2610,18695511.28,0.53,1
Sarkidiornis sylvicola,Anatidae,Anseriformes,2610,9680945.17,-13.39,1
Sibirionetta formosa,Anatidae,Anseriformes,433.98,3744079.85,64.58,3
Somateria fischeri,Anatidae,Anseriformes,1557.16,1068843.97,68.47,2
Somateria mollissima,Anatidae,Anseriformes,2060.93,3321100.72,64.94,2
Somateria spectabilis,Anatidae,Anseriformes,1616.71,3200134.05,73.18,3
Spatula clypeata,Anatidae,Anseriformes,612.56,27068888.24,55.88,3
Spatula cyanoptera,Anatidae,Anseriformes,377.45,6567683.13,11.06,2
Spatula discors,Anatidae,Anseriformes,359.44,8349222.13,48.81,3
Spatula hottentota,Anatidae,Anseriformes,276.36,7754871.01,-12.18,1
Spatula platalea,Anatidae,Anseriformes,465.43,2947935.33,-36.18,2
Spatula puna,Anatidae,Anseriformes,595.21,690886.44,-17.48,1
Spatula querquedula,Anatidae,Anseriformes,325.6,16861397.11,53.56,3
Spatula rhynchotis,Anatidae,Anseriformes,638.96,4454068.38,-29.63,1
Spatula smithii,Anatidae,Anseriformes,591.46,2430691.95,-24.84,2
Spatula versicolor,Anatidae,Anseriformes,595.21,3071768.07,-36.9,2
Speculanas specularis,Anatidae,Anseriformes,1496.07,386663.05,-48.53,1
Stictonetta naevosa,Anatidae,Anseriformes,903.27,5897864.38,-26.74,2
Tachyeres brachypterus,Anatidae,Anseriformes,3450,12033.8,-51.74,2
Tachyeres leucocephalus,Anatidae,Anseriformes,3013,49163.72,-45.35,2
Tachyeres patachonicus,Anatidae,Anseriformes,2821.55,1006665.14,-45.83,2
Tachyeres pteneres,Anatidae,Anseriformes,4737.59,328083.84,-50.16,2
Tadorna cana,Anatidae,Anseriformes,1182,1631456.11,-27.63,2
Tadorna cristata,Anatidae,Anseriformes,1235,4.61,42.66,NA
Tadorna ferruginea,Anatidae,Anseriformes,1235.03,18403211.28,41.82,2
Tadorna tadorna,Anatidae,Anseriformes,1146.83,9435093.57,48.41,2
Tadorna tadornoides,Anatidae,Anseriformes,1418.68,3300063.22,-31.63,2
Tadorna variegata,Anatidae,Anseriformes,1540.95,268823.5,-41.77,2
Thalassornis leuconotus,Anatidae,Anseriformes,707.5,10032374.01,-10.93,1
Anhima cornuta,Anhimidae,Anseriformes,3150,10980198.81,-7.18,1
Chauna chavaria,Anhimidae,Anseriformes,2557.64,91345.79,9.18,1
Chauna torquata,Anhimidae,Anseriformes,4400,3828524.39,-24.91,1
Anseranas semipalmata,Anseranatidae,Anseriformes,2393.4,223353.42,-20.53,2
Aceros nipalensis,Bucerotidae,Bucerotiformes,2385,284350.69,24.08,1
Anorrhinus austeni,Bucerotidae,Bucerotiformes,933,774356.6,20.03,1
Anorrhinus galeritus,Bucerotidae,Bucerotiformes,1172,1381919.99,1.15,1
Anorrhinus tickelli,Bucerotidae,Bucerotiformes,792.64,160242.6,14.82,1
Anthracoceros albirostris,Bucerotidae,Bucerotiformes,892.89,4467706.59,14.07,1
Anthracoceros coronatus,Bucerotidae,Bucerotiformes,806.72,701610.86,19.07,1
Anthracoceros malayanus,Bucerotidae,Bucerotiformes,1050,798560.44,0.64,1
Anthracoceros marchei,Bucerotidae,Bucerotiformes,750,13374.99,9.92,1
Anthracoceros montani,Bucerotidae,Bucerotiformes,741,585.5,5.2,1
Berenicornis comatus,Bucerotidae,Bucerotiformes,1470,1179089.52,1.8,1
Buceros bicornis,Bucerotidae,Bucerotiformes,2790.79,2951578.25,15.78,1
Buceros hydrocorax,Bucerotidae,Bucerotiformes,1409.59,78462.72,15.86,1
Buceros mindanensis,Bucerotidae,Bucerotiformes,1409.59,113115.75,8.26,1
Buceros rhinoceros,Bucerotidae,Bucerotiformes,2371.58,1455791.75,0.14,1
Bucorvus abyssinicus,Bucerotidae,Bucerotiformes,4000,4482170.58,9.51,1
Bucorvus leadbeateri,Bucerotidae,Bucerotiformes,3743.62,4867849.88,-14.21,1
Bycanistes albotibialis,Bucerotidae,Bucerotiformes,921,2097476.87,-0.2,1
Bycanistes brevis,Bucerotidae,Bucerotiformes,1232.84,834397.49,-2.13,1
Bycanistes bucinator,Bucerotidae,Bucerotiformes,639.38,4073212.84,-11.95,1
Bycanistes cylindricus,Bucerotidae,Bucerotiformes,921,477009.11,6.96,1
Bycanistes fistulator,Bucerotidae,Bucerotiformes,508.09,811024.82,7.45,1
Bycanistes sharpii,Bucerotidae,Bucerotiformes,508.09,2953772.23,1.06,1
Bycanistes subcylindricus,Bucerotidae,Bucerotiformes,1195.4,1147243.51,3.54,1
Ceratogymna atrata,Bucerotidae,Bucerotiformes,1194.79,2282542.36,0.31,1
Ceratogymna elata,Bucerotidae,Bucerotiformes,1917.02,495247.1,6.81,1
Horizocerus albocristatus,Bucerotidae,Bucerotiformes,289.4,479716.63,6.8,1
Horizocerus cassini,Bucerotidae,Bucerotiformes,289.4,2240705.63,-0.26,1
Horizocerus granti,Bucerotidae,Bucerotiformes,98.49,1637687.68,-0.68,1
Horizocerus hartlaubi,Bucerotidae,Bucerotiformes,98.49,1163200.91,4.01,1
Lophoceros alboterminatus,Bucerotidae,Bucerotiformes,223.65,3002290.12,-10.38,1
Lophoceros bradfieldi,Bucerotidae,Bucerotiformes,196.46,790509.69,-18.55,1
Lophoceros camurus,Bucerotidae,Bucerotiformes,103.76,1703130.6,1.99,1
Lophoceros fasciatus,Bucerotidae,Bucerotiformes,258.83,3868026.54,-0.06,1
Lophoceros hemprichii,Bucerotidae,Bucerotiformes,297,546665.06,8.61,1
Lophoceros nasutus,Bucerotidae,Bucerotiformes,179.56,9830291.23,1.51,1
Lophoceros pallidirostris,Bucerotidae,Bucerotiformes,232.96,1957669.07,-11.66,1
Lophoceros semifasciatus,Bucerotidae,Bucerotiformes,258.83,1342269.31,8.38,1
Ocyceros birostris,Bucerotidae,Bucerotiformes,375,2062731.9,21.41,1
Ocyceros gingalensis,Bucerotidae,Bucerotiformes,238,64916.29,7.6,1
Ocyceros griseus,Bucerotidae,Bucerotiformes,292,230760.93,14.6,1
Penelopides affinis,Bucerotidae,Bucerotiformes,485.12,117669.51,8.38,1
Penelopides manillae,Bucerotidae,Bucerotiformes,460.86,104660.9,15.9,1
Penelopides mindorensis,Bucerotidae,Bucerotiformes,462,1008.82,13.12,1
Penelopides panini,Bucerotidae,Bucerotiformes,470.54,26680.43,10.77,1
Rhabdotorrhinus corrugatus,Bucerotidae,Bucerotiformes,1590,892566.53,0.71,1
Rhabdotorrhinus exarhatus,Bucerotidae,Bucerotiformes,370,128079.13,-1.89,1
Rhabdotorrhinus leucocephalus,Bucerotidae,Bucerotiformes,1086,89999.67,7.71,1
Rhabdotorrhinus waldeni,Bucerotidae,Bucerotiformes,1086,11113.86,11.19,1
Rhinoplax vigil,Bucerotidae,Bucerotiformes,2887.64,1216391.66,1.29,1
Rhyticeros cassidix,Bucerotidae,Bucerotiformes,2360,164525.74,-2.14,1
Rhyticeros everetti,Bucerotidae,Bucerotiformes,697.2,10704.53,-9.76,1
Rhyticeros narcondami,Bucerotidae,Bucerotiformes,697.17,6.51,13.43,1
Rhyticeros plicatus,Bucerotidae,Bucerotiformes,1703.76,754091.96,-5.22,1
Rhyticeros subruficollis,Bucerotidae,Bucerotiformes,2042,72279.84,14.23,1
Rhyticeros undulatus,Bucerotidae,Bucerotiformes,2214.55,3225027.08,9.93,1
Tockus damarensis,Bucerotidae,Bucerotiformes,210,391002.99,-20.86,1
Tockus deckeni,Bucerotidae,Bucerotiformes,167.72,1628868.18,0.98,1
Tockus erythrorhynchus,Bucerotidae,Bucerotiformes,138.56,9150146.92,2.58,1
Tockus flavirostris,Bucerotidae,Bucerotiformes,216.69,1449740.43,5.05,1
Tockus jacksoni,Bucerotidae,Bucerotiformes,167.72,112777.06,3.19,1
Tockus leucomelas,Bucerotidae,Bucerotiformes,188.27,1820119.32,-20.41,1
Tockus monteiri,Bucerotidae,Bucerotiformes,289.82,399497.56,-19.39,1
Phoeniculus bollei,Phoeniculidae,Bucerotiformes,54.6,1291286.11,3.19,1
Phoeniculus damarensis,Phoeniculidae,Bucerotiformes,81.8,823036.02,-12.58,1
Phoeniculus purpureus,Phoeniculidae,Bucerotiformes,73.21,12280558.03,-2.75,1
Phoeniculus somaliensis,Phoeniculidae,Bucerotiformes,26.5,1065209.4,7.89,1
Rhinopomastus aterrimus,Phoeniculidae,Bucerotiformes,27.11,7792738,7.46,1
Rhinopomastus castaneiceps,Phoeniculidae,Bucerotiformes,24.4,622400.01,4.6,1
Rhinopomastus cyanomelas,Phoeniculidae,Bucerotiformes,27.11,6396418.32,-15.51,1
Rhinopomastus minor,Phoeniculidae,Bucerotiformes,21.7,2064431.67,2.47,1
Upupa epops,Upupidae,Bucerotiformes,66.93,46881685.44,29.41,3
Upupa marginata,Upupidae,Bucerotiformes,66.93,530033.96,-19.4,3
Aegotheles affinis,Aegothelidae,Caprimulgiformes,60,1146.69,-3.25,1
Aegotheles albertisi,Aegothelidae,Caprimulgiformes,35.2,95188.1,-6.49,1
Aegotheles archboldi,Aegothelidae,Caprimulgiformes,30.6,44983.92,-4.19,1
Aegotheles bennettii,Aegothelidae,Caprimulgiformes,60,198113.2,-5.65,1
Aegotheles crinifrons,Aegothelidae,Caprimulgiformes,136,20463.32,0.71,1
Aegotheles cristatus,Aegothelidae,Caprimulgiformes,42.78,7702773.06,-25.68,1
Aegotheles insignis,Aegothelidae,Caprimulgiformes,78.5,168011.22,-5.27,1
Aegotheles savesi,Aegothelidae,Caprimulgiformes,52,10.73,-21.96,NA
Aegotheles tatei,Aegothelidae,Caprimulgiformes,52,3664.11,-6.95,1
Aegotheles wallacii,Aegothelidae,Caprimulgiformes,50.73,40086.3,-4.45,1
Aerodramus bartschi,Apodidae,Caprimulgiformes,7.4,692.22,13.78,1
Aerodramus brevirostris,Apodidae,Caprimulgiformes,13.42,2186701.77,26.62,1
Aerodramus elaphrus,Apodidae,Caprimulgiformes,10.7,205.22,-4.58,1
Aerodramus francicus,Apodidae,Caprimulgiformes,8.9,4418.34,-20.77,1
Aerodramus fuciphagus,Apodidae,Caprimulgiformes,10.7,1645314.43,0.9,1
Aerodramus hirundinaceus,Apodidae,Caprimulgiformes,10.1,583622.07,-4.76,1
Aerodramus infuscatus,Apodidae,Caprimulgiformes,13.4,182567.31,-2.41,1
Aerodramus inquietus,Apodidae,Caprimulgiformes,11,543.53,6.65,1
Aerodramus leucophaeus,Apodidae,Caprimulgiformes,13.35,1090.1,-10.15,1
Aerodramus maximus,Apodidae,Caprimulgiformes,17,1057235,1.15,1
Aerodramus mearnsi,Apodidae,Caprimulgiformes,11.3,254011.61,11.8,1
Aerodramus nuditarsus,Apodidae,Caprimulgiformes,13.35,364845.78,-5.64,1
Aerodramus orientalis,Apodidae,Caprimulgiformes,13.35,4385.9,-6.51,1
Aerodramus papuensis,Apodidae,Caprimulgiformes,19.9,163508.74,-4.46,1
Aerodramus pelewensis,Apodidae,Caprimulgiformes,13.35,454.45,7.44,1
Aerodramus salangana,Apodidae,Caprimulgiformes,11.3,483061.54,0.08,1
Aerodramus sawtelli,Apodidae,Caprimulgiformes,8.6,26.52,-20,1
Aerodramus spodiopygius,Apodidae,Caprimulgiformes,8.03,136466.16,-11.02,1
Aerodramus terraereginae,Apodidae,Caprimulgiformes,12,85667.06,-16.99,1
Aerodramus unicolor,Apodidae,Caprimulgiformes,11,248834.49,11.43,1
Aerodramus vanikorensis,Apodidae,Caprimulgiformes,10.7,1212501.77,-2.34,1
Aerodramus vulcanorum,Apodidae,Caprimulgiformes,13.42,7990.54,-7.04,1
Aerodramus whiteheadi,Apodidae,Caprimulgiformes,14,11703.85,13.11,1
Aeronautes andecolus,Apodidae,Caprimulgiformes,17.6,891310.57,-23.75,1
Aeronautes montivagus,Apodidae,Caprimulgiformes,20.14,842701.64,-1.98,1
Aeronautes saxatalis,Apodidae,Caprimulgiformes,32.1,4096268.29,33.58,1
Apus acuticauda,Apodidae,Caprimulgiformes,39.4,15660.49,26.16,3
Apus affinis,Apodidae,Caprimulgiformes,22.57,22143832.39,2.45,3
Apus alexandri,Apodidae,Caprimulgiformes,39.4,2642.82,15.82,NA
Apus apus,Apodidae,Caprimulgiformes,37.6,24779919.71,48.52,3
Apus balstoni,Apodidae,Caprimulgiformes,42.8,592893.19,-19.36,2
Apus barbatus,Apodidae,Caprimulgiformes,42.8,1200605.42,-20.21,2
Apus batesi,Apodidae,Caprimulgiformes,22.1,299260.21,3.63,2
Apus berliozi,Apodidae,Caprimulgiformes,38.2,204574.56,12.76,NA
Apus bradfieldi,Apodidae,Caprimulgiformes,42.4,882341.76,-23.87,2
Apus caffer,Apodidae,Caprimulgiformes,22.1,12490681.95,-2.38,3
Apus horus,Apodidae,Caprimulgiformes,27.45,2043600.71,-18.06,2
Apus niansae,Apodidae,Caprimulgiformes,32.5,381006.41,6.76,2
Apus nipalensis,Apodidae,Caprimulgiformes,29.82,5768014.18,16.15,3
Apus pacificus,Apodidae,Caprimulgiformes,39.43,15859868.87,46.94,2
Apus pallidus,Apodidae,Caprimulgiformes,41.9,1720365.16,30.92,3
Apus sladeniae,Apodidae,Caprimulgiformes,42.8,12587.31,-11.92,NA
Apus unicolor,Apodidae,Caprimulgiformes,22.5,8283.55,28.79,2
Chaetura andrei,Apodidae,Caprimulgiformes,17.1,NA,NA,3
Chaetura brachyura,Apodidae,Caprimulgiformes,18.3,7468188.25,-3.04,1
Chaetura chapmani,Apodidae,Caprimulgiformes,23.83,4701276.36,-1.71,2
Chaetura cinereiventris,Apodidae,Caprimulgiformes,13.9,6102705.51,-6.25,1
Chaetura egregia,Apodidae,Caprimulgiformes,23.4,1756675.46,-11.08,1
Chaetura fumosa,Apodidae,Caprimulgiformes,15.69,13071.58,8.71,1
Chaetura martinica,Apodidae,Caprimulgiformes,12.5,4342.26,15.11,1
Chaetura meridionalis,Apodidae,Caprimulgiformes,22.2,4926891.32,-19.32,3
Chaetura pelagica,Apodidae,Caprimulgiformes,23.6,5841319.17,40.95,3
Chaetura spinicaudus,Apodidae,Caprimulgiformes,15.69,3138608.09,1.2,1
Chaetura vauxi,Apodidae,Caprimulgiformes,17.1,2280008.55,36.03,3
Collocalia esculenta,Apodidae,Caprimulgiformes,6.29,2754917.74,-0.2,1
Collocalia linchi,Apodidae,Caprimulgiformes,5.9,316140.08,-3.03,1
Collocalia troglodytes,Apodidae,Caprimulgiformes,5.4,283053.11,11.79,1
Cypseloides cherriei,Apodidae,Caprimulgiformes,22.1,111074.69,3.35,1
Cypseloides cryptus,Apodidae,Caprimulgiformes,34.54,413124,8.33,1
Cypseloides fumigatus,Apodidae,Caprimulgiformes,41.95,2325060.02,-19.46,3
Cypseloides lemosi,Apodidae,Caprimulgiformes,28.1,3577.91,2.5,1
Cypseloides niger,Apodidae,Caprimulgiformes,39.67,1303249.37,32.36,2
Cypseloides rothschildi,Apodidae,Caprimulgiformes,41.95,166600.94,-23.54,1
Cypseloides senex,Apodidae,Caprimulgiformes,82.25,2015575.96,-17.5,1
Cypseloides storeri,Apodidae,Caprimulgiformes,39.5,84466.8,18.67,1
Cypsiurus balasiensis,Apodidae,Caprimulgiformes,9.11,6838834.25,15.1,1
Cypsiurus gracilis,Apodidae,Caprimulgiformes,13.6,384793.25,-19.38,1
Cypsiurus parvus,Apodidae,Caprimulgiformes,13.6,15963964.24,-1.66,1
Hirundapus caudacutus,Apodidae,Caprimulgiformes,95.5,6143488.25,46.53,3
Hirundapus celebensis,Apodidae,Caprimulgiformes,180,285896.08,10.51,1
Hirundapus cochinchinensis,Apodidae,Caprimulgiformes,83.79,236469.43,25.16,3
Hirundapus giganteus,Apodidae,Caprimulgiformes,127,2715789.43,7.87,3
Hydrochous gigas,Apodidae,Caprimulgiformes,35.8,97277.3,1.43,1
Mearnsia novaeguineae,Apodidae,Caprimulgiformes,32.6,480409.55,-5.85,1
Mearnsia picina,Apodidae,Caprimulgiformes,42.5,112656.13,8.44,1
Neafrapus boehmi,Apodidae,Caprimulgiformes,14.42,1674288.3,-11.94,2
Neafrapus cassini,Apodidae,Caprimulgiformes,39.97,2065483.42,1.74,2
Panyptila cayennensis,Apodidae,Caprimulgiformes,21.1,8548025.44,-2.79,1
Panyptila sanctihieronymi,Apodidae,Caprimulgiformes,48.1,366914.5,17.25,1
Rhaphidura leucopygialis,Apodidae,Caprimulgiformes,13.6,1203937.95,-0.2,1
Rhaphidura sabini,Apodidae,Caprimulgiformes,16,1774423.81,2.57,1
Schoutedenapus myoptilus,Apodidae,Caprimulgiformes,23.5,384804.79,-1.69,2
Streptoprocne biscutata,Apodidae,Caprimulgiformes,95.81,1314750.58,-19.94,2
Streptoprocne phelpsi,Apodidae,Caprimulgiformes,21.8,255999.37,3.62,2
Streptoprocne rutila,Apodidae,Caprimulgiformes,20.2,1392664.2,7.17,2
Streptoprocne semicollaris,Apodidae,Caprimulgiformes,175,324675.19,21.39,2
Streptoprocne zonaris,Apodidae,Caprimulgiformes,86.79,8315095.89,-7.35,2
Tachornis furcata,Apodidae,Caprimulgiformes,6.5,32700.66,9.32,1
Tachornis phoenicobia,Apodidae,Caprimulgiformes,10.2,194217.83,20.39,1
Tachornis squamata,Apodidae,Caprimulgiformes,10.97,9486321.14,-5.42,1
Tachymarptis aequatorialis,Apodidae,Caprimulgiformes,92.8,1399846.87,-5.59,2
Tachymarptis melba,Apodidae,Caprimulgiformes,100.38,7307949.41,21.34,3
Telacanthura melanopygia,Apodidae,Caprimulgiformes,52,586085.53,3.95,1
Telacanthura ussheri,Apodidae,Caprimulgiformes,32.61,5188546,-0.67,1
Zoonavena grandidieri,Apodidae,Caprimulgiformes,8,592268.37,-19.37,1
Zoonavena sylvatica,Apodidae,Caprimulgiformes,16,735766.35,22.96,1
Zoonavena thomensis,Apodidae,Caprimulgiformes,8,1008.51,0.45,1
Antrostomus arizonae,Caprimulgidae,Caprimulgiformes,53.3,1013761.04,25.3,3
Antrostomus badius,Caprimulgidae,Caprimulgiformes,59.8,110731.66,19.98,1
Antrostomus carolinensis,Caprimulgidae,Caprimulgiformes,109,1808676.44,33.91,3
Antrostomus cubanensis,Caprimulgidae,Caprimulgiformes,63.5,109234.54,21.61,1
Antrostomus ekmani,Caprimulgidae,Caprimulgiformes,64,14481.86,18.76,1
Antrostomus noctitherus,Caprimulgidae,Caprimulgiformes,36.1,291.94,18.03,1
Antrostomus ridgwayi,Caprimulgidae,Caprimulgiformes,48,631238.26,22.92,1
Antrostomus rufus,Caprimulgidae,Caprimulgiformes,94.2,5391690.94,-14.51,1
Antrostomus salvini,Caprimulgidae,Caprimulgiformes,56,115696.33,23.56,1
Antrostomus saturatus,Caprimulgidae,Caprimulgiformes,52,5381.48,9.5,1
Antrostomus sericocaudatus,Caprimulgidae,Caprimulgiformes,83,1167113.56,-18.7,1
Antrostomus vociferus,Caprimulgidae,Caprimulgiformes,53.3,3403564.97,42.29,3
Caprimulgus aegyptius,Caprimulgidae,Caprimulgiformes,77.3,2808450.27,36.18,3
Caprimulgus affinis,Caprimulgidae,Caprimulgiformes,58.7,4956065.32,17.18,2
Caprimulgus andamanicus,Caprimulgidae,Caprimulgiformes,66.2,6735.83,11.2,1
Caprimulgus asiaticus,Caprimulgidae,Caprimulgiformes,42,4043903.95,20.73,1
Caprimulgus atripennis,Caprimulgidae,Caprimulgiformes,61,487705.09,14.86,1
Caprimulgus batesi,Caprimulgidae,Caprimulgiformes,100,1859436.15,-0.81,1
Caprimulgus celebensis,Caprimulgidae,Caprimulgiformes,57.51,26078.5,-0.29,1
Caprimulgus centralasicus,Caprimulgidae,Caprimulgiformes,57.51,NA,NA,NA
Caprimulgus clarus,Caprimulgidae,Caprimulgiformes,42.5,1225629.63,3.35,1
Caprimulgus climacurus,Caprimulgidae,Caprimulgiformes,45.8,7239636.45,10.09,1
Caprimulgus concretus,Caprimulgidae,Caprimulgiformes,57.51,976183.03,0.2,1
Caprimulgus donaldsoni,Caprimulgidae,Caprimulgiformes,29,751577.81,2.58,1
Caprimulgus europaeus,Caprimulgidae,Caprimulgiformes,67,19002486.05,47.43,3
Caprimulgus eximius,Caprimulgidae,Caprimulgiformes,66.29,1981466.64,14.6,2
Caprimulgus fossii,Caprimulgidae,Caprimulgiformes,58.29,5155775.73,-12.6,1
Caprimulgus fraenatus,Caprimulgidae,Caprimulgiformes,59.73,543293.67,1.3,1
Caprimulgus indicus,Caprimulgidae,Caprimulgiformes,91.59,1651666.55,21.11,1
Caprimulgus inornatus,Caprimulgidae,Caprimulgiformes,50.26,3310936.5,13.11,1
Caprimulgus jotaka,Caprimulgidae,Caprimulgiformes,91.59,7938346.12,37.35,1
Caprimulgus longipennis,Caprimulgidae,Caprimulgiformes,48,3883244.3,8.37,2
Caprimulgus macrurus,Caprimulgidae,Caprimulgiformes,66.2,5755294.28,7.52,1
Caprimulgus madagascariensis,Caprimulgidae,Caprimulgiformes,41.1,591293.27,-19.38,1
Caprimulgus mahrattensis,Caprimulgidae,Caprimulgiformes,57,1082828.68,28.83,1
Caprimulgus manillensis,Caprimulgidae,Caprimulgiformes,70.3,269038.47,11.85,1
Caprimulgus meesi,Caprimulgidae,Caprimulgiformes,66.2,29495.98,-8.98,NA
Caprimulgus natalensis,Caprimulgidae,Caprimulgiformes,77.7,2207800.39,-5.81,1
