species,attractiveness,n_sex_rows
Culicicapa helianthea,6.0236,1
Culicivora caudacuta,5.9063,1
Curaeus curaeus,5.4091,1
Cursorius coromandelicus,6.3937,1
Cursorius cursor,6.6852,1
Cursorius rufus,5.5541,1
Cursorius somalensis,6.0841,1
Cursorius temminckii,5.6139,1
Cutia legalleni,5.5540,1
Cutia nipalensis,5.6538,1
Cyanecula svecica,7.0374,1
Cyanerpes caeruleus,6.3422,1
Cyanerpes cyaneus,7.0397,1
Cyanerpes lucidus,6.0741,2
Cyanerpes nitidus,6.2238,2
Cyanicterus cyanicterus,6.7773,1
Cyanistes caeruleus,6.9952,1
Cyanistes cyanus,7.2220,1
Cyanistes teneriffae,6.8153,1
Cyanochen cyanoptera,5.2960,1
Cyanocitta cristata,7.2288,1
Cyanocitta stelleri,7.4201,1
Cyanocompsa parellina,7.1160,1
Cyanocorax affinis,6.3176,1
Cyanocorax beecheii,6.8675,1
Cyanocorax cayanus,6.5854,1
Cyanocorax chrysops,6.3492,1
Cyanocorax coeruleus,6.7160,1
Cyanocorax colliei,6.8454,1
Cyanocorax cristatellus,6.3250,1
Cyanocorax cyanomelas,5.2651,1
Cyanocorax cyanopogon,5.9219,1
Cyanocorax dickeyi,6.5725,1
Cyanocorax formosus,7.2029,1
Cyanocorax melanocyaneus,6.6193,1
Cyanocorax morio,5.6423,1
Cyanocorax mystacalis,5.9385,1
Cyanocorax sanblasianus,7.2032,1
Cyanocorax violaceus,6.1235,1
Cyanocorax yncas,7.0688,1
Cyanocorax yucatanicus,7.0819,1
Cyanoderma chrysaeum,6.1463,1
Cyanoderma melanothorax,5.9128,1
Cyanoderma pyrrhops,5.1118,1
Cyanoderma ruficeps,6.2462,1
Cyanograucalus azureus,5.2557,1
Cyanoliseus patagonus,6.6728,1
Cyanoloxia brissonii,6.2110,2
Cyanoloxia cyanoides,6.2310,1
Cyanoloxia glaucocaerulea,7.1610,1
Cyanoloxia rothschildii,6.2715,1
Cyanolyca argentigula,6.9397,1
Cyanolyca cucullata,6.6981,1
Cyanolyca mirabilis,6.2728,1
Cyanolyca nanus,6.0388,1
Cyanolyca pulchra,6.8532,1
Cyanolyca pumilo,6.5221,1
Cyanolyca turcosa,6.8902,1
Cyanolyca viridicyanus,6.7213,1
Cyanomitra alinae,5.8484,1
Cyanomitra bannermani,6.4307,1
Cyanomitra cyanolaema,5.8889,2
Cyanomitra olivacea,5.6279,1
Cyanomitra oritis,6.9736,1
Cyanomitra verreauxii,6.0752,1
Cyanomitra verticalis,6.8020,1
Cyanophaia bicolor,7.1336,2
Cyanopica cooki,6.8607,1
Cyanopica cyanus,6.7193,1
Cyanopsitta spixii,5.3095,1
Cyanoptila cumatilis,6.2430,1
Cyanoptila cyanomelana,6.8578,1
Cyanoramphus auriceps,6.7294,1
Cyanoramphus forbesi,6.7180,1
Cyanoramphus malherbi,7.0982,1
Cyanoramphus unicolor,6.4993,1
Cyclarhis gujanensis,6.0182,1
Cyclarhis nigrirostris,5.0793,1
Cygnus atratus,6.2153,1
Cygnus buccinator,6.1869,1
Cygnus columbianus,6.5580,1
Cygnus cygnus,6.7457,1
Cygnus melancoryphus,5.2456,1
Cygnus olor,6.3264,1
Cymbilaimus lineatus,5.6951,2
Cymbilaimus sanctaemariae,5.4854,1
Cynanthus sordidus,6.4170,1
Cyornis brunneatus,5.8702,1
Cyornis caerulatus,5.8266,2
Cyornis concretus,6.6227,1
Cyornis glaucicomans,6.1966,1
Cyornis hainanus,6.9997,1
Cyornis hoevelli,6.1182,2
Cyornis hyacinthinus,6.1671,2
Cyornis lemprieri,7.1206,1
Cyornis magnirostris,7.0939,1
Cyornis nicobaricus,5.6476,1
Cyornis olivaceus,5.6072,1
Cyornis pallidipes,6.2085,2
Cyornis poliogenys,5.7046,1
Cyornis rubeculoides,6.3815,2
Cyornis ruficauda,5.5174,1
Cyornis rufigastra,5.9960,1
Cyornis sanfordi,5.3990,1
Cyornis sumatrensis,6.0380,1
Cyornis superbus,6.8120,1
Cyornis tickelliae,6.2933,1
Cyornis turcosus,6.8953,1
Cyornis umbratilis,5.4195,1
Cyornis unicolor,6.1910,2
Cyphorhinus arada,6.1383,1
Cyphorhinus phaeocephalus,5.1824,1
Cyphos macrodactylus,5.9472,1
Cypseloides cherriei,5.1952,1
Cypseloides cryptus,4.9291,2
Cypseloides fumigatus,5.2951,1
Cypseloides lemosi,5.4445,1
Cypseloides niger,5.3322,1
Cypseloides rothschildi,5.0499,1
Cypseloides senex,5.0068,1
Cypseloides storeri,4.8498,1
Cypsiurus balasiensis,5.2772,1
Cypsiurus parvus,5.7620,1
Cypsnagra hirundinacea,5.8778,1
Cyrtonyx ocellatus,5.8600,1
Dacelo gaudichaud,7.0939,1
Dacelo leachii,6.9948,1
Dacelo novaeguineae,6.6467,1
Dacelo tyro,6.9196,1
Dacnis albiventris,6.1358,1
Dacnis berlepschi,7.0898,1
Dacnis cayana,6.6355,2
Dacnis flaviventer,5.8757,1
Dacnis hartlaubi,6.4445,2
Dacnis nigripes,7.0224,2
Dacnis venusta,7.0491,1
Dacnis viguieri,5.6081,2
Dactylortyx thoracicus,5.7141,1
Daphoenositta chrysoptera,5.6640,1
Daphoenositta miranda,5.5909,1
Daphoenositta papuensis,4.9736,1
Daption capense,5.4793,1
Daptrius ater,5.8556,1
Dasycrotapha plateni,5.4086,1
Dasycrotapha pygmaea,4.9325,1
Dasycrotapha speciosa,5.9893,1
Dasylophus superciliosus,5.4814,1
Dasyornis brachypterus,4.7905,1
Dasyornis broadbenti,5.0565,1
Dasyornis longirostris,5.4782,1
Deleornis axillaris,5.9767,1
Deleornis fraseri,5.3140,1
Delichon dasypus,5.6310,1
Delichon nipalense,6.1989,1
Deltarhynchus flammulatus,5.2155,1
Dendragapus fuliginosus,5.6747,1
Dendragapus obscurus,5.5358,1
Dendrexetastes rufigula,5.1985,1
Dendrocincla anabatina,4.9407,1
Dendrocincla homochroa,4.9977,1
Dendrocincla merula,5.0486,1
Dendrocincla tyrannina,5.1593,1
Dendrocitta bayleii,5.6295,1
Dendrocitta cinerascens,5.7117,1
Dendrocitta formosae,6.1596,1
Dendrocitta frontalis,6.8571,1
Dendrocitta leucogastra,6.3446,1
Dendrocitta occipitalis,5.2231,1
Dendrocitta vagabunda,6.8675,1
Dendrocolaptes certhia,5.6084,1
Dendrocolaptes hoffmannsi,4.5106,1
Dendrocolaptes picumnus,5.3869,1
Dendrocolaptes platyrostris,5.5405,1
Dendrocopos analis,6.2092,2
Dendrocopos assimilis,6.5657,1
Dendrocopos atratus,6.6697,2
Dendrocopos darjellensis,6.1357,2
Dendrocopos himalayensis,5.9317,1
Dendrocopos hyperythrus,6.5365,1
Dendrocopos leucopterus,6.0896,2
Dendrocopos macei,6.7350,1
Dendrocopos major,6.7135,1
Dendrocopos noguchii,6.2341,1
Dendrocopos syriacus,5.9590,1
Dendrocygna arborea,5.7977,1
Dendrocygna arcuata,5.5983,1
Dendrocygna autumnalis,6.0181,1
Dendrocygna bicolor,5.8483,1
Dendrocygna eytoni,5.4891,1
Dendrocygna guttata,5.1958,1
Dendrocygna javanica,5.2177,1
Dendrocygna viduata,5.6419,1
Dendronanthus indicus,6.1166,1
Dendroperdix sephaena,5.3582,1
Dendropicos abyssinicus,6.5126,1
Dendropicos dorae,4.8632,1
Dendropicos elachus,6.1037,1
Dendropicos fuscescens,6.5842,1
Dendropicos gabonensis,5.7309,2
Dendropicos goertae,6.2721,1
Dendropicos griseocephalus,6.2138,1
Dendropicos lugubris,5.2138,1
Dendropicos namaquus,6.3131,1
Dendropicos obsoletus,6.0604,2
Dendropicos poecilolaemus,5.7857,2
Dendropicos pyrrhogaster,5.9698,1
Dendropicos spodocephalus,7.1715,1
Dendropicos stierlingi,5.5692,2
Dendropicos xantholophus,5.4929,1
Dendroplex kienerii,5.3927,1
Dendroplex picus,5.5212,1
Dendrortyx barbatus,5.4917,1
Dendrortyx leucophrys,5.1336,1
Dendrortyx macroura,5.4343,1
Deroptyus accipitrinus,6.7061,1
Dessonornis archeri,6.5131,1
Dessonornis caffer,6.3868,1
Dessonornis humeralis,5.9617,1
Devioeca papuana,5.9388,1
Dicaeum aeneum,4.9934,1
Dicaeum agile,5.8723,1
Dicaeum annae,4.7385,1
Dicaeum aureolimbatum,6.3125,1
Dicaeum australe,5.6102,1
Dicaeum bicolor,5.6505,2
Dicaeum celebicum,6.5071,1
Dicaeum chrysorrheum,6.3771,1
Dicaeum concolor,4.9445,1
Dicaeum cruentatum,6.6319,2
Dicaeum erythrorhynchos,5.3625,1
Dicaeum erythrothorax,6.7152,1
Dicaeum everetti,4.7640,1
Dicaeum eximium,5.6913,1
Dicaeum geelvinkianum,5.8916,1
Dicaeum haematostictum,5.5560,1
Dicaeum hypoleucum,5.5262,1
Dicaeum igniferum,6.2987,1
Dicaeum maugei,5.8558,1
Dicaeum melanozanthum,5.6277,1
Dicaeum monticolum,6.2770,1
Dicaeum nehrkorni,6.2033,1
Dicaeum nigrilore,5.5137,1
Dicaeum pectorale,6.2381,1
Dicaeum proprium,5.1642,1
Dicaeum pygmaeum,5.3520,1
Dicaeum retrocinctum,5.0981,1
Dicaeum schistaceiceps,6.1528,1
Dicaeum trigonostigma,6.8253,1
Dicaeum tristrami,5.2610,1
Dicaeum trochileum,5.7564,1
Dicaeum vincens,6.4097,1
Dicaeum vulneratum,6.2001,1
Dichrozona cincta,5.3571,1
Dicrurus aeneus,6.8320,1
Dicrurus aldabranus,4.9408,1
Dicrurus andamanensis,5.9530,1
Dicrurus annectens,6.1115,1
Dicrurus atripennis,5.6355,1
Dicrurus balicassius,5.6775,1
Dicrurus bracteatus,6.4803,1
Dicrurus caerulescens,5.5961,1
Dicrurus densus,5.8007,1
Dicrurus forficatus,5.8626,1
Dicrurus fuscipennis,5.6263,1
Dicrurus leucophaeus,5.6416,1
Dicrurus lophorinus,5.8595,1
Dicrurus macrocercus,5.8645,1
Dicrurus megarhynchus,5.8390,1
Dicrurus menagei,5.8633,1
Dicrurus montanus,5.3970,1
Dicrurus paradiseus,6.0564,1
Dicrurus remifer,5.8850,1
Dicrurus sumatranus,5.7752,1
Dicrurus waldenii,5.5043,1
Diglossa albilatera,5.5460,2
Diglossa baritula,6.0828,1
Diglossa brunneiventris,6.0561,1
Diglossa caerulescens,6.6275,1
Diglossa carbonaria,5.4919,1
Diglossa cyanea,6.6310,1
Diglossa duidae,5.0848,1
Diglossa glauca,6.2897,1
Diglossa gloriosa,5.9600,1
Diglossa gloriosissima,6.7795,1
Diglossa humeralis,5.5184,1
Diglossa indigotica,7.2346,1
Diglossa lafresnayii,5.8013,1
Diglossa major,5.8025,1
Diglossa mystacalis,6.1830,1
Diglossa plumbea,5.8340,1
Diglossa sittoides,6.3322,1
Diglossa venezuelensis,5.5929,2
Dinemellia dinemelli,6.6336,1
Dinopium benghalense,6.3874,1
Dinopium everetti,6.1988,1
Dinopium javanense,6.1580,1
Dinopium psarodes,7.1542,1
Dinopium rafflesii,6.0465,1
Dinopium shorii,6.6473,1
Discosura conversii,7.5121,2
Discosura langsdorffi,6.8134,2
Discosura longicaudus,7.5607,1
Discosura popelairii,7.4194,1
Diuca diuca,5.7358,1
Dives dives,5.5063,1
Dives warczewiczi,5.7052,1
Dolichonyx oryzivorus,6.4977,1
Doliornis remseni,5.4559,2
Doliornis sclateri,5.7670,1
Donacobius atricapilla,6.1729,1
Donacospiza albifrons,5.7687,1
Doricha eliza,7.0691,1
Doricha enicura,7.3268,1
Doryfera johannae,6.8925,2
Doryfera ludovicae,6.9442,1
Drepanis coccinea,6.4400,1
Drepanoptila holosericea,6.1830,1
Drepanorhynchus reichenowi,6.8277,1
Drepanornis albertisi,5.2410,1
Drepanornis bruijnii,5.4979,1
Dreptes thomensis,5.5927,1
Dromas ardeola,6.4552,1
Dromococcyx pavoninus,6.0855,1
Dromococcyx phasianellus,4.9453,1
Drymocichla incana,5.5432,1
Drymodes beccarii,5.1187,1
Drymodes brunneopygia,5.5191,1
Drymodes superciliaris,6.0332,1
Drymophila caudata,5.3048,1
Drymophila devillei,4.9116,1
Drymophila ferruginea,6.1293,1
Drymophila genei,5.6320,1
Drymophila hellmayri,5.6833,1
Drymophila klagesi,5.1319,1
Drymophila malura,5.2391,1
Drymophila ochropyga,5.9248,2
Drymophila rubricollis,6.2137,1
Drymophila squamata,6.2908,1
Drymophila striaticeps,7.1113,1
Drymornis bridgesii,6.0272,1
Drymotoxeres pucheranii,5.1797,1
Dryobates minor,6.4175,1
Dryobates nuttallii,6.5012,2
Dryobates pubescens,6.0694,1
Dryobates scalaris,5.8480,1
Dryocopus hodgei,6.0213,2
Dryocopus javensis,6.1372,1
Dryocopus martius,6.2099,1
Dryolimnas cuvieri,5.6314,1
Dryoscopus angolensis,5.6949,2
Dryoscopus cubla,5.9974,2
Dryoscopus gambensis,5.8935,1
Dryoscopus pringlii,5.8759,2
Dryoscopus sabini,6.2662,1
Dryoscopus senegalensis,5.6499,1
Dryotriorchis spectabilis,6.1599,1
Dubusia castaneoventris,6.5986,1
Ducula aurorae,5.6371,1
Ducula bakeri,5.3073,1
Ducula bicolor,5.6685,1
Ducula brenchleyi,5.5449,1
Ducula carola,4.8345,1
Ducula chalconota,5.5968,1
Ducula cineracea,5.0333,1
Ducula concinna,5.2555,1
Ducula finschii,5.7788,1
Ducula forsteni,6.0844,1
Ducula galeata,5.2475,1
Ducula goliath,5.5595,1
Ducula lacernulata,5.2615,1
Ducula latrans,5.1262,1
Ducula luctuosa,5.4929,1
Ducula melanochroa,4.9375,1
Ducula mullerii,5.3621,1
Ducula neglecta,5.2743,1
Ducula oceanica,4.6942,1
Ducula pacifica,6.1346,1
Ducula perspicillata,5.7149,1
Ducula pickeringii,5.3686,1
Ducula pistrinaria,5.6622,1
Ducula poliocephala,5.2477,1
Ducula radiata,5.5868,1
Ducula rosacea,4.8634,1
Ducula rubricera,6.0864,1
Ducula rufigaster,5.6657,1
Ducula spilorrhoa,5.7282,1
Ducula subflavescens,5.2063,1
Ducula whartoni,5.1776,1
Ducula zoeae,5.9657,1
Dulus dominicus,4.8514,1
Dumetella carolinensis,5.8584,1
Dumetia hyperythra,5.3320,1
Dyaphorophyia blissetti,6.5401,1
Dyaphorophyia castanea,6.6489,1
Dyaphorophyia chalybea,6.9010,1
Dyaphorophyia hormophora,6.5939,1
Dyaphorophyia jamesoni,6.8163,1
Dyaphorophyia tonsa,5.9379,1
Dysithamnus leucostictus,5.4451,2
Dysithamnus mentalis,5.3273,1
Dysithamnus occidentalis,5.2473,2
Dysithamnus plumbeus,5.4948,1
Dysithamnus puncticeps,5.2583,2
Dysithamnus stictothorax,5.2910,1
Dysithamnus striaticeps,5.7648,1
Dysithamnus xanthopterus,5.7852,1
Edolisoma anale,5.0365,1
Edolisoma ceramense,5.2107,1
Edolisoma coerulescens,4.6445,1
Edolisoma dispar,4.6205,2
Edolisoma dohertyi,5.1845,2
Edolisoma incertum,5.1327,2
Edolisoma melas,5.3063,2
Edolisoma mindanense,5.0773,1
Edolisoma montanum,5.3969,1
Edolisoma morio,5.6326,2
Edolisoma ostentum,5.2000,1
Edolisoma parvulum,5.3214,1
Edolisoma salomonis,4.7711,2
Edolisoma schisticeps,6.0107,2
Edolisoma sula,5.0529,1
Egretta ardesiaca,6.3532,1
Egretta caerulea,5.9960,1
Egretta eulophotes,6.1705,1
Egretta novaehollandiae,5.6619,1
Egretta picata,5.9422,1
Egretta rufescens,5.8411,1
Egretta sacra,5.9600,1
Egretta thula,6.4641,1
Egretta tricolor,5.8948,1
Egretta vinaceigula,5.8335,1
Elachura formosa,5.5649,1
Elaenia albiceps,5.7284,1
Elaenia brachyptera,5.3317,1
Elaenia chiriquensis,5.7319,1
Elaenia cristata,5.5320,1
Elaenia dayi,4.5492,1
Elaenia flavogaster,5.4045,1
Elaenia frantzii,5.4612,1
Elaenia gigas,5.4424,1
Elaenia martinica,4.7235,1
Elaenia mesoleuca,5.2483,1
Elaenia obscura,5.8128,1
Elaenia olivina,4.6432,1
Elaenia pallatangae,5.2265,1
Elaenia parvirostris,5.6096,1
Elaenia pelzelni,5.2307,1
Elaenia ridleyana,4.7878,1
Elaenia ruficeps,5.5646,1
Elaenia sordida,5.3659,1
Elaenia spectabilis,5.3361,1
Elaenia strepera,5.0428,1
Elanoides forficatus,6.8828,1
Elanus axillaris,6.5355,1
Elanus caeruleus,6.9616,1
Elanus leucurus,7.3706,1
Elanus scriptus,6.7734,1
Elaphrornis palliseri,5.2332,1
Electron carinatum,6.8891,1
Electron platyrhynchum,7.5745,1
Eleoscytalopus indigoticus,5.3186,1
Eleoscytalopus psychopompus,5.3164,1
Eleothreptus anomalus,5.3824,1
Eleothreptus candicans,5.6991,1
Elminia albicauda,7.0700,1
Elminia albiventris,6.3249,1
Elminia albonotata,5.6470,1
Elminia longicauda,6.8843,1
Elminia nigromitrata,6.0668,1
Elseyornis melanops,6.6355,1
Elvira chionura,7.4407,2
Elvira cupreiceps,7.4586,1
Emarginata schlegelii,5.6362,1
Emarginata sinuata,5.0998,1
Emarginata tractrac,5.9435,1
Emberiza affinis,5.3837,1
Emberiza aureola,5.8209,1
Emberiza bruniceps,5.6475,2
Emberiza buchanani,5.7944,1
Emberiza cabanisi,5.9379,1
Emberiza caesia,6.2823,1
Emberiza calandra,5.3738,1
Emberiza chrysophrys,5.9052,1
Emberiza cia,5.3690,1
Emberiza cineracea,5.4666,1
Emberiza cioides,5.8710,1
Emberiza cirlus,5.7606,2
Emberiza citrinella,6.1198,1
Emberiza elegans,6.5433,1
Emberiza flaviventris,6.4910,1
Emberiza fucata,6.4768,1
Emberiza godlewskii,6.4341,1
Emberiza hortulana,5.7204,1
Emberiza impetuani,5.4097,1
Emberiza jankowskii,5.3976,1
Emberiza koslowi,5.7627,1
Emberiza lathami,5.6992,2
Emberiza leucocephalos,5.2722,2
Emberiza melanocephala,5.9910,1
Emberiza poliopleura,6.1779,1
Emberiza pusilla,6.2330,1
Emberiza rustica,5.5163,1
Emberiza rutila,5.0467,1
Emberiza sahari,4.9694,1
Emberiza siemsseni,5.5822,1
Emberiza socotrana,5.6990,1
Emberiza stewarti,5.7026,2
Emberiza striolata,5.2263,2
Emberiza sulphurata,5.4837,2
Emberiza tristrami,5.4962,1
Emberiza variabilis,5.6140,1
Emberiza yessoensis,6.1058,1
Emberizoides herbicola,5.3296,1
Emberizoides ypiranganus,5.6796,1
Embernagra longicauda,5.6359,1
Embernagra platensis,5.3209,1
Emblema pictum,5.9384,1
Eminia lepida,5.3844,1
Empidonax affinis,4.8450,1
Empidonax albigularis,5.2195,1
Empidonax alnorum,5.2166,1
Empidonax atriceps,5.7229,1
Empidonax difficilis,6.0033,1
Empidonax flavescens,6.3023,1
Empidonax flaviventris,5.8762,1
Empidonax fulvifrons,5.6630,1
Empidonax hammondii,5.6569,1
Empidonax minimus,5.6981,1
Empidonax oberholseri,5.1797,1
Empidonax occidentalis,5.6081,1
Empidonax traillii,5.8781,1
Empidonax virescens,5.5304,1
Empidonax wrightii,5.5856,1
Empidonomus varius,5.4320,1
Enicognathus ferrugineus,6.9343,1
Enicognathus leptorhynchus,6.6237,1
Enicurus immaculatus,6.0975,1
Enicurus leschenaulti,6.5037,1
Enicurus maculatus,6.7626,1
Enicurus ruficapillus,6.9766,1
Enicurus schistaceus,6.1955,1
Enicurus scouleri,6.1546,1
Enicurus velatus,6.0517,1
Enodes erythrophris,6.6227,1
Ensifera ensifera,6.5246,1
Entomodestes coracinus,5.2814,1
Entomodestes leucotis,5.7825,1
Eolophus roseicapilla,6.8621,2
Eophona migratoria,5.7741,2
Eophona personata,6.4421,1
Eopsaltria australis,6.5214,1
Eopsaltria griseogularis,6.5160,1
Eos bornea,7.0285,1
Eos cyanogenia,6.9299,1
Eos histrio,6.6581,1
Eos reticulata,6.5509,1
Eos semilarvata,5.6448,1
Eos squamata,6.5890,1
Ephippiorhynchus asiaticus,5.9893,2
Ephippiorhynchus senegalensis,6.1040,1
Ephippiospingus dorsalis,5.3513,1
Ephippiospingus erythronotus,5.9180,1
Epimachus fastosus,6.0100,1
Epimachus meyeri,6.6855,1
Epinecrophylla amazonica,5.2733,1
Epinecrophylla erythrura,4.8470,2
Epinecrophylla fulviventris,5.2761,1
Epinecrophylla gutturalis,5.3657,1
Epinecrophylla haematonota,5.6050,2
Epinecrophylla leucophthalma,5.4110,1
Epinecrophylla spodionota,5.1753,2
Epthianura albifrons,6.0168,2
Epthianura aurifrons,5.5785,1
Epthianura crocea,6.7432,1
Epthianura tricolor,6.7150,1
Eremalauda dunni,4.7731,1
Eremomela atricollis,6.1921,1
Eremomela badiceps,6.0460,1
Eremomela canescens,5.5569,1
Eremomela flavicrissalis,5.0124,1
Eremomela gregalis,4.9538,1
Eremomela pusilla,5.7907,1
Eremomela scotops,6.0103,1
Eremomela turneri,4.9045,1
Eremomela usticollis,5.4427,1
Eremophila alpestris,5.6090,1
Eremophila bilopha,5.9816,1
Eremopterix australis,4.9674,2
Eremopterix griseus,5.4196,2
Eremopterix hova,4.6659,1
Eremopterix leucopareia,5.0449,2
Eremopterix leucotis,4.6234,1
Eremopterix nigriceps,5.0525,1
Eremopterix signatus,5.1789,1
Eremopterix verticalis,5.2072,2
Eriocnemis aline,6.9023,1
Eriocnemis cupreoventris,7.2530,1
Eriocnemis derbyi,7.2435,1
Eriocnemis glaucopoides,7.1873,2
Eriocnemis isabellae,6.7218,1
Eriocnemis mirabilis,7.1719,1
Eriocnemis mosquera,7.4931,1
Eriocnemis nigrivestis,6.6953,1
Eriocnemis vestita,7.0506,2
Erithacus rubecula,6.5103,1
Erpornis zantholeuca,5.6742,1
Erythrocercus holochlorus,6.2036,1
Erythrocercus livingstonei,6.1836,1
Erythrocercus mccallii,5.7067,1
Erythrogenys erythrocnemis,5.2844,1
Erythrogenys erythrogenys,5.1310,1
Erythrogenys gravivox,6.0239,1
Erythrogenys hypoleucos,5.0137,1
Erythrogenys mcclellandi,5.3647,1
Erythrogenys swinhoei,6.0792,1
Erythrogonys cinctus,6.2220,1
Erythropitta arquata,7.1007,1
Erythropitta caeruleitorques,7.3714,1
Erythropitta celebensis,6.8963,1
Erythropitta dohertyi,6.7188,1
Erythropitta gazellae,5.2227,1
Erythropitta granatina,7.8951,1
Erythropitta kochi,6.7450,1
Erythropitta macklotii,6.4050,1
Erythropitta palliceps,6.4897,1
Erythropitta rubrinucha,7.3403,1
Erythropitta rufiventris,7.2913,1
Erythropitta splendida,6.0427,1
Erythropitta ussheri,7.1568,1
Erythropitta venusta,7.0509,1
Erythrotriorchis buergersi,6.1994,1
Erythrotriorchis radiatus,6.3050,1
Erythrura coloria,7.1229,1
Erythrura hyperythra,6.7274,1
Erythrura kleinschmidti,5.3330,1
Erythrura papuana,6.4195,1
Erythrura pealii,7.3001,1
Erythrura prasina,6.4734,1
Erythrura psittacea,6.9427,1
Erythrura trichroa,6.9532,1
Erythrura tricolor,6.1612,1
Erythrura viridifacies,6.6063,1
Esacus magnirostris,5.6521,1
Esacus recurvirostris,5.3558,1
Estrilda astrild,6.8431,1
Estrilda atricapilla,6.7247,1
Estrilda charmosyna,5.9363,1
Estrilda coerulescens,6.3510,1
Estrilda erythronotos,6.5370,1
Estrilda kandti,6.4875,1
Estrilda melpoda,6.4329,1
Estrilda nonnula,7.2618,1
Estrilda paludicola,6.4694,1
Estrilda perreini,6.5917,1
Estrilda rhodopyga,6.6072,1
Estrilda rufibarba,5.9408,1
Estrilda thomensis,6.0096,1
Estrilda troglodytes,6.5835,1
Eubucco bourcierii,6.9251,2
Eubucco tucinkae,6.7857,1
Euchrepomis callinota,5.0305,1
Euchrepomis humeralis,4.8028,1
Euchrepomis sharpei,5.7993,1
Euchrepomis spodioptila,5.3264,1
Eucometis penicillata,6.4532,1
Eudocimus albus,4.6493,1
Eudocimus ruber,5.7520,1
Eudromia elegans,5.6319,1
Eudromia formosa,4.9343,1
Eudromias morinellus,6.3883,1
Eudyptes chrysocome,6.7020,1
Eudyptes chrysolophus,6.8892,1
Eudyptes moseleyi,6.7264,1
Eudyptes pachyrhynchus,6.4191,1
Eudyptes robustus,6.8836,1
Eudyptes schlegeli,6.4825,1
Eudyptes sclateri,6.6280,1
Eudyptula minor,6.6995,1
Eugerygone rubra,5.7613,1
Eugralla paradoxa,5.6646,1
Eulabeornis castaneoventris,5.5595,1
Eulacestoma nigropectus,5.9308,2
Eulampis holosericeus,6.9007,1
Eulampis jugularis,7.4536,1
Eulidia yarrellii,7.2097,1
Eulipoa wallacei,5.5204,1
Eumomota superciliosa,7.8791,1
Eumyias additus,5.1569,1
Eumyias albicaudatus,6.8763,1
Eumyias panayensis,6.5487,1
Eumyias sordidus,6.6730,1
Eumyias thalassinus,6.1312,2
Euneornis campestris,6.7525,1
Eunymphicus cornutus,7.3564,1
Eunymphicus uvaeensis,7.1168,1
Euodice cantans,5.5559,1
Euodice malabarica,5.6465,1
Eupetes macrocerus,6.8911,1
Eupetomena macroura,7.4299,1
Euphagus carolinus,5.5626,1
Euphagus cyanocephalus,6.2340,1
Eupherusa cyanophrys,7.6390,1
Eupherusa eximia,7.4035,1
Eupherusa nigriventris,7.0711,1
Eupherusa poliocerca,7.0887,1
Euphonia anneae,6.0488,2
Euphonia cayennensis,6.2411,1
Euphonia chalybea,6.4482,1
Euphonia chlorotica,6.1321,1
Euphonia chrysopasta,5.8782,2
Euphonia concinna,6.0257,1
Euphonia cyanocephala,6.1366,2
Euphonia elegantissima,6.1157,2
Euphonia finschi,6.4902,1
Euphonia fulvicrissa,6.3632,2
Euphonia gouldi,6.4710,1
Euphonia hirundinacea,6.3049,1
Euphonia imitans,6.6570,1
Euphonia jamaica,6.0857,1
Euphonia laniirostris,6.6348,1
Euphonia luteicapilla,7.2262,1
Euphonia mesochrysa,6.7014,1
Euphonia minuta,6.7034,1
Euphonia pectoralis,6.0861,2
Euphonia plumbea,5.3580,1
Euphonia rufiventris,6.4701,1
Euphonia saturata,6.2498,2
Euphonia trinitatis,6.3685,1
Euphonia violacea,6.6632,1
Euphonia xanthogaster,6.4022,2
Euplectes afer,5.5255,1
Euplectes albonotatus,6.2790,1
Euplectes aureus,5.7319,1
Euplectes axillaris,5.3086,1
Euplectes capensis,7.0290,1
Euplectes diadematus,6.0696,1
Euplectes franciscanus,5.9072,1
Euplectes gierowii,6.3923,1
Euplectes hartlaubi,5.7597,1
Euplectes hordeaceus,5.6177,1
Euplectes jacksoni,6.3999,1
Euplectes macroura,5.3797,1
Euplectes nigroventris,6.6682,1
Euplectes orix,5.8509,2
Euplectes progne,6.7252,1
Euplectes psammacromius,6.0760,1
Eupodotis caerulescens,5.5398,1
Eupodotis senegalensis,5.3490,1
Eupsittula aurea,6.4080,1
Eupsittula cactorum,6.6868,1
Eupsittula canicularis,6.8522,1
Eupsittula pertinax,6.6309,1
Euptilotis neoxenus,7.3197,1
Euptilotus eutilotus,5.2174,1
Eurillas ansorgei,5.5294,1
Eurillas curvirostris,5.1503,1
Eurillas gracilis,5.1055,1
Eurillas latirostris,4.9147,1
Eurillas virens,5.0459,1
Eurocephalus anguitimens,6.1619,1
Eurocephalus ruppelli,6.6336,1
