species,matched_name,authorship,year,source,fetched
Arborophila mandellii,Arborophila mandellii,"Hume, 1874",1874,gbif,2026-09-05
Arborophila orientalis,Arborophila orientalis,"(Horsfield, 1821)",1821,gbif,2026-09-05
Arborophila rolli,Arborophila rolli,"(Rothschild, 1909)",1909,gbif,2026-09-05
Arborophila rubrirostris,Arborophila rubrirostris,"(Salvadori, 1879)",1879,gbif,2026-09-05
Arborophila rufipectus,Arborophila rufipectus,"Boulton, 1932",1932,gbif,2026-09-05
Arborophila rufogularis,Arborophila rufogularis,"(Blyth, 1849)",1849,gbif,2026-09-05
Arborophila sumatrana,Arborophila sumatrana,"Ogilvie-Grant, 1891",1891,gbif,2026-09-05
Arborophila tonkinensis,Arborophila tonkinensis,"(Delacour, 1927)",1927,gbif,2026-09-05
Arborophila torqueola,Arborophila torqueola,"(Valenciennes, 1825)",1825,gbif,2026-09-05
Argusianus argus,Argusianus argus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Bambusicola fytchii,Bambusicola fytchii,"Anderson, 1871",1871,gbif,2026-09-05
Bambusicola sonorivox,Bambusicola sonorivox,"Gould, 1863",1863,gbif,2026-09-05
Bambusicola thoracicus,Bambusicola thoracicus,"(Temminck, 1815)",1815,gbif,2026-09-05
Bonasa bonasia,Bonasa bonasia,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Bonasa sewerzowi,Bonasa sewerzowi,"(Przewalski, 1876)",1876,gbif,2026-09-05
Bonasa umbellus,Bonasa umbellus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Caloperdix oculeus,Caloperdix oculeus,"(Temminck, 1815)",1815,gbif,2026-09-05
Catreus wallichii,Catreus wallichii,"(Hardwicke, 1827)",1827,gbif,2026-09-05
Centrocercus minimus,Centrocercus minimus,"Young, C.Braun, Oyler-McCance, Hupp & Quinn, 2000",2000,gbif,2026-09-05
Centrocercus urophasianus,Centrocercus urophasianus,"(Bonaparte, 1827)",1827,gbif,2026-09-05
Chrysolophus amherstiae,Chrysolophus amherstiae,"(Leadbeater, 1829)",1829,gbif,2026-09-05
Chrysolophus pictus,Chrysolophus pictus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Coturnix coromandelica,Coturnix coromandelica,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Coturnix coturnix,Coturnix coturnix,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Coturnix delegorguei,Coturnix delegorguei,"Delegorgue, 1847",1847,gbif,2026-09-05
Coturnix japonica,Coturnix japonica,"Temminck & Schlegel, 1848",1848,gbif,2026-09-05
Coturnix pectoralis,Coturnix pectoralis,"Gould, 1837",1837,gbif,2026-09-05
Crossoptilon auritum,Crossoptilon auritum,"(Pallas, 1811)",1811,gbif,2026-09-05
Crossoptilon crossoptilon,Crossoptilon crossoptilon,"(Hodgson, 1838)",1838,gbif,2026-09-05
Crossoptilon harmani,Crossoptilon harmani,"Elwes, 1881",1881,gbif,2026-09-05
Crossoptilon mantchuricum,Crossoptilon mantchuricum,"Swinhoe, 1863",1863,gbif,2026-09-05
Dendragapus fuliginosus,Dendragapus fuliginosus,"(Ridgway, 1873)",1873,gbif,2026-09-05
Dendragapus obscurus,Dendragapus obscurus,"(Say, 1822)",1822,gbif,2026-09-05
Dendroperdix sephaena,Dendroperdix sephaena,"(A.Smith, 1836)",1836,gbif,2026-09-05
Falcipennis canadensis,Falcipennis canadensis,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Falcipennis falcipennis,Falcipennis falcipennis,"(Hartlaub, 1855)",1855,gbif,2026-09-05
Falcipennis franklinii,Falcipennis franklinii,"(Douglas, 1829)",1829,gbif,2026-09-05
Francolinus francolinus,Francolinus francolinus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Francolinus gularis,Francolinus gularis,"(Temminck, 1815)",1815,gbif,2026-09-05
Francolinus pictus,Francolinus pictus,"(Jardine & Selby, 1828)",1828,gbif,2026-09-05
Francolinus pintadeanus,Francolinus pintadeanus,"(Scopoli, 1786)",1786,gbif,2026-09-05
Francolinus pondicerianus,Francolinus pondicerianus,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Galloperdix bicalcarata,Galloperdix bicalcarata,"(J.R.Forster, 1781)",1781,gbif,2026-09-05
Galloperdix lunulata,Galloperdix lunulata,"(Valenciennes, 1825)",1825,gbif,2026-09-05
Galloperdix spadicea,Galloperdix spadicea,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Gallus gallus,Gallus gallus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Gallus lafayettii,Gallus lafayettii,"R.Lesson, 1831",1831,gbif,2026-09-05
Gallus sonneratii,Gallus sonneratii,"Temminck, 1813",1813,gbif,2026-09-05
Gallus varius,Gallus varius,"(Shaw, 1798)",1798,gbif,2026-09-05
Haematortyx sanguiniceps,Haematortyx sanguiniceps,"Sharpe, 1879",1879,gbif,2026-09-05
Ithaginis cruentus,Ithaginis cruentus,"(Hardwicke, 1821)",1821,gbif,2026-09-05
Lagopus lagopus,Lagopus lagopus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Lagopus leucura,Lagopus leucura,"(Richardson, 1831)",1831,gbif,2026-09-05
Lagopus muta,Lagopus muta,"(Montin, 1781)",1781,gbif,2026-09-05
Lerwa lerwa,Lerwa lerwa,"(Hodgson, 1833)",1833,gbif,2026-09-05
Lophophorus impejanus,Lophophorus impejanus,"(Latham, 1790)",1790,gbif,2026-09-05
Lophophorus lhuysii,Lophophorus lhuysii,"Geoffroy Saint-A.Hilaire, 1866",1866,gbif,2026-09-05
Lophophorus sclateri,Lophophorus sclateri,"Jerdon, 1870",1870,gbif,2026-09-05
Lophura bulweri,Lophura bulweri,"(Sharpe, 1874)",1874,gbif,2026-09-05
Lophura diardi,Lophura diardi,"(Bonaparte, 1856)",1856,gbif,2026-09-05
Lophura edwardsi,Lophura edwardsi,"(Oustalet, 1896)",1896,gbif,2026-09-05
Lophura erythrophthalma,Lophura erythrophthalma,"(Raffles, 1822)",1822,gbif,2026-09-05
Lophura ignita,Lophura ignita,"(Shaw, 1798)",1798,gbif,2026-09-05
Lophura inornata,Lophura inornata,"(Salvadori, 1879)",1879,gbif,2026-09-05
Lophura leucomelanos,Lophura leucomelanos,"(Latham, 1790)",1790,gbif,2026-09-05
Lophura nycthemera,Lophura nycthemera,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Lophura pyronota,Lophura pyronota,"(G.R.Gray, 1841)",1841,gbif,2026-09-05
Lophura rufa,Lophura rufa,"(Raffles, 1822)",1822,gbif,2026-09-05
Lophura swinhoii,Lophura swinhoii,"(Gould, 1863)",1863,gbif,2026-09-05
Lyrurus mlokosiewiczi,Lyrurus mlokosiewiczi,"(Taczanowski, 1875)",1875,gbif,2026-09-05
Lyrurus tetrix,Lyrurus tetrix,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Margaroperdix madagarensis,Margaroperdix madagarensis,"(Scopoli, 1786)",1786,gbif,2026-09-05
Melanoperdix niger,Melanoperdix niger,"(Vigors, 1829)",1829,gbif,2026-09-05
Meleagris gallopavo,Meleagris gallopavo,"Linnaeus, 1758",1758,gbif,2026-09-05
Meleagris ocellata,Meleagris ocellata,"Cuvier, 1820",1820,gbif,2026-09-05
Ophrysia superciliosa,Ophrysia superciliosa,"(J.E.Gray, 1846)",1846,gbif,2026-09-05
Pavo cristatus,Pavo cristatus,"Linnaeus, 1758",1758,gbif,2026-09-05
Pavo muticus,Pavo muticus,"Linnaeus, 1766",1766,gbif,2026-09-05
Peliperdix albogularis,Peliperdix albogularis,"(Hartlaub, 1854)",1854,gbif,2026-09-05
Peliperdix coqui,Peliperdix coqui,"(A.Smith, 1836)",1836,gbif,2026-09-05
Peliperdix lathami,Peliperdix lathami,"(Hartlaub, 1854)",1854,gbif,2026-09-05
Peliperdix schlegelii,Peliperdix schlegelii,"(Heuglin, 1863)",1863,gbif,2026-09-05
Perdicula argoondah,Perdicula argoondah,"(Sykes, 1832)",1832,gbif,2026-09-05
Perdicula asiatica,Perdicula asiatica,"(Latham, 1790)",1790,gbif,2026-09-05
Perdicula erythrorhyncha,Perdicula erythrorhyncha,"(Sykes, 1832)",1832,gbif,2026-09-05
Perdicula manipurensis,Perdicula manipurensis,"Hume, 1881",1881,gbif,2026-09-05
Perdix dauurica,Perdix dauurica,"(Pallas, 1811)",1811,gbif,2026-09-05
Perdix hodgsoniae,Perdix hodgsoniae,"(Hodgson, 1856)",1856,gbif,2026-09-05
Perdix perdix,Perdix perdix,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Phasianus colchicus,Phasianus colchicus,"Linnaeus, 1758",1758,gbif,2026-09-05
Phasianus versicolor,Phasianus versicolor,"Vieillot, 1825",1825,gbif,2026-09-05
Polyplectron bicalcaratum,Polyplectron bicalcaratum,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Polyplectron chalcurum,Polyplectron chalcurum,"R.Lesson, 1831",1831,gbif,2026-09-05
Polyplectron germaini,Polyplectron germaini,"D.G.Elliot, 1866",1866,gbif,2026-09-05
Polyplectron inopinatum,Polyplectron inopinatum,"(Rothschild, 1903)",1903,gbif,2026-09-05
Polyplectron katsumatae,Polyplectron katsumatae,"Rothschild, 1906",1906,gbif,2026-09-05
Polyplectron malacense,Polyplectron malacense,"(Scopoli, 1786)",1786,gbif,2026-09-05
Polyplectron napoleonis,Polyplectron napoleonis,"R.Lesson, 1831",1831,gbif,2026-09-05
Polyplectron schleiermacheri,Polyplectron schleiermacheri,"Brüggemann, 1877",1877,gbif,2026-09-05
Pternistis adspersus,Pternistis adspersus,"(Waterhouse, 1838)",1838,gbif,2026-09-05
Pternistis afer,Pternistis afer,"(P.L.S.Müller, 1776)",1776,gbif,2026-09-05
Pternistis ahantensis,Pternistis ahantensis,"(Temminck, 1854)",1854,gbif,2026-09-05
Pternistis atrifrons,Pternistis atrifrons,"(Conover, 1930)",1930,gbif,2026-09-05
Pternistis bicalcaratus,Pternistis bicalcaratus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Pternistis camerunensis,Pternistis camerunensis,"(Alexander, 1909)",1909,gbif,2026-09-05
Pternistis capensis,Pternistis capensis,"(J.F.Gmelin, 1789)",1789,gbif,2026-09-05
Pternistis castaneicollis,Pternistis castaneicollis,"(Salvadori, 1888)",1888,gbif,2026-09-05
Pternistis clappertoni,Pternistis clappertoni,"(Children & Vigors, 1826)",1826,gbif,2026-09-05
Pternistis erckelii,Pternistis erckelii,"(Rüppell, 1835)",1835,gbif,2026-09-05
Pternistis griseostriatus,Pternistis griseostriatus,"(Ogilvie-Grant, 1890)",1890,gbif,2026-09-05
Pternistis hartlaubi,Pternistis hartlaubi,"(Barboza du Bocage, 1869)",1869,gbif,2026-09-05
Pternistis harwoodi,Pternistis harwoodi,"(Blundell & Lovat, 1899)",1899,gbif,2026-09-05
Pternistis hildebrandti,Pternistis hildebrandti,"(Cabanis, 1878)",1878,gbif,2026-09-05
Pternistis icterorhynchus,Pternistis icterorhynchus,"(Heuglin, 1863)",1863,gbif,2026-09-05
Pternistis jacksoni,Pternistis jacksoni,"(Ogilvie-Grant, 1891)",1891,gbif,2026-09-05
Pternistis leucoscepus,Pternistis leucoscepus,"(G.R.Gray, 1867)",1867,gbif,2026-09-05
Pternistis natalensis,Pternistis natalensis,"(A.Smith, 1833)",1833,gbif,2026-09-05
Pternistis nobilis,Pternistis nobilis,"(Reichenow, 1908)",1908,gbif,2026-09-05
Pternistis ochropectus,Pternistis ochropectus,"(Dorst & Jouanin, 1952)",1952,gbif,2026-09-05
Pternistis rufopictus,Pternistis rufopictus,"Reichenow, 1887",1887,gbif,2026-09-05
Pternistis squamatus,Pternistis squamatus,"(Cassin, 1857)",1857,gbif,2026-09-05
Pternistis swainsonii,Pternistis swainsonii,"(A.Smith, 1836)",1836,gbif,2026-09-05
Pternistis swierstrai,Pternistis swierstrai,"(Roberts, 1929)",1929,gbif,2026-09-05
Pucrasia macrolopha,Pucrasia macrolopha,"(R.Lesson, 1829)",1829,gbif,2026-09-05
Rheinardia ocellata,Rheinardia ocellata,"(D.G.Elliot, 1871)",1871,gbif,2026-09-05
Rhizothera dulitensis,Rhizothera dulitensis,"Ogilvie-Grant, 1895",1895,gbif,2026-09-05
Rhizothera longirostris,Rhizothera longirostris,"(Temminck, 1815)",1815,gbif,2026-09-05
Rollulus rouloul,Rollulus rouloul,"(Scopoli, 1786)",1786,gbif,2026-09-05
Scleroptila afra,Scleroptila afra,"(Latham, 1790)",1790,gbif,2026-09-05
Scleroptila elgonensis,Scleroptila elgonensis,"(Ogilvie-Grant, 1891)",1891,gbif,2026-09-05
Scleroptila finschi,Scleroptila finschi,"(Barboza du Bocage, 1881)",1881,gbif,2026-09-05
Scleroptila gutturalis,Scleroptila gutturalis,"(Rüppell, 1835)",1835,gbif,2026-09-05
Scleroptila levaillantii,Scleroptila levaillantii,"(Valenciennes, 1825)",1825,gbif,2026-09-05
Scleroptila psilolaema,Scleroptila psilolaema,"(G.R.Gray, 1867)",1867,gbif,2026-09-05
Scleroptila shelleyi,Scleroptila shelleyi,"(Ogilvie-Grant, 1890)",1890,gbif,2026-09-05
Scleroptila streptophora,Scleroptila streptophora,"(Ogilvie-Grant, 1891)",1891,gbif,2026-09-05
Scleroptila whytei,Scleroptila whytei,"(Neumann, 1908)",1908,gbif,2026-09-05
Synoicus adansonii,Synoicus adansonii,"(J.Verreaux & É.Verreaux, 1851)",1851,gbif,2026-09-05
Synoicus chinensis,Synoicus chinensis,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Synoicus ypsilophorus,Synoicus ypsilophorus,"(Bosc, 1792)",1792,gbif,2026-09-05
Syrmaticus ellioti,Syrmaticus ellioti,"(Swinhoe, 1872)",1872,gbif,2026-09-05
Syrmaticus humiae,Syrmaticus humiae,"(Hume, 1881)",1881,gbif,2026-09-05
Syrmaticus mikado,Syrmaticus mikado,"(Ogilvie-Grant, 1906)",1906,gbif,2026-09-05
Syrmaticus reevesii,Syrmaticus reevesii,"(J.E.Gray, 1829)",1829,gbif,2026-09-05
Syrmaticus soemmerringii,Syrmaticus soemmerringii,"(Temminck, 1830)",1830,gbif,2026-09-05
Tetrao urogalloides,Tetrao urogalloides,"Middendorff, 1853",1853,gbif,2026-09-05
Tetrao urogallus,Tetrao urogallus,"Linnaeus, 1758",1758,gbif,2026-09-05
Tetraogallus altaicus,Tetraogallus altaicus,"(Gebler, 1836)",1836,gbif,2026-09-05
Tetraogallus caspius,Tetraogallus caspius,"(S.G.Gmelin, 1784)",1784,gbif,2026-09-05
Tetraogallus caucasicus,Tetraogallus caucasicus,"(Pallas, 1811)",1811,gbif,2026-09-05
Tetraogallus himalayensis,Tetraogallus himalayensis,"G.R.Gray, 1843",1843,gbif,2026-09-05
Tetraogallus tibetanus,Tetraogallus tibetanus,"Gould, 1854",1854,gbif,2026-09-05
Tetraophasis obscurus,Tetraophasis obscurus,"(J.Verreaux, 1869)",1869,gbif,2026-09-05
Tetraophasis szechenyii,Tetraophasis szechenyii,"Madarász, 1885",1885,gbif,2026-09-05
Tragopan blythii,Tragopan blythii,"(Jerdon, 1870)",1870,gbif,2026-09-05
Tragopan caboti,Tragopan caboti,"(Gould, 1857)",1857,gbif,2026-09-05
Tragopan melanocephalus,Tragopan melanocephalus,"(J.E.Gray, 1829)",1829,gbif,2026-09-05
Tragopan satyra,Tragopan satyra,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Tragopan temminckii,Tragopan temminckii,"(J.E.Gray, 1831)",1831,gbif,2026-09-05
Tympanuchus cupido,Tympanuchus cupido,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Tympanuchus pallidicinctus,Tympanuchus pallidicinctus,"(Ridgway, 1873)",1873,gbif,2026-09-05
Tympanuchus phasianellus,Tympanuchus phasianellus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Xenoperdix udzungwensis,Xenoperdix udzungwensis,"Dinesen, Lehmberg, Svendsen, Hansen & Fjeldså, 1994",1994,gbif,2026-09-05
Gavia adamsii,Gavia adamsii,"(G.R.Gray, 1859)",1859,gbif,2026-09-05
Gavia arctica,Gavia arctica,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Gavia immer,Gavia immer,"(Brunnich, 1764)",1764,gbif,2026-09-05
Gavia pacifica,Gavia pacifica,"(Lawrence, 1858)",1858,gbif,2026-09-05
Gavia stellata,Gavia stellata,"(Pontoppidan, 1763)",1763,gbif,2026-09-05
Aramus guarauna,Aramus guarauna,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Anthropoides paradiseus,Anthropoides paradiseus,"(A.A.H.Lichtenstein, 1793)",1793,gbif,2026-09-05
Anthropoides virgo,Anthropoides virgo,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Antigone antigone,Antigone antigone,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Antigone canadensis,Antigone canadensis,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Antigone rubicunda,Antigone rubicunda,"(Perry, 1810)",1810,gbif,2026-09-05
Antigone vipio,Antigone vipio,"(Pallas, 1811)",1811,gbif,2026-09-05
Balearica pavonina,Balearica pavonina,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Balearica regulorum,Balearica regulorum,"(E.T.Bennett, 1834)",1834,gbif,2026-09-05
Bugeranus carunculatus,Bugeranus carunculatus,"(Gmelin, 1789)",1789,gbif,2026-09-05
Grus americana,Grus americana,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Grus grus,Grus grus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Grus japonensis,Grus japonensis,"(Statius Muller, 1776)",1776,gbif,2026-09-05
Grus monacha,Grus monacha,"Temminck, 1835",1835,gbif,2026-09-05
Grus nigricollis,Grus nigricollis,"Prjevalsky, 1876",1876,gbif,2026-09-05
Leucogeranus leucogeranus,Leucogeranus leucogeranus,"(Pallas, 1773)",1773,gbif,2026-09-05
Heliopais personatus,Heliopais personatus,"(G.R.Gray, 1849)",1849,gbif,2026-09-05
Heliornis fulica,Heliornis fulica,"(Boddaert, 1783)",1783,gbif,2026-09-05
Podica senegalensis,Podica senegalensis,"(Vieillot, 1817)",1817,gbif,2026-09-05
Psophia crepitans,Psophia crepitans,"Linnaeus, 1758",1758,gbif,2026-09-05
Psophia dextralis,Psophia dextralis,"Conover, 1934",1934,gbif,2026-09-05
Psophia leucoptera,Psophia leucoptera,"Spix, 1825",1825,gbif,2026-09-05
Psophia obscura,Psophia obscura,"Pelzeln, 1857",1857,gbif,2026-09-05
Psophia ochroptera,Psophia ochroptera,"Pelzeln, 1857",1857,gbif,2026-09-05
Psophia viridis,Psophia viridis,"Spix, 1825",1825,gbif,2026-09-05
Amaurolimnas concolor,Amaurolimnas concolor,"(Gosse, 1847)",1847,gbif,2026-09-05
Amaurornis cinerea,Amaurornis cinerea,"(Vieillot, 1819)",1819,gbif,2026-09-05
Amaurornis isabellina,Amaurornis isabellina,"(Schlegel, 1865)",1865,gbif,2026-09-05
Amaurornis magnirostris,Amaurornis magnirostris,"Lambert, 1998",1998,gbif,2026-09-05
Amaurornis marginalis,Amaurornis marginalis,"(Hartlaub, 1857)",1857,gbif,2026-09-05
Amaurornis moluccana,Amaurornis moluccana,"(Wallace, 1865)",1865,col,2026-09-05
Amaurornis olivacea,Amaurornis olivacea,"(Meyen, 1834)",1834,gbif,2026-09-05
Amaurornis phoenicurus,Amaurornis phoenicurus,"(Pennant, 1769)",1769,gbif,2026-09-05
Aramides albiventris,Aramides albiventris,"Lawrence, 1868",1868,gbif,2026-09-05
Aramides axillaris,Aramides axillaris,"Lawrence, 1863",1863,gbif,2026-09-05
Aramides cajaneus,Aramides cajaneus,"(P. L. S. Müller, 1776)",1776,col,2026-09-05
Aramides calopterus,Aramides calopterus,"P.L.Sclater & Salvin, 1878",1878,gbif,2026-09-05
Aramides mangle,Aramides mangle,"(Spix, 1825)",1825,gbif,2026-09-05
Aramides saracura,Aramides saracura,"(Spix, 1825)",1825,gbif,2026-09-05
Aramides wolfi,Aramides wolfi,"Berlepsch & Taczanowski, 1884",1884,gbif,2026-09-05
Aramides ypecaha,Aramides ypecaha,"(Vieillot, 1819)",1819,gbif,2026-09-05
Aramidopsis plateni,Aramidopsis plateni,"(W.Blasius, 1886)",1886,gbif,2026-09-05
Canirallus oculeus,Canirallus oculeus,"(Hartlaub, 1855)",1855,gbif,2026-09-05
Coturnicops exquisitus,Coturnicops exquisitus,"(Swinhoe, 1873)",1873,gbif,2026-09-05
Coturnicops notatus,Coturnicops notatus,"(Gould, 1841)",1841,gbif,2026-09-05
Coturnicops noveboracensis,Coturnicops noveboracensis,"(Gmelin, 1789)",1789,gbif,2026-09-05
Crex crex,Crex crex,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Crex egregia,Crex egregia,"(W.Peters, 1854)",1854,gbif,2026-09-05
Cyanolimnas cerverai,Cyanolimnas cerverai,"Barbour & J.L.Peters, 1927",1927,gbif,2026-09-05
Dryolimnas cuvieri,Dryolimnas cuvieri,"(Pucheran, 1845)",1845,gbif,2026-09-05
Eulabeornis castaneoventris,Eulabeornis castaneoventris,"Gould, 1844",1844,gbif,2026-09-05
Fulica alai,Fulica alai,"Peale, 1848",1848,gbif,2026-09-05
Fulica americana,Fulica americana,"Gmelin, 1789",1789,gbif,2026-09-05
Fulica ardesiaca,Fulica ardesiaca,"Tschudi, 1843",1843,gbif,2026-09-05
Fulica armillata,Fulica armillata,"Vieillot, 1817",1817,gbif,2026-09-05
Fulica atra,Fulica atra,"Linnaeus, 1758",1758,gbif,2026-09-05
Fulica cornuta,Fulica cornuta,"Bonaparte, 1853",1853,gbif,2026-09-05
Fulica cristata,Fulica cristata,"Gmelin, 1789",1789,gbif,2026-09-05
Fulica gigantea,Fulica gigantea,"Eydoux & Souleyet, 1841",1841,gbif,2026-09-05
Fulica leucoptera,Fulica leucoptera,"Vieillot, 1817",1817,gbif,2026-09-05
Fulica rufifrons,Fulica rufifrons,"Philippi & Landbeck, 1861",1861,gbif,2026-09-05
Gallicrex cinerea,Gallicrex cinerea,"(Gmelin, 1789)",1789,gbif,2026-09-05
Gallinula chloropus,Gallinula chloropus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Gallinula comeri,Gallinula comeri,"(J.A.Allen, 1892)",1892,gbif,2026-09-05
Gallinula galeata,Gallinula galeata,"(Lichtenstein & Mhc, 1818)",1818,gbif,2026-09-05
Gallinula tenebrosa,Gallinula tenebrosa,"Gould, 1846",1846,gbif,2026-09-05
Gallirallus australis,Gallirallus australis,"(Sparrman, 1786)",1786,gbif,2026-09-05
Gallirallus calayanensis,Gallirallus calayanensis,"D.Allen, C.Oliveros, C.Espanola G.Broad & J.C.T.Gonzalez, 2004",2004,gbif,2026-09-05
Gymnocrex plumbeiventris,Gymnocrex plumbeiventris,"(G.R.Gray, 1862)",1862,gbif,2026-09-05
Gymnocrex rosenbergii,Gymnocrex rosenbergii,"(Schlegel, 1866)",1866,gbif,2026-09-05
Gymnocrex talaudensis,Gymnocrex talaudensis,"Lambert, 1998",1998,gbif,2026-09-05
Habroptila wallacii,Habroptila wallacii,"G.R.Gray, 1861",1861,gbif,2026-09-05
Himantornis haematopus,Himantornis haematopus,"Hartlaub, 1855",1855,gbif,2026-09-05
Hypotaenidia immaculata,Hypotaenidia immaculata,"(Mayr, 1949)",1949,gbif,2026-09-05
Hypotaenidia insignis,Hypotaenidia insignis,"(P.L.Sclater, 1880)",1880,gbif,2026-09-05
Hypotaenidia okinawae,Hypotaenidia okinawae,"(Yamashina & Mano, 1981)",1981,gbif,2026-09-05
Hypotaenidia owstoni,Hypotaenidia owstoni,"Rothschild, 1895",1895,gbif,2026-09-05
Hypotaenidia philippensis,Hypotaenidia philippensis,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Hypotaenidia rovianae,Hypotaenidia rovianae,"(Diamond, 1991)",1991,gbif,2026-09-05
Hypotaenidia sylvestris,Hypotaenidia sylvestris,"(P.L.Sclater, 1870)",1870,gbif,2026-09-05
Hypotaenidia tertia,Hypotaenidia tertia,"(Mayr, 1949)",1949,gbif,2026-09-05
Hypotaenidia torquata,Hypotaenidia torquata,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Hypotaenidia woodfordi,Hypotaenidia woodfordi,"(Ogilvie-Grant, 1889)",1889,gbif,2026-09-05
Laterallus albigularis,Laterallus albigularis,"(Lawrence, 1861)",1861,gbif,2026-09-05
Laterallus exilis,Laterallus exilis,"(Temminck, 1831)",1831,gbif,2026-09-05
Laterallus flaviventer,Laterallus flaviventer,"(Boddaert, 1783)",1783,gbif,2026-09-05
Laterallus jamaicensis,Laterallus jamaicensis,"(Gmelin, 1789)",1789,gbif,2026-09-05
Laterallus leucopyrrhus,Laterallus leucopyrrhus,"(Vieillot, 1819)",1819,gbif,2026-09-05
Laterallus levraudi,Laterallus levraudi,"(P.L.Sclater & Salvin, 1869)",1869,gbif,2026-09-05
Laterallus melanophaius,Laterallus melanophaius,"(Vieillot, 1819)",1819,gbif,2026-09-05
Laterallus rogersi,Laterallus rogersi,"(Lowe, 1923)",1923,gbif,2026-09-05
Laterallus ruber,Laterallus ruber,"(P.L.Sclater & Salvin, 1860)",1860,gbif,2026-09-05
Laterallus spilonota,Laterallus spilonota,"(Gould, 1841)",1841,col,2026-09-05
Laterallus spilopterus,Laterallus spilopterus,"(Durnford, 1877)",1877,col,2026-09-05
Laterallus tuerosi,Laterallus tuerosi,"Fjeldså, 1983",1983,gbif,2026-09-05
Laterallus xenopterus,Laterallus xenopterus,"Conover, 1934",1934,gbif,2026-09-05
Lewinia mirifica,Lewinia mirifica,"(Parkes & Amadon, 1959)",1959,gbif,2026-09-05
Lewinia muelleri,Lewinia muelleri,"(Rothschild, 1893)",1893,gbif,2026-09-05
Lewinia pectoralis,Lewinia pectoralis,"(Temminck, 1831)",1831,gbif,2026-09-05
Lewinia striata,Lewinia striata,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Megacrex inepta,Megacrex inepta,"Albertis & Salvadori, 1879",1879,gbif,2026-09-05
Mentocrex beankaensis,Mentocrex beankaensis,"Goodman, Raherilalao & Block, 2011",2011,gbif,2026-09-05
Mentocrex kioloides,Mentocrex kioloides,"(Pucheran, 1845)",1845,gbif,2026-09-05
Micropygia schomburgkii,Micropygia schomburgkii,"(Cabanis, 1848)",1848,gbif,2026-09-05
