species,field_id,works,cost_usd,fetched
Calandrella dukhunensis,17,1,0.0000,2026-09-09
Calandrella eremica,23,3,0.0001,2026-09-09
Calandrella eremica,11,2,0.0000,2026-09-09
Calandrella eremica,13,2,0.0000,2026-09-09
Calcarius lapponicus,23,88,0.0001,2026-09-09
Calcarius lapponicus,13,9,0.0000,2026-09-09
Calcarius lapponicus,19,8,0.0000,2026-09-09
Calcarius lapponicus,11,7,0.0000,2026-09-09
Calcarius lapponicus,28,5,0.0000,2026-09-09
Calcarius lapponicus,12,3,0.0000,2026-09-09
Calcarius lapponicus,22,3,0.0000,2026-09-09
Calcarius lapponicus,36,2,0.0000,2026-09-09
Calcarius lapponicus,14,1,0.0000,2026-09-09
Calcarius lapponicus,17,1,0.0000,2026-09-09
Calcarius lapponicus,33,1,0.0000,2026-09-09
Calcarius lapponicus,34,1,0.0000,2026-09-09
Calcarius pictus,23,26,0.0001,2026-09-09
Calcarius pictus,13,2,0.0000,2026-09-09
Calcarius pictus,19,2,0.0000,2026-09-09
Calcarius pictus,12,1,0.0000,2026-09-09
Calendulauda africanoides,23,7,0.0001,2026-09-09
Calendulauda africanoides,13,2,0.0000,2026-09-09
Calendulauda africanoides,11,1,0.0000,2026-09-09
Calendulauda albescens,23,8,0.0001,2026-09-09
Calendulauda albescens,11,1,0.0000,2026-09-09
Calendulauda albescens,13,1,0.0000,2026-09-09
Calendulauda albescens,22,1,0.0000,2026-09-09
Calendulauda poecilosterna,11,2,0.0001,2026-09-09
Calendulauda poecilosterna,23,2,0.0000,2026-09-09
Calendulauda poecilosterna,13,1,0.0000,2026-09-09
Calendulauda sabota,23,11,0.0001,2026-09-09
Calendulauda sabota,11,2,0.0000,2026-09-09
Calendulauda sabota,13,1,0.0000,2026-09-09
Calendulauda sabota,19,1,0.0000,2026-09-09
Calherodius leuconotus,23,3,0.0001,2026-09-09
Calherodius leuconotus,11,1,0.0000,2026-09-09
Calicalicus madagascariensis,23,6,0.0001,2026-09-09
Calicalicus madagascariensis,13,2,0.0000,2026-09-09
Calicalicus madagascariensis,17,1,0.0000,2026-09-09
Calidris alba,23,195,0.0001,2026-09-09
Calidris alba,22,16,0.0000,2026-09-09
Calidris alba,13,12,0.0000,2026-09-09
Calidris alba,11,10,0.0000,2026-09-09
Calidris alba,19,8,0.0000,2026-09-09
Calidris alba,27,5,0.0000,2026-09-09
Calidris alba,24,2,0.0000,2026-09-09
Calidris alba,17,1,0.0000,2026-09-09
Calidris alba,20,1,0.0000,2026-09-09
Calidris alba,21,1,0.0000,2026-09-09
Calidris alba,33,1,0.0000,2026-09-09
Calidris bairdii,23,56,0.0001,2026-09-09
Calidris bairdii,22,13,0.0000,2026-09-09
Calidris bairdii,11,8,0.0000,2026-09-09
Calidris bairdii,19,7,0.0000,2026-09-09
Calidris bairdii,13,5,0.0000,2026-09-09
Calidris bairdii,24,2,0.0000,2026-09-09
Calidris bairdii,33,2,0.0000,2026-09-09
Calidris bairdii,36,1,0.0000,2026-09-09
Calidris maritima,23,54,0.0001,2026-09-09
Calidris maritima,11,12,0.0000,2026-09-09
Calidris maritima,13,7,0.0000,2026-09-09
Calidris maritima,22,6,0.0000,2026-09-09
Calidris maritima,19,2,0.0000,2026-09-09
Calidris maritima,24,1,0.0000,2026-09-09
Calidris maritima,32,1,0.0000,2026-09-09
Calidris mauri,23,131,0.0001,2026-09-09
Calidris mauri,22,34,0.0000,2026-09-09
Calidris mauri,13,17,0.0000,2026-09-09
Calidris mauri,12,4,0.0000,2026-09-09
Calidris mauri,19,4,0.0000,2026-09-09
Calidris mauri,11,3,0.0000,2026-09-09
Calidris mauri,24,1,0.0000,2026-09-09
Calidris melanotos,23,86,0.0001,2026-09-09
Calidris melanotos,22,18,0.0000,2026-09-09
Calidris melanotos,13,12,0.0000,2026-09-09
Calidris melanotos,27,3,0.0000,2026-09-09
Calidris melanotos,11,2,0.0000,2026-09-09
Calidris melanotos,17,2,0.0000,2026-09-09
Calidris melanotos,19,2,0.0000,2026-09-09
Calidris melanotos,26,1,0.0000,2026-09-09
Calidris melanotos,32,1,0.0000,2026-09-09
Calidris melanotos,33,1,0.0000,2026-09-09
Calidris melanotos,36,1,0.0000,2026-09-09
Calidris minuta,23,72,0.0001,2026-09-09
Calidris minuta,13,10,0.0000,2026-09-09
Calidris minuta,11,7,0.0000,2026-09-09
Calidris minuta,22,3,0.0000,2026-09-09
Calidris minuta,27,3,0.0000,2026-09-09
Calidris minuta,33,3,0.0000,2026-09-09
Calidris minuta,17,1,0.0000,2026-09-09
Calidris minuta,19,1,0.0000,2026-09-09
Calidris minuta,24,1,0.0000,2026-09-09
Calidris minuta,25,1,0.0000,2026-09-09
Calidris ptilocnemis,23,33,0.0001,2026-09-09
Calidris ptilocnemis,11,4,0.0000,2026-09-09
Calidris ptilocnemis,19,4,0.0000,2026-09-09
Calidris ptilocnemis,13,3,0.0000,2026-09-09
Calidris ptilocnemis,17,1,0.0000,2026-09-09
Calidris ptilocnemis,36,1,0.0000,2026-09-09
Calidris pugnax,23,74,0.0001,2026-09-09
Calidris pugnax,11,22,0.0000,2026-09-09
Calidris pugnax,13,11,0.0000,2026-09-09
Calidris pugnax,19,3,0.0000,2026-09-09
Calidris pugnax,22,3,0.0000,2026-09-09
Calidris pugnax,24,1,0.0000,2026-09-09
Calidris pugnax,31,1,0.0000,2026-09-09
Calidris subminuta,23,34,0.0001,2026-09-09
Calidris subminuta,13,4,0.0000,2026-09-09
Calidris subminuta,22,3,0.0000,2026-09-09
Calidris subminuta,11,2,0.0000,2026-09-09
Calidris subminuta,17,1,0.0000,2026-09-09
Calidris subminuta,19,1,0.0000,2026-09-09
Calidris subminuta,27,1,0.0000,2026-09-09
Calidris temminckii,23,67,0.0001,2026-09-09
Calidris temminckii,22,8,0.0000,2026-09-09
Calidris temminckii,11,3,0.0000,2026-09-09
Calidris temminckii,13,3,0.0000,2026-09-09
Calidris temminckii,17,2,0.0000,2026-09-09
Calidris temminckii,27,2,0.0000,2026-09-09
Calidris temminckii,12,1,0.0000,2026-09-09
Calidris virgata,23,23,0.0001,2026-09-09
Calidris virgata,22,3,0.0000,2026-09-09
Calidris virgata,11,1,0.0000,2026-09-09
Calidris virgata,13,1,0.0000,2026-09-09
Caliechthrus leucolophus,13,3,0.0001,2026-09-09
Caliechthrus leucolophus,23,3,0.0000,2026-09-09
Caliechthrus leucolophus,11,1,0.0000,2026-09-09
Caliechthrus leucolophus,17,1,0.0000,2026-09-09
Caliechthrus leucolophus,22,1,0.0000,2026-09-09
Caligavis chrysops,23,4,0.0001,2026-09-09
Caligavis chrysops,11,2,0.0000,2026-09-09
Caligavis chrysops,13,2,0.0000,2026-09-09
Caligavis obscura,11,3,0.0001,2026-09-09
Caligavis obscura,13,1,0.0000,2026-09-09
Caligavis obscura,17,1,0.0000,2026-09-09
Caligavis obscura,19,1,0.0000,2026-09-09
Caligavis subfrenata,11,2,0.0001,2026-09-09
Caligavis subfrenata,19,2,0.0000,2026-09-09
Caligavis subfrenata,23,2,0.0000,2026-09-09
Callacanthis burtoni,23,7,0.0001,2026-09-09
Callacanthis burtoni,13,2,0.0000,2026-09-09
Callacanthis burtoni,19,2,0.0000,2026-09-09
Callacanthis burtoni,24,1,0.0000,2026-09-09
Callaeas wilsoni,23,10,0.0001,2026-09-09
Callaeas wilsoni,22,4,0.0000,2026-09-09
Callaeas wilsoni,11,3,0.0000,2026-09-09
Callaeas wilsoni,13,1,0.0000,2026-09-09
Calliope calliope,23,20,0.0001,2026-09-09
Calliope calliope,13,9,0.0000,2026-09-09
Calliope calliope,11,6,0.0000,2026-09-09
Calliope calliope,16,2,0.0000,2026-09-09
Calliope calliope,19,2,0.0000,2026-09-09
Calliope calliope,22,2,0.0000,2026-09-09
Calliope calliope,24,1,0.0000,2026-09-09
Calliope pectoralis,11,4,0.0001,2026-09-09
Calliope pectoralis,13,4,0.0000,2026-09-09
Calliope pectoralis,23,1,0.0000,2026-09-09
Calliope tschebaiewi,23,3,0.0001,2026-09-09
Calliope tschebaiewi,11,2,0.0000,2026-09-09
Calliope tschebaiewi,13,2,0.0000,2026-09-09
Calliope tschebaiewi,17,1,0.0000,2026-09-09
Calliope tschebaiewi,27,1,0.0000,2026-09-09
Callipepla californica,23,122,0.0001,2026-09-09
Callipepla californica,13,21,0.0000,2026-09-09
Callipepla californica,11,8,0.0000,2026-09-09
Callipepla californica,24,8,0.0000,2026-09-09
Callipepla californica,27,8,0.0000,2026-09-09
Callipepla californica,22,6,0.0000,2026-09-09
Callipepla californica,34,3,0.0000,2026-09-09
Callipepla californica,17,2,0.0000,2026-09-09
Callipepla californica,19,2,0.0000,2026-09-09
Callipepla californica,18,1,0.0000,2026-09-09
Callipepla californica,33,1,0.0000,2026-09-09
Callipepla douglasii,23,19,0.0001,2026-09-09
Callipepla douglasii,22,9,0.0000,2026-09-09
Callipepla douglasii,13,7,0.0000,2026-09-09
Callipepla douglasii,19,2,0.0000,2026-09-09
Callipepla douglasii,27,2,0.0000,2026-09-09
Callipepla douglasii,32,1,0.0000,2026-09-09
Callipepla gambelii,23,75,0.0001,2026-09-09
Callipepla gambelii,13,14,0.0000,2026-09-09
Callipepla gambelii,19,8,0.0000,2026-09-09
Callipepla gambelii,11,6,0.0000,2026-09-09
Callipepla gambelii,24,3,0.0000,2026-09-09
Callipepla gambelii,22,2,0.0000,2026-09-09
Callipepla squamata,23,136,0.0001,2026-09-09
Callipepla squamata,22,28,0.0000,2026-09-09
Callipepla squamata,13,17,0.0000,2026-09-09
Callipepla squamata,24,10,0.0000,2026-09-09
Callipepla squamata,11,7,0.0000,2026-09-09
Callipepla squamata,19,4,0.0000,2026-09-09
Callipepla squamata,16,3,0.0000,2026-09-09
Callipepla squamata,17,2,0.0000,2026-09-09
Callipepla squamata,36,1,0.0000,2026-09-09
Calliphlox amethystina,23,15,0.0001,2026-09-09
Calliphlox amethystina,22,5,0.0000,2026-09-09
Calliphlox amethystina,13,4,0.0000,2026-09-09
Calliphlox amethystina,11,1,0.0000,2026-09-09
Calliphlox amethystina,32,1,0.0000,2026-09-09
Callonetta leucophrys,23,53,0.0001,2026-09-09
Callonetta leucophrys,11,3,0.0000,2026-09-09
Callonetta leucophrys,13,2,0.0000,2026-09-09
Callonetta leucophrys,19,2,0.0000,2026-09-09
Callonetta leucophrys,17,1,0.0000,2026-09-09
Callonetta leucophrys,22,1,0.0000,2026-09-09
Callonetta leucophrys,24,1,0.0000,2026-09-09
Calochaetes coccineus,23,14,0.0001,2026-09-09
Calochaetes coccineus,11,5,0.0000,2026-09-09
Calochaetes coccineus,22,3,0.0000,2026-09-09
Calochaetes coccineus,19,1,0.0000,2026-09-09
Caloramphus fuliginosus,13,3,0.0001,2026-09-09
Caloramphus fuliginosus,11,2,0.0000,2026-09-09
Caloramphus fuliginosus,23,2,0.0000,2026-09-09
Caloramphus fuliginosus,17,1,0.0000,2026-09-09
Calothorax lucifer,22,16,0.0001,2026-09-09
Calothorax lucifer,23,15,0.0000,2026-09-09
Calothorax lucifer,19,7,0.0000,2026-09-09
Calothorax lucifer,11,6,0.0000,2026-09-09
Calothorax lucifer,13,3,0.0000,2026-09-09
Calothorax lucifer,25,3,0.0000,2026-09-09
Calothorax pulcher,23,21,0.0001,2026-09-09
Calothorax pulcher,22,14,0.0000,2026-09-09
Calothorax pulcher,13,3,0.0000,2026-09-09
Calothorax pulcher,11,1,0.0000,2026-09-09
Calothorax pulcher,17,1,0.0000,2026-09-09
Calothorax pulcher,19,1,0.0000,2026-09-09
Calypte anna,23,108,0.0001,2026-09-09
Calypte anna,13,41,0.0000,2026-09-09
Calypte anna,11,25,0.0000,2026-09-09
Calypte anna,22,17,0.0000,2026-09-09
Calypte anna,17,4,0.0000,2026-09-09
Calypte anna,24,3,0.0000,2026-09-09
Calypte anna,27,3,0.0000,2026-09-09
Calypte anna,26,2,0.0000,2026-09-09
Calypte anna,12,1,0.0000,2026-09-09
Calypte anna,18,1,0.0000,2026-09-09
Calypte anna,19,1,0.0000,2026-09-09
Calypte anna,25,1,0.0000,2026-09-09
Calypte anna,28,1,0.0000,2026-09-09
Calypte costae,23,58,0.0001,2026-09-09
Calypte costae,13,20,0.0000,2026-09-09
Calypte costae,22,8,0.0000,2026-09-09
Calypte costae,17,3,0.0000,2026-09-09
Calypte costae,19,3,0.0000,2026-09-09
Calypte costae,11,2,0.0000,2026-09-09
Calypte costae,18,1,0.0000,2026-09-09
Calyptocichla serinus,11,3,0.0001,2026-09-09
Calyptocichla serinus,13,1,0.0000,2026-09-09
Calyptocichla serinus,17,1,0.0000,2026-09-09
Calyptocichla serinus,19,1,0.0000,2026-09-09
Calyptocichla serinus,23,1,0.0000,2026-09-09
Calyptomena hosii,11,2,0.0001,2026-09-09
Calyptomena hosii,13,1,0.0000,2026-09-09
Calyptomena hosii,19,1,0.0000,2026-09-09
Calyptomena hosii,23,1,0.0000,2026-09-09
Calyptomena whiteheadi,23,6,0.0001,2026-09-09
Calyptomena whiteheadi,13,4,0.0000,2026-09-09
Calyptomena whiteheadi,11,2,0.0000,2026-09-09
Calyptomena whiteheadi,19,1,0.0000,2026-09-09
Calyptorhynchus banksii,23,31,0.0001,2026-09-09
Calyptorhynchus banksii,13,5,0.0000,2026-09-09
Calyptorhynchus banksii,22,4,0.0000,2026-09-09
Calyptorhynchus banksii,11,2,0.0000,2026-09-09
Calyptorhynchus banksii,19,1,0.0000,2026-09-09
Calyptorhynchus banksii,24,1,0.0000,2026-09-09
Calyptorhynchus banksii,27,1,0.0000,2026-09-09
Calyptorhynchus banksii,32,1,0.0000,2026-09-09
Calyptorhynchus banksii,34,1,0.0000,2026-09-09
Camaroptera brachyura,23,11,0.0001,2026-09-09
Camaroptera brachyura,13,4,0.0000,2026-09-09
Camaroptera brachyura,11,3,0.0000,2026-09-09
Camaroptera brachyura,24,2,0.0000,2026-09-09
Camaroptera brachyura,22,1,0.0000,2026-09-09
Camaroptera harterti,11,4,0.0001,2026-09-09
Camaroptera harterti,23,3,0.0000,2026-09-09
Camaroptera superciliaris,23,4,0.0001,2026-09-09
Camaroptera superciliaris,11,3,0.0000,2026-09-09
Camaroptera superciliaris,13,1,0.0000,2026-09-09
Campephaga flava,23,8,0.0001,2026-09-09
Campephaga flava,11,2,0.0000,2026-09-09
Campephaga flava,19,1,0.0000,2026-09-09
Campephaga petiti,23,3,0.0001,2026-09-09
Campephaga petiti,11,1,0.0000,2026-09-09
Campephaga petiti,13,1,0.0000,2026-09-09
Campephaga petiti,24,1,0.0000,2026-09-09
Campephaga phoenicea,23,4,0.0001,2026-09-09
Campephaga phoenicea,11,1,0.0000,2026-09-09
Campephaga phoenicea,13,1,0.0000,2026-09-09
Campephaga phoenicea,24,1,0.0000,2026-09-09
Campephaga quiscalina,23,4,0.0001,2026-09-09
Campephaga quiscalina,13,1,0.0000,2026-09-09
Campephaga quiscalina,19,1,0.0000,2026-09-09
Campephaga quiscalina,27,1,0.0000,2026-09-09
Campephilus gayaquilensis,23,20,0.0001,2026-09-09
Campephilus gayaquilensis,22,10,0.0000,2026-09-09
Campephilus gayaquilensis,11,2,0.0000,2026-09-09
Campephilus gayaquilensis,13,1,0.0000,2026-09-09
Campephilus gayaquilensis,20,1,0.0000,2026-09-09
Campephilus guatemalensis,23,19,0.0001,2026-09-09
Campephilus guatemalensis,13,4,0.0000,2026-09-09
Campephilus guatemalensis,22,3,0.0000,2026-09-09
Campephilus guatemalensis,19,2,0.0000,2026-09-09
Campephilus leucopogon,23,11,0.0001,2026-09-09
Campephilus leucopogon,22,6,0.0000,2026-09-09
Campephilus leucopogon,11,2,0.0000,2026-09-09
Campephilus leucopogon,13,2,0.0000,2026-09-09
Campephilus magellanicus,23,38,0.0001,2026-09-09
Campephilus magellanicus,22,24,0.0000,2026-09-09
Campephilus magellanicus,19,11,0.0000,2026-09-09
Campephilus magellanicus,11,7,0.0000,2026-09-09
Campephilus magellanicus,17,5,0.0000,2026-09-09
Campephilus magellanicus,13,4,0.0000,2026-09-09
Campephilus melanoleucos,23,17,0.0001,2026-09-09
Campephilus melanoleucos,11,2,0.0000,2026-09-09
Campephilus melanoleucos,22,2,0.0000,2026-09-09
Campephilus melanoleucos,13,1,0.0000,2026-09-09
Campephilus melanoleucos,24,1,0.0000,2026-09-09
Campephilus pollens,23,13,0.0001,2026-09-09
Campephilus pollens,19,3,0.0000,2026-09-09
Campephilus pollens,11,2,0.0000,2026-09-09
Campephilus pollens,22,2,0.0000,2026-09-09
Campephilus pollens,13,1,0.0000,2026-09-09
Campephilus robustus,23,24,0.0001,2026-09-09
Campephilus robustus,11,2,0.0000,2026-09-09
Campephilus robustus,19,2,0.0000,2026-09-09
Campephilus robustus,17,1,0.0000,2026-09-09
Campephilus robustus,22,1,0.0000,2026-09-09
Campephilus rubricollis,23,8,0.0001,2026-09-09
Campephilus rubricollis,11,3,0.0000,2026-09-09
Campephilus rubricollis,13,2,0.0000,2026-09-09
Campephilus rubricollis,22,2,0.0000,2026-09-09
Campethera abingoni,23,8,0.0001,2026-09-09
Campethera abingoni,13,5,0.0000,2026-09-09
Campethera bennettii,23,5,0.0001,2026-09-09
Campethera bennettii,11,1,0.0000,2026-09-09
Campethera bennettii,13,1,0.0000,2026-09-09
Campethera bennettii,22,1,0.0000,2026-09-09
Campethera mombassica,11,2,0.0001,2026-09-09
Campethera mombassica,13,2,0.0000,2026-09-09
Campethera mombassica,23,1,0.0000,2026-09-09
Campethera mombassica,32,1,0.0000,2026-09-09
Campethera nubica,23,9,0.0001,2026-09-09
Campethera nubica,11,1,0.0000,2026-09-09
Campethera nubica,12,1,0.0000,2026-09-09
Campethera nubica,13,1,0.0000,2026-09-09
Campethera punctuligera,23,5,0.0001,2026-09-09
Campethera punctuligera,13,2,0.0000,2026-09-09
Campethera punctuligera,11,1,0.0000,2026-09-09
Campethera scriptoricauda,23,5,0.0001,2026-09-09
Campethera scriptoricauda,13,2,0.0000,2026-09-09
Campethera scriptoricauda,11,1,0.0000,2026-09-09
Campicoloides bifasciatus,23,3,0.0001,2026-09-09
Campicoloides bifasciatus,11,2,0.0000,2026-09-09
Campicoloides bifasciatus,19,1,0.0000,2026-09-09
Campicoloides bifasciatus,22,1,0.0000,2026-09-09
Campochaera sloetii,23,4,0.0001,2026-09-09
Campochaera sloetii,11,2,0.0000,2026-09-09
Campochaera sloetii,13,1,0.0000,2026-09-09
Campochaera sloetii,19,1,0.0000,2026-09-09
Camptostoma imberbe,23,20,0.0001,2026-09-09
Camptostoma imberbe,22,4,0.0000,2026-09-09
Camptostoma imberbe,11,2,0.0000,2026-09-09
Camptostoma imberbe,13,2,0.0000,2026-09-09
Camptostoma imberbe,19,1,0.0000,2026-09-09
Camptostoma imberbe,34,1,0.0000,2026-09-09
Camptostoma obsoletum,23,36,0.0001,2026-09-09
Camptostoma obsoletum,13,5,0.0000,2026-09-09
Camptostoma obsoletum,22,4,0.0000,2026-09-09
Camptostoma obsoletum,11,3,0.0000,2026-09-09
Camptostoma obsoletum,19,1,0.0000,2026-09-09
Campylopterus duidae,23,6,0.0001,2026-09-09
Campylopterus duidae,11,1,0.0000,2026-09-09
Campylopterus duidae,13,1,0.0000,2026-09-09
Campylopterus duidae,17,1,0.0000,2026-09-09
Campylopterus duidae,19,1,0.0000,2026-09-09
Campylopterus falcatus,23,8,0.0001,2026-09-09
Campylopterus falcatus,22,3,0.0000,2026-09-09
Campylopterus falcatus,11,2,0.0000,2026-09-09
Campylopterus falcatus,33,1,0.0000,2026-09-09
Campylopterus hemileucurus,23,16,0.0001,2026-09-09
Campylopterus hemileucurus,22,12,0.0000,2026-09-09
Campylopterus hemileucurus,13,4,0.0000,2026-09-09
Campylopterus hemileucurus,19,2,0.0000,2026-09-09
Campylopterus hemileucurus,27,1,0.0000,2026-09-09
Campylopterus hyperythrus,23,7,0.0001,2026-09-09
Campylopterus hyperythrus,22,2,0.0000,2026-09-09
Campylopterus hyperythrus,11,1,0.0000,2026-09-09
Campylopterus hyperythrus,19,1,0.0000,2026-09-09
Campylopterus hyperythrus,27,1,0.0000,2026-09-09
Campylopterus villaviscensio,23,5,0.0001,2026-09-09
Campylopterus villaviscensio,11,4,0.0000,2026-09-09
Campylopterus villaviscensio,22,4,0.0000,2026-09-09
Campylopterus villaviscensio,13,3,0.0000,2026-09-09
Campylopterus villaviscensio,19,1,0.0000,2026-09-09
Campylopterus villaviscensio,27,1,0.0000,2026-09-09
Campylorhamphus falcularius,23,16,0.0001,2026-09-09
Campylorhamphus falcularius,11,3,0.0000,2026-09-09
Campylorhamphus falcularius,13,3,0.0000,2026-09-09
Campylorhamphus falcularius,22,2,0.0000,2026-09-09
Campylorhamphus falcularius,16,1,0.0000,2026-09-09
Campylorhamphus pusillus,23,6,0.0001,2026-09-09
Campylorhamphus pusillus,11,4,0.0000,2026-09-09
Campylorhamphus pusillus,16,1,0.0000,2026-09-09
Campylorhamphus pusillus,22,1,0.0000,2026-09-09
Campylorhamphus pusillus,32,1,0.0000,2026-09-09
Campylorhamphus trochilirostris,23,22,0.0001,2026-09-09
Campylorhamphus trochilirostris,22,7,0.0000,2026-09-09
Campylorhamphus trochilirostris,11,3,0.0000,2026-09-09
Campylorhamphus trochilirostris,13,3,0.0000,2026-09-09
Campylorhamphus trochilirostris,19,1,0.0000,2026-09-09
Campylorhamphus trochilirostris,24,1,0.0000,2026-09-09
Campylorhamphus trochilirostris,27,1,0.0000,2026-09-09
Campylorhynchus albobrunneus,23,11,0.0001,2026-09-09
Campylorhynchus albobrunneus,17,1,0.0000,2026-09-09
Campylorhynchus albobrunneus,22,1,0.0000,2026-09-09
Campylorhynchus brunneicapillus,23,76,0.0001,2026-09-09
Campylorhynchus brunneicapillus,13,8,0.0000,2026-09-09
Campylorhynchus brunneicapillus,22,8,0.0000,2026-09-09
Campylorhynchus brunneicapillus,11,5,0.0000,2026-09-09
Campylorhynchus brunneicapillus,17,3,0.0000,2026-09-09
Campylorhynchus brunneicapillus,19,1,0.0000,2026-09-09
Campylorhynchus brunneicapillus,24,1,0.0000,2026-09-09
Campylorhynchus brunneicapillus,33,1,0.0000,2026-09-09
Campylorhynchus chiapensis,22,27,0.0001,2026-09-09
Campylorhynchus chiapensis,23,18,0.0000,2026-09-09
Campylorhynchus chiapensis,13,3,0.0000,2026-09-09
Campylorhynchus fasciatus,23,12,0.0001,2026-09-09
Campylorhynchus fasciatus,22,3,0.0000,2026-09-09
Campylorhynchus fasciatus,13,1,0.0000,2026-09-09
Campylorhynchus fasciatus,24,1,0.0000,2026-09-09
Campylorhynchus fasciatus,27,1,0.0000,2026-09-09
Campylorhynchus griseus,23,22,0.0001,2026-09-09
Campylorhynchus griseus,22,4,0.0000,2026-09-09
Campylorhynchus griseus,11,2,0.0000,2026-09-09
Campylorhynchus griseus,17,2,0.0000,2026-09-09
Campylorhynchus griseus,13,1,0.0000,2026-09-09
Campylorhynchus griseus,24,1,0.0000,2026-09-09
Campylorhynchus gularis,23,21,0.0001,2026-09-09
Campylorhynchus gularis,22,11,0.0000,2026-09-09
Campylorhynchus gularis,17,1,0.0000,2026-09-09
Campylorhynchus jocosus,23,13,0.0001,2026-09-09
Campylorhynchus jocosus,22,8,0.0000,2026-09-09
Campylorhynchus jocosus,13,1,0.0000,2026-09-09
Campylorhynchus megalopterus,23,23,0.0001,2026-09-09
Campylorhynchus megalopterus,22,9,0.0000,2026-09-09
Campylorhynchus megalopterus,17,1,0.0000,2026-09-09
Campylorhynchus nuchalis,23,9,0.0001,2026-09-09
Campylorhynchus nuchalis,22,3,0.0000,2026-09-09
Campylorhynchus nuchalis,13,1,0.0000,2026-09-09
Campylorhynchus turdinus,23,18,0.0001,2026-09-09
Campylorhynchus turdinus,22,6,0.0000,2026-09-09
Campylorhynchus turdinus,11,2,0.0000,2026-09-09
Campylorhynchus turdinus,13,2,0.0000,2026-09-09
Campylorhynchus zonatus,23,12,0.0001,2026-09-09
Campylorhynchus zonatus,22,7,0.0000,2026-09-09
Campylorhynchus zonatus,13,4,0.0000,2026-09-09
Campylorhynchus zonatus,11,1,0.0000,2026-09-09
Canirallus oculeus,19,3,0.0001,2026-09-09
Canirallus oculeus,23,3,0.0000,2026-09-09
Canirallus oculeus,11,2,0.0000,2026-09-09
Canirallus oculeus,13,2,0.0000,2026-09-09
Canirallus oculeus,27,1,0.0000,2026-09-09
Cantorchilus griseus,23,5,0.0001,2026-09-09
Cantorchilus griseus,19,3,0.0000,2026-09-09
Cantorchilus griseus,11,2,0.0000,2026-09-09
Cantorchilus griseus,13,2,0.0000,2026-09-09
Cantorchilus guarayanus,23,12,0.0001,2026-09-09
Cantorchilus guarayanus,11,2,0.0000,2026-09-09
Cantorchilus guarayanus,13,1,0.0000,2026-09-09
Cantorchilus guarayanus,22,1,0.0000,2026-09-09
Cantorchilus guarayanus,27,1,0.0000,2026-09-09
Cantorchilus leucopogon,23,7,0.0001,2026-09-09
Cantorchilus leucopogon,13,3,0.0000,2026-09-09
Cantorchilus leucopogon,22,2,0.0000,2026-09-09
Cantorchilus leucopogon,19,1,0.0000,2026-09-09
Cantorchilus leucotis,23,15,0.0001,2026-09-09
Cantorchilus leucotis,13,4,0.0000,2026-09-09
Cantorchilus leucotis,19,3,0.0000,2026-09-09
Cantorchilus leucotis,11,1,0.0000,2026-09-09
Cantorchilus longirostris,23,19,0.0001,2026-09-09
Cantorchilus longirostris,13,1,0.0000,2026-09-09
Cantorchilus longirostris,19,1,0.0000,2026-09-09
Cantorchilus longirostris,22,1,0.0000,2026-09-09
Cantorchilus longirostris,27,1,0.0000,2026-09-09
Cantorchilus nigricapillus,23,13,0.0001,2026-09-09
Cantorchilus nigricapillus,33,2,0.0000,2026-09-09
Cantorchilus nigricapillus,13,1,0.0000,2026-09-09
Cantorchilus nigricapillus,22,1,0.0000,2026-09-09
Cantorchilus semibadius,13,8,0.0001,2026-09-09
Cantorchilus semibadius,23,4,0.0000,2026-09-09
Cantorchilus semibadius,11,3,0.0000,2026-09-09
Cantorchilus semibadius,22,2,0.0000,2026-09-09
Cantorchilus semibadius,19,1,0.0000,2026-09-09
Cantorchilus superciliaris,23,8,0.0001,2026-09-09
Cantorchilus superciliaris,11,2,0.0000,2026-09-09
Cantorchilus superciliaris,19,2,0.0000,2026-09-09
Cantorchilus superciliaris,12,1,0.0000,2026-09-09
Cantorchilus thoracicus,23,11,0.0001,2026-09-09
Cantorchilus thoracicus,22,2,0.0000,2026-09-09
Cantorchilus thoracicus,11,1,0.0000,2026-09-09
Cantorchilus thoracicus,13,1,0.0000,2026-09-09
Cantorchilus thoracicus,27,1,0.0000,2026-09-09
Cantorchilus zeledoni,22,18,0.0001,2026-09-09
Cantorchilus zeledoni,13,4,0.0000,2026-09-09
Cantorchilus zeledoni,23,3,0.0000,2026-09-09
Cantorchilus zeledoni,11,2,0.0000,2026-09-09
