species,family,order,mass_g,range_km2,year,attractiveness,article,views_mean_monthly,works_2015_2024
Charmosyna placentis,Psittacidae,Psittaciformes,33.6,821124.43,1835,6.8723,Red-flanked lorikeet,122.46,24
Charmosyna pulchella,Psittacidae,Psittaciformes,34.1,381133.7,1859,6.5694,Fairy lorikeet,145.67,19
Charmosyna rubrigularis,Psittacidae,Psittaciformes,37.0,14811.55,1881,6.6297,Red-chinned lorikeet,77.72,5
Charmosyna rubronotata,Psittacidae,Psittaciformes,32.5,241413.47,1862,6.2614,Red-fronted lorikeet,83.06,11
Charmosyna wilhelminae,Psittacidae,Psittaciformes,18.0,289944.54,1874,5.4444,Pygmy lorikeet,84.57,7
Chasiempis ibidis,Monarchidae,Passeriformes,13.1,235.03,1887,5.8265,Oʻahu ʻelepaio,50.24,16
Chasiempis sandwichensis,Monarchidae,Passeriformes,13.69,5857.42,1789,6.0639,Hawaiʻi ʻelepaio,112.09,32
Chasiempis sclateri,Monarchidae,Passeriformes,12.9,416.45,1882,6.5058,Kauaʻi ʻelepaio,129.18,19
Chauna chavaria,Anhimidae,Anseriformes,2557.64,91345.79,1766,5.2364,Northern screamer,340.3,43
Chauna torquata,Anhimidae,Anseriformes,4400.0,3828524.39,1816,5.1172,Southern screamer,957.61,39
Chelictinia riocourii,Accipitridae,Accipitriformes,110.0,5425285.72,1822,6.6687,Scissor-tailed kite,542.15,15
Chelidoptera tenebrosa,Bucconidae,Piciformes,35.9,8690116.86,1782,5.7802,Swallow-winged puffbird,66.73,18
Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,6.0,1699511.06,1843,6.7606,Yellow-bellied fantail,118.11,4
Chenonetta jubata,Anatidae,Anseriformes,807.46,5996685.1,1801,5.6219,Australian wood duck,1657.7,42
Cheramoeca leucosterna,Hirundinidae,Passeriformes,14.1,5215727.85,1841,5.9377,White-backed swallow,120.04,11
Chersophilus duponti,Alaudidae,Passeriformes,39.4,288089.02,1824,4.9241,Dupont's lark,121.26,128
Chionis albus,Chionidae,Charadriiformes,675.69,30472.35,1789,5.4673,Snowy sheathbill,676.91,31
Chionis minor,Chionidae,Charadriiformes,493.96,8219.09,1841,5.612,Black-faced sheathbill,205.19,14
Chionodacryon speculiferum,Thraupidae,Passeriformes,36.8,208467.49,1837,5.7478,Glacier finch,138.22,6
Chiroxiphia boliviana,Pipridae,Passeriformes,17.13,78997.54,1889,6.1021,Yungas manakin,39.12,25
Chiroxiphia caudata,Pipridae,Passeriformes,25.6,1459549.86,1793,6.7918,Blue manakin,383.63,72
Chiroxiphia lanceolata,Pipridae,Passeriformes,18.5,420162.32,1830,7.1449,Lance-tailed manakin,196.05,40
Chiroxiphia linearis,Pipridae,Passeriformes,17.44,101728.76,1838,7.1432,Long-tailed manakin,307.81,39
Chiroxiphia pareola,Pipridae,Passeriformes,16.84,5040298.89,1766,7.1109,Blue-backed manakin,150.1,44
Chlamydera cerviniventris,Ptilonorhynchidae,Passeriformes,156.4,152782.31,1850,5.5551,Fawn-breasted bowerbird,137.76,13
Chlamydera guttata,Ptilonorhynchidae,Passeriformes,135.98,1491137.42,1862,6.094,Western bowerbird,175.34,13
Chlamydera lauterbachi,Ptilonorhynchidae,Passeriformes,123.2,124403.09,1897,5.2473,Yellow-breasted bowerbird,71.3,9
Chlamydera maculata,Ptilonorhynchidae,Passeriformes,139.99,1784471.92,1837,5.2067,Spotted bowerbird,313.37,13
Chlamydera nuchalis,Ptilonorhynchidae,Passeriformes,200.43,1285385.85,1830,5.5563,Great bowerbird,453.91,22
Chlamydochaera jefferyi,Turdidae,Passeriformes,65.1,63345.31,1887,5.4604,,,14
Chlamydotis macqueenii,Otididae,Otidiformes,1501.33,4341405.59,1832,5.0973,Asian houbara,576.44,113
Chlamydotis undulata,Otididae,Otidiformes,1501.33,3413138.33,1784,5.7212,African houbara,227.03,137
Chlidonias albostriatus,Laridae,Charadriiformes,94.69,93279.7,1845,5.8684,Black-fronted tern,168.3,23
Chlidonias hybrida,Laridae,Charadriiformes,83.67,10089513.85,1811,5.9922,Whiskered tern,715.58,135
Chlidonias leucopterus,Laridae,Charadriiformes,54.2,10229425.04,1815,5.826,White-winged tern,575.58,102
Chlidonias niger,Laridae,Charadriiformes,65.3,12943719.56,1758,5.579,Black tern,967.11,217
Chloebia gouldiae,Estrildidae,Passeriformes,13.8,101027.63,1844,6.7935,Gouldian finch,6527.49,23
Chloephaga hybrida,Anatidae,Anseriformes,2281.8,155646.24,1782,6.2016,Kelp goose,239.78,25
Chloephaga melanoptera,Anatidae,Anseriformes,2037.0,1159462.3,1838,5.6995,Andean goose,372.85,47
Chloephaga picta,Anatidae,Anseriformes,2880.37,749760.19,1789,5.3963,Upland goose,489.87,75
Chloephaga poliocephala,Anatidae,Anseriformes,2007.14,389825.64,1857,5.6207,Ashy-headed goose,192.18,40
Chloephaga rubidiceps,Anatidae,Anseriformes,2086.0,52907.93,1861,5.4547,Ruddy-headed goose,251.04,53
Chloris ambigua,Fringillidae,Passeriformes,15.5,858336.72,1896,5.3785,Black-headed greenfinch,109.93,16
Chloris chloris,Fringillidae,Passeriformes,26.0,10220595.83,1758,5.5715,European greenfinch,5019.53,183
Chloris monguilloti,Fringillidae,Passeriformes,15.5,7399.29,1926,6.3381,Vietnamese greenfinch,83.53,11
Chloris sinica,Fringillidae,Passeriformes,18.59,6303643.12,1766,5.6808,Oriental greenfinch,91.83,49
Chloris spinoides,Fringillidae,Passeriformes,18.6,491504.66,1831,6.6159,Yellow-breasted greenfinch,173.57,16
Chloroceryle aenea,Alcedinidae,Coraciiformes,13.75,9332280.13,1764,7.3277,American pygmy kingfisher,283.8,43
Chloroceryle amazona,Alcedinidae,Coraciiformes,126.38,14157184.63,1790,6.703,Amazon kingfisher,520.27,46
Chloroceryle americana,Alcedinidae,Coraciiformes,33.73,16946715.06,1788,7.468,Green kingfisher,562.35,61
Chloroceryle inda,Alcedinidae,Coraciiformes,52.1,8573926.25,1766,7.0432,Green-and-rufous kingfisher,195.01,39
Chlorochrysa nitidissima,Thraupidae,Passeriformes,18.6,16794.51,1874,7.052,Multicoloured tanager,168.04,70
Chlorochrysa phoenicotis,Thraupidae,Passeriformes,21.8,33619.56,1851,6.8448,Glistening-green tanager,85.82,17
Chlorocichla falkensteini,Pycnonotidae,Passeriformes,31.7,978923.36,1874,5.4534,Falkenstein's greenbul,23.82,6
Chlorocichla flaviventris,Pycnonotidae,Passeriformes,39.36,3986239.89,1834,5.6009,Yellow-bellied greenbul,99.58,15
Chlorocichla laetissima,Pycnonotidae,Passeriformes,50.2,137013.1,1899,5.1204,Joyful greenbul,44.27,7
Chlorocichla simplex,Pycnonotidae,Passeriformes,46.43,4003835.48,1855,5.0075,Simple greenbul,32.5,9
Chlorodrepanis flava,Fringillidae,Passeriformes,12.64,381.76,1827,6.043,Oʻahu ʻamakihi,179.42,23
Chlorodrepanis stejnegeri,Fringillidae,Passeriformes,16.64,234.83,1890,6.0344,Kauaʻi ʻamakihi,170.37,19
Chlorodrepanis virens,Fringillidae,Passeriformes,13.69,6246.28,1788,6.2491,Hawaiʻi ʻamakihi,375.55,49
Chlorophanes spiza,Thraupidae,Passeriformes,19.0,7921066.07,1758,6.6369,Green honeycreeper,403.7,42
Chlorophoneus bocagei,Malaconotidae,Passeriformes,27.0,785394.39,1894,6.1852,Bocage's bushshrike,26.05,7
Chlorophoneus kupeensis,Malaconotidae,Passeriformes,34.8,586.4,1951,5.3209,Mount Kupe bushshrike,35.08,9
Chlorophoneus multicolor,Malaconotidae,Passeriformes,50.9,1682374.81,1845,6.3145,Many-colored bushshrike,33.85,7
Chlorophoneus nigrifrons,Malaconotidae,Passeriformes,34.8,540075.23,1896,6.2732,Black-fronted bushshrike,54.9,7
Chlorophoneus olivaceus,Malaconotidae,Passeriformes,33.58,332431.69,1809,6.1244,Olive bushshrike,74.3,3
Chlorophoneus sulfureopectus,Malaconotidae,Passeriformes,27.1,8777553.1,1831,6.4439,Orange-breasted bushshrike,140.98,9
Chlorophonia callophrys,Fringillidae,Passeriformes,25.8,17430.09,1861,6.7601,Golden-browed chlorophonia,131.31,19
Chlorophonia cyanea,Fringillidae,Passeriformes,14.0,2010700.01,1822,7.6276,Blue-naped chlorophonia,155.48,31
Chlorophonia flavirostris,Fringillidae,Passeriformes,11.0,21348.22,1861,6.3721,Yellow-collared chlorophonia,43.57,15
Chlorophonia occipitalis,Fringillidae,Passeriformes,25.8,160768.75,1847,7.0223,Blue-crowned chlorophonia,59.89,25
Chlorophonia pyrrhophrys,Fringillidae,Passeriformes,17.0,124114.79,1851,6.5174,Chestnut-breasted chlorophonia,45.67,12
Chloropipo flavicapilla,Pipridae,Passeriformes,17.8,32718.71,1852,7.0134,Yellow-headed manakin,34.33,24
Chloropipo unicolor,Pipridae,Passeriformes,15.5,57212.37,1884,4.955,Jet manakin,35.23,7
Chloropsis aurifrons,Chloropseidae,Passeriformes,32.31,3471632.85,1829,6.8407,Golden-fronted leafbird,329.14,31
Chloropsis cyanopogon,Chloropseidae,Passeriformes,22.0,1210976.46,1830,6.7995,Lesser green leafbird,92.18,11
Chloropsis flavipennis,Chloropseidae,Passeriformes,35.4,113738.4,1878,5.633,Philippine leafbird,113.83,9
Chloropsis jerdoni,Chloropseidae,Passeriformes,24.5,1884898.81,1844,6.7155,Jerdon's leafbird,216.16,10
Chloropsis kinabaluensis,Chloropseidae,Passeriformes,24.5,57155.93,1887,6.8826,Bornean leafbird,53.73,6
Chloropsis media,Chloropseidae,Passeriformes,32.31,53744.78,1850,7.0017,Sumatran leafbird,42.71,9
Chloropsis palawanensis,Chloropseidae,Passeriformes,30.31,13485.04,1877,6.2665,Yellow-throated leafbird,66.37,8
Chloropsis sonnerati,Chloropseidae,Passeriformes,45.8,1386747.46,1827,6.7339,Greater green leafbird,201.36,32
Chloropsis venusta,Chloropseidae,Passeriformes,22.0,120012.67,1850,6.7449,Blue-masked leafbird,52.25,8
Chlorornis riefferii,Thraupidae,Passeriformes,53.0,307394.78,1840,6.6965,Grass-green tanager,44.12,22
Chlorospingus canigularis,Passerellidae,Passeriformes,18.0,165238.27,1848,5.7817,Ashy-throated chlorospingus,18.37,25
Chlorospingus flavopectus,Passerellidae,Passeriformes,19.98,587009.94,1840,5.9974,Common chlorospingus,50.71,53
Chlorospingus inornatus,Passerellidae,Passeriformes,28.0,1510.6,1912,5.9931,Pirre chlorospingus,10.63,51
Chlorospingus parvirostris,Passerellidae,Passeriformes,24.0,134279.08,1901,5.5567,Yellow-whiskered chlorospingus,22.57,21
Chlorospingus pileatus,Passerellidae,Passeriformes,21.0,3941.01,1865,5.9759,Sooty-capped chlorospingus,20.88,25
Chlorospingus semifuscus,Passerellidae,Passeriformes,19.0,26164.42,1873,5.7611,Dusky chlorospingus,14.28,24
Chlorospingus tacarcunae,Passerellidae,Passeriformes,18.9,1499.1,1924,5.3277,Tacarcuna chlorospingus,10.92,16
Chlorostilbon assimilis,Trochilidae,Caprimulgiformes,2.61,49348.26,1861,7.0453,Garden emerald,86.24,13
Chlorostilbon gibsoni,Trochilidae,Caprimulgiformes,2.61,309533.13,1840,7.1065,Red-billed emerald,43.79,12
Chlorostilbon lucidus,Trochilidae,Caprimulgiformes,3.5,5788276.16,1812,7.2186,Glittering-bellied emerald,139.74,57
Chlorostilbon russatus,Trochilidae,Caprimulgiformes,3.4,27765.98,1881,6.3285,Coppery emerald,52.62,10
Chlorostilbon stenurus,Trochilidae,Caprimulgiformes,3.4,81621.81,1860,7.2832,Narrow-tailed emerald,35.27,6
Chondestes grammacus,Passerellidae,Passeriformes,29.0,5604939.24,1822,5.9953,Lark sparrow,847.52,112
Chordeiles acutipennis,Caprimulgidae,Caprimulgiformes,48.42,10568175.91,1783,5.6283,Lesser nighthawk,919.11,68
Chordeiles gundlachii,Caprimulgidae,Caprimulgiformes,50.0,223517.09,1857,5.8632,Antillean nighthawk,380.01,18
Chordeiles minor,Caprimulgidae,Caprimulgiformes,79.3,13037233.58,1771,6.6452,Common nighthawk,4926.69,187
Chordeiles nacunda,Caprimulgidae,Caprimulgiformes,159.0,12270759.1,1817,6.2158,Nacunda nighthawk,373.57,26
Chordeiles pusillus,Caprimulgidae,Caprimulgiformes,30.6,3938258.52,1861,5.6187,Least nighthawk,130.62,22
Chordeiles rupestris,Caprimulgidae,Caprimulgiformes,52.3,1639560.09,1825,5.0722,Sand-coloured nighthawk,48.73,19
Chrysococcyx caprius,Cuculidae,Cuculiformes,32.79,17768023.87,1783,6.1021,Diederik cuckoo,496.65,28
Chrysococcyx cupreus,Cuculidae,Cuculiformes,37.7,11402508.04,1792,6.8253,African emerald cuckoo,350.41,12
Chrysococcyx flavigularis,Cuculidae,Cuculiformes,29.19,2131118.51,1880,6.2171,Yellow-throated cuckoo,51.52,9
Chrysococcyx klaas,Cuculidae,Cuculiformes,27.37,14138608.99,1815,5.9056,Klaas's cuckoo,240.74,17
Chrysococcyx maculatus,Cuculidae,Cuculiformes,27.38,1869561.64,1788,6.1109,Asian emerald cuckoo,265.82,25
Chrysococcyx xanthorhynchus,Cuculidae,Cuculiformes,22.37,2956376.12,1821,5.9449,Violet cuckoo,196.07,11
Chrysocolaptes erythrocephalus,Picidae,Piciformes,142.0,13484.95,1877,6.0445,Red-headed flameback,63.42,9
Chrysocolaptes festivus,Picidae,Piciformes,213.0,1703319.4,1783,6.1051,White-naped woodpecker,220.68,10
Chrysocolaptes guttacristatus,Picidae,Piciformes,166.0,2525074.86,1833,6.1823,Greater flameback,463.57,11
Chrysocolaptes haematribon,Picidae,Piciformes,130.0,108269.02,1827,5.4289,Luzon flameback,65.05,12
Chrysocolaptes lucidus,Picidae,Piciformes,142.0,119803.15,1786,5.9826,Buff-spotted flameback,68.8,11
Chrysocolaptes stricklandi,Picidae,Piciformes,138.0,66112.16,1854,5.8704,Crimson-backed flameback,106.16,7
Chrysocolaptes strictus,Picidae,Piciformes,142.0,19219.13,1821,5.2198,Javan flameback,44.57,9
Chrysocolaptes validus,Picidae,Piciformes,149.0,1291734.8,1825,5.8188,Orange-backed woodpecker,105.81,5
Chrysocolaptes xanthocephalus,Picidae,Piciformes,142.0,28507.61,1872,6.3725,Yellow-faced flameback,86.19,6
Chrysocorypha delatrii,Thraupidae,Passeriformes,18.0,196748.24,1847,6.5173,,,7
Chrysoena luteovirens,Columbidae,Columbiformes,46.64,9129.14,1841,6.4086,Golden dove,54.47,2
Chrysoena victor,Columbidae,Columbiformes,46.64,6108.65,1872,6.1974,Orange dove,60.86,5
Chrysoena viridis,Columbidae,Columbiformes,46.64,464.94,1875,6.6409,Whistling dove,42.38,4
Chrysolampis mosquitus,Trochilidae,Caprimulgiformes,3.9,7397775.67,1758,7.6816,Ruby-topaz hummingbird,454.96,34
Chrysolophus amherstiae,Phasianidae,Galliformes,732.47,384241.58,1829,6.6437,Lady Amherst's pheasant,2327.74,87
Chrysolophus pictus,Phasianidae,Galliformes,555.2,969402.26,1758,6.6643,Golden pheasant,8211.7,161
Chrysominla strigula,Leiotrichidae,Passeriformes,19.2,814874.37,1837,6.6416,Bar-throated minla,883.21,3
Chrysomma altirostre,Sylviidae,Passeriformes,20.0,47346.58,1862,5.6029,Jerdon's babbler,183.43,20
Chrysomma sinense,Sylviidae,Passeriformes,17.16,4332183.62,1789,6.1568,Yellow-eyed babbler,210.68,23
Chrysomus icterocephalus,Icteridae,Passeriformes,30.68,1581439.98,1766,6.6606,Yellow-hooded blackbird,165.34,55
Chrysomus ruficapillus,Icteridae,Passeriformes,32.0,5791576.38,1819,5.6817,Chestnut-capped blackbird,89.66,48
Chrysophlegma flavinucha,Picidae,Piciformes,176.83,2932266.06,1834,6.657,Greater yellownape,163.12,16
Chrysophlegma miniaceum,Picidae,Piciformes,97.29,1291605.29,1769,5.9345,Banded woodpecker,147.83,8
Chrysothlypis chrysomelas,Thraupidae,Passeriformes,13.0,15703.46,1869,6.9908,Black-and-yellow tanager,122.1,16
Chrysothlypis salmoni,Thraupidae,Passeriformes,12.5,75321.25,1886,6.2486,Scarlet-and-white tanager,78.52,12
Chunga burmeisteri,Cariamidae,Cariamiformes,1298.0,736438.81,1860,5.4642,Black-legged seriema,424.83,20
Ciccaba albitarsis,Strigidae,Strigiformes,307.5,325371.54,1850,6.7546,Rufous-banded owl,145.27,14
Ciccaba huhula,Strigidae,Strigiformes,370.0,7366712.07,1800,7.463,Black-banded owl,518.32,19
Ciccaba nigrolineata,Strigidae,Strigiformes,457.89,991396.19,1859,7.003,Black-and-white owl,372.62,29
Ciccaba virgata,Strigidae,Strigiformes,283.97,10135669.69,1849,6.6759,Mottled owl,371.28,51
Cichladusa arquata,Muscicapidae,Passeriformes,34.2,2314814.62,1863,5.5902,Collared palm thrush,53.63,17
Cichladusa guttata,Muscicapidae,Passeriformes,23.11,1373382.96,1862,5.788,Spotted palm thrush,60.27,9
Cichladusa ruficauda,Muscicapidae,Passeriformes,28.53,699193.3,1857,6.383,Rufous-tailed palm thrush,34.77,6
Cicinnurus magnificus,Paradisaeidae,Passeriformes,89.8,116997.4,1781,6.4741,Magnificent bird-of-paradise,577.87,12
Cicinnurus regius,Paradisaeidae,Passeriformes,51.63,479513.91,1758,6.8175,King bird-of-paradise,892.46,20
Cicinnurus respublica,Paradisaeidae,Passeriformes,58.44,3966.99,1850,6.6641,Wilson's bird-of-paradise,1493.8,9
Ciconia abdimii,Ciconiidae,Ciconiiformes,1398.0,6486422.91,1823,5.1328,Abdim's stork,739.92,45
Ciconia boyciana,Ciconiidae,Ciconiiformes,4847.74,475164.45,1873,5.469,Oriental stork,944.18,255
Ciconia ciconia,Ciconiidae,Ciconiiformes,3445.8,5196114.0,1758,6.5641,White stork,12095.11,682
Ciconia maguari,Ciconiidae,Ciconiiformes,3994.99,5041992.63,1789,6.1399,Maguari stork,561.76,25
Ciconia nigra,Ciconiidae,Ciconiiformes,2926.0,18362407.3,1758,6.3442,Black stork,3494.62,359
Ciconia stormi,Ciconiidae,Ciconiiformes,2061.0,1013300.06,1896,5.641,Storm's stork,426.77,34
Cinclidium frontale,Muscicapidae,Passeriformes,25.4,219607.05,1842,6.4456,Blue-fronted robin,92.52,10
Cinclocerthia gutturalis,Mimidae,Passeriformes,69.2,1756.73,1843,5.1362,Grey trembler,79.88,15
Cinclocerthia ruficauda,Mimidae,Passeriformes,54.98,3295.06,1836,5.1468,Brown trembler,102.24,25
Cinclodes albidiventris,Furnariidae,Passeriformes,30.0,100409.39,1860,4.894,Chestnut-winged cinclodes,40.85,15
Cinclodes albiventris,Furnariidae,Passeriformes,30.0,859854.64,1861,5.626,Cream-winged cinclodes,41.15,13
Cinclodes aricomae,Furnariidae,Passeriformes,50.0,5542.67,1932,5.0245,Royal cinclodes,71.17,32
Cinclodes atacamensis,Furnariidae,Passeriformes,53.0,870994.25,1857,4.8631,White-winged cinclodes,29.61,18
Cinclodes comechingonus,Furnariidae,Passeriformes,28.28,20501.31,1944,4.8706,Córdoba cinclodes,17.28,10
Cinclodes excelsior,Furnariidae,Passeriformes,63.96,37973.19,1860,5.2328,Stout-billed cinclodes,37.42,17
Cinclodes fuscus,Furnariidae,Passeriformes,30.0,1142837.42,1818,5.2284,Buff-winged cinclodes,60.02,34
Cinclodes nigrofumosus,Furnariidae,Passeriformes,64.96,74685.21,1838,5.1903,Chilean seaside cinclodes,58.92,15
Cinclodes olrogi,Furnariidae,Passeriformes,28.0,14761.86,1979,5.4753,Olrog's cinclodes,23.4,9
Cinclodes oustaleti,Furnariidae,Passeriformes,30.5,734371.46,1900,5.0012,Grey-flanked cinclodes,31.18,20
Cinclodes pabsti,Furnariidae,Passeriformes,53.0,21292.38,1969,5.3624,Long-tailed cinclodes,32.02,23
Cinclodes palliatus,Furnariidae,Passeriformes,103.87,3149.32,1844,5.3743,White-bellied cinclodes,95.22,35
Cinclodes patagonicus,Furnariidae,Passeriformes,30.7,661640.55,1789,5.3925,Dark-bellied cinclodes,47.42,18
Cinclodes taczanowskii,Furnariidae,Passeriformes,64.5,24111.68,1892,5.1588,Peruvian seaside cinclodes,28.77,12
Cincloramphus cruralis,Locustellidae,Passeriformes,49.22,5817166.56,1827,5.1242,Brown songlark,83.5,8
Cincloramphus macrurus,Locustellidae,Passeriformes,21.55,738647.28,1876,5.4518,Papuan grassbird,18.02,5
Cincloramphus mathewsi,Locustellidae,Passeriformes,29.34,2030401.43,1911,5.8168,Rufous songlark,85.92,5
Cincloramphus timoriensis,Locustellidae,Passeriformes,21.55,2127266.89,1864,5.4024,Tawny grassbird,87.62,6
Cinclosoma ajax,Cinclosomatidae,Passeriformes,65.27,78596.6,1836,4.4747,Painted quail-thrush,39.48,13
Cinclosoma alisteri,Cinclosomatidae,Passeriformes,54.9,65802.53,1910,5.2384,Nullarbor quail-thrush,34.35,6
Cinclosoma castaneothorax,Cinclosomatidae,Passeriformes,62.42,488478.66,1849,5.0297,Chestnut-breasted quail-thrush,49.01,11
Cinclosoma cinnamomeum,Cinclosomatidae,Passeriformes,56.14,764829.56,1846,5.3056,Cinnamon quail-thrush,89.6,14
Cinclosoma marginatum,Cinclosomatidae,Passeriformes,60.8,1461523.74,1883,5.6347,Western quail-thrush,33.93,6
Cinclosoma punctatum,Cinclosomatidae,Passeriformes,113.31,564852.46,1795,6.0515,Spotted quail-thrush,113.19,14
Cinclus cinclus,Cinclidae,Passeriformes,61.47,8499590.13,1758,6.4293,White-throated dipper,1858.38,204
Cinclus leucocephalus,Cinclidae,Passeriformes,44.0,619987.76,1844,6.4417,White-capped dipper,132.33,18
Cinclus mexicanus,Cinclidae,Passeriformes,56.68,4910744.04,1827,6.0095,American dipper,1575.45,78
Cinclus pallasii,Cinclidae,Passeriformes,76.0,9425465.17,1820,5.7217,Brown dipper,342.6,34
Cinclus schulzii,Cinclidae,Passeriformes,37.6,113020.82,1882,6.0239,Rufous-throated dipper,112.33,24
Cinnycerthia fulva,Troglodytidae,Passeriformes,16.5,108129.23,1874,5.8739,Fulvous wren,39.75,6
Cinnycerthia olivascens,Troglodytidae,Passeriformes,24.4,95207.43,1882,5.4821,Sepia-brown wren,46.75,13
Cinnycerthia peruana,Troglodytidae,Passeriformes,19.46,75819.14,1873,5.6687,Peruvian wren,31.02,10
Cinnycerthia unirufa,Troglodytidae,Passeriformes,29.4,153814.03,1840,5.727,Rufous wren,46.34,9
Cinnyricinclus leucogaster,Sturnidae,Passeriformes,44.0,10024187.06,1783,6.0101,Violet-backed starling,1568.45,29
Cinnyris afer,Nectariniidae,Passeriformes,11.1,365697.14,1766,6.8131,Greater double-collared sunbird,164.91,12
Cinnyris asiaticus,Nectariniidae,Passeriformes,8.1,5816862.3,1790,6.5456,Purple sunbird,2102.32,36
Cinnyris batesi,Nectariniidae,Passeriformes,6.3,854825.13,1908,4.356,Bates's sunbird,31.6,7
Cinnyris bifasciatus,Nectariniidae,Passeriformes,7.18,1925702.6,1812,6.3981,Purple-banded sunbird,80.74,6
Cinnyris bouvieri,Nectariniidae,Passeriformes,8.7,360313.74,1877,6.4657,Orange-tufted sunbird,66.31,10
Cinnyris buettikoferi,Nectariniidae,Passeriformes,9.0,10702.41,1896,5.9664,Apricot-breasted sunbird,65.58,8
Cinnyris chalcomelas,Nectariniidae,Passeriformes,8.2,63807.07,1905,6.4931,Violet-breasted sunbird,28.09,7
Cinnyris chalybeus,Nectariniidae,Passeriformes,7.73,496199.25,1766,6.5751,Southern double-collared sunbird,396.92,23
Cinnyris chloropygius,Nectariniidae,Passeriformes,6.2,4297123.95,1842,7.4827,Olive-bellied sunbird,94.32,10
Cinnyris coccinigastrus,Nectariniidae,Passeriformes,14.3,1723775.75,1802,6.6363,Splendid sunbird,124.52,5
Cinnyris comorensis,Nectariniidae,Passeriformes,7.77,357.55,1864,5.6179,Anjouan sunbird,39.24,5
Cinnyris congensis,Nectariniidae,Passeriformes,17.3,130504.85,1910,6.2086,Congo sunbird,41.52,5
