sta,plate,lat,lon,dist_km,residual_mm_yr,kept
P361,NA,44.5603,-111.4397,1101.8,3.437,0
P362,NA,42.2091,-124.2258,82.6,10.694,0
P363,NA,42.8601,-124.0540,100.7,10.129,0
P366,NA,43.6143,-123.9796,120.5,10.518,0
P367,NA,44.5852,-124.0616,104.1,12.046,0
P368,NA,42.5035,-123.3834,148.8,8.270,0
P369,NA,43.1401,-123.4295,151.3,7.718,0
P370,NA,42.1910,-122.6564,210.8,7.111,0
P371,NA,43.3633,-123.0579,184.1,6.820,0
P372,NA,45.4281,-117.2517,641.2,0.784,1
P373,NA,43.6225,-123.3333,170.0,7.766,0
P374,NA,44.3819,-123.5906,141.8,8.851,0
P375,NA,44.6893,-123.4270,154.1,9.095,0
P376,NA,44.9412,-123.1023,181.9,8.159,0
P377,NA,44.0521,-122.8871,197.8,6.764,0
P378,NA,44.5350,-122.9309,193.5,7.249,0
P379,NA,44.4965,-122.5770,221.6,6.225,0
P380,NA,42.2597,-121.7797,282.0,5.445,0
P381,NA,43.0018,-119.9518,432.1,2.940,0
P382,NA,43.1771,-121.7696,286.0,4.533,0
P383,NA,44.3422,-122.2172,250.9,5.263,0
P384,NA,44.8411,-122.4828,229.3,6.335,0
P385,NA,44.4348,-121.9458,272.0,4.546,0
P386,NA,44.4028,-118.9678,508.3,1.252,1
P387,NA,44.2968,-121.5745,302.1,3.983,0
P388,NA,42.4688,-120.3776,395.3,4.263,0
P389,NA,43.8120,-120.6034,382.0,2.818,0
P390,NA,43.0340,-118.9285,515.2,2.267,0
P391,NA,42.2546,-118.4125,546.1,2.628,0
P392,NA,43.4468,-119.0010,511.1,1.831,1
P393,NA,43.2345,-117.8920,600.3,1.577,1
P394,NA,44.8349,-117.7996,598.4,0.707,1
P395,NA,45.0223,-123.8575,124.2,11.377,0
P396,NA,45.3095,-123.8229,128.4,11.666,0
P397,NA,46.4216,-123.7992,152.1,11.298,0
P398,NA,46.9258,-123.9161,152.5,13.689,0
P399,NA,47.4339,-123.6130,186.3,10.291,0
P400,NA,47.5133,-123.8125,171.9,11.630,0
P401,NA,47.9372,-124.5570,131.8,18.219,0
P402,NA,47.7662,-124.3059,141.3,16.945,0
P403,NA,48.0623,-124.1409,165.6,12.012,0
P404,NA,45.1585,-123.3903,160.5,9.249,0
P405,NA,45.6293,-123.6438,146.9,10.555,0
P406,NA,45.1904,-123.1523,179.3,8.410,0
P407,NA,45.9546,-123.9310,133.3,13.911,0
P408,NA,46.2005,-123.3766,178.0,8.969,0
P409,NA,45.8513,-123.2395,181.9,8.927,0
P410,NA,46.1111,-123.0786,199.7,8.492,0
P411,NA,45.5380,-123.1574,184.0,8.780,0
P412,NA,45.2211,-122.5891,223.5,6.956,0
P413,NA,48.4265,-120.1496,458.3,2.569,0
P414,NA,45.8349,-122.6928,223.1,7.465,0
P415,NA,46.6560,-123.7299,161.5,10.881,0
P416,NA,47.0399,-121.5969,328.4,4.497,0
P417,NA,46.5747,-123.2979,192.2,8.625,0
P418,NA,47.2366,-123.4078,198.3,9.193,0
P419,NA,47.4093,-123.3665,204.8,8.719,0
P420,NA,46.5886,-122.8663,225.1,6.989,0
P421,NA,46.5319,-122.4292,256.5,6.640,0
P422,NA,46.7979,-116.9797,671.9,1.125,1
P423,NA,47.2879,-122.9412,233.9,7.620,0
P424,NA,47.8232,-122.8747,246.4,6.999,0
P425,NA,46.4527,-122.8454,223.4,7.382,0
P426,NA,47.8027,-122.5146,272.5,6.092,0
P427,NA,45.4302,-122.3406,244.9,6.347,0
P429,NA,45.6761,-121.8774,284.2,5.316,0
P430,NA,47.0038,-123.4362,189.9,9.042,0
P431,NA,46.5721,-121.9885,290.3,5.674,0
P432,NA,46.6229,-121.6832,314.3,4.722,0
P433,NA,44.5325,-119.8720,435.9,1.939,0
P434,NA,47.7402,-121.0756,378.4,3.503,0
P435,NA,48.0595,-123.5033,208.7,8.523,0
P436,NA,48.0453,-123.1343,233.9,7.159,0
P437,NA,48.0018,-122.4592,280.9,5.734,0
P438,NA,48.4191,-122.6703,281.0,5.682,0
P439,NA,48.7082,-122.9093,275.9,5.888,0
P440,NA,48.8562,-122.4933,309.7,5.191,0
P441,NA,48.9160,-122.1396,336.4,4.130,0
P442,NA,48.2605,-121.6156,348.7,3.866,0
P443,NA,48.5096,-121.2856,380.0,3.642,0
P444,NA,48.7302,-121.0675,403.3,3.448,0
P445,NA,45.5901,-120.6722,376.1,3.007,0
P446,NA,46.1157,-122.8928,214.1,7.839,0
P447,NA,45.4528,-119.6901,451.1,1.683,0
P448,NA,45.9106,-120.0052,430.8,2.201,0
P449,NA,46.2598,-119.6310,463.9,1.998,0
P450,NA,45.9533,-119.5442,466.7,1.928,0
P451,NA,46.7928,-119.0414,515.9,1.737,1
P452,NA,47.4035,-119.4873,491.4,1.956,0
P453,NA,47.7591,-118.7455,552.5,1.535,1
P454,NA,47.9538,-118.9926,535.3,1.831,1
P455,NA,44.4856,-112.7286,1000.9,1.090,1
P456,NA,44.8635,-111.2251,1116.0,1.194,1
P457,NA,45.0412,-111.2726,1110.7,0.791,1
P458,NA,44.7657,-111.3015,1110.8,1.523,1
P459,NA,43.7483,-110.7458,1168.8,1.919,1
P460,NA,45.1400,-111.0286,1128.8,1.023,1
P461,NA,45.3542,-110.7587,1148.1,0.854,1
P462,NA,36.0713,-116.6287,207.4,3.530,0
P466,NA,36.5312,-117.7895,213.9,7.747,0
P467,NA,36.5702,-118.0906,206.5,10.750,0
P468,NA,36.9757,-118.1184,235.3,8.463,0
P469,NA,37.2314,-117.9358,267.1,6.500,0
P627,NA,37.9731,-118.3785,287.9,6.730,0
P628,NA,37.9342,-119.2494,227.9,13.408,0
P630,NA,37.6130,-119.0004,220.2,13.434,0
P632,NA,37.7857,-119.0861,227.5,13.552,0
P633,NA,37.9135,-119.0330,240.8,13.110,0
P634,NA,37.6966,-119.0258,224.6,12.754,0
P635,NA,37.8393,-119.1380,228.5,13.868,0
P636,NA,37.9628,-119.1467,237.0,13.116,0
P637,NA,37.9141,-119.0837,237.8,12.912,0
P639,NA,37.6546,-118.8687,232.1,9.402,0
P640,NA,37.8917,-118.9604,243.6,12.206,0
P641,NA,37.8782,-118.8519,249.4,11.251,0
P642,NA,37.5914,-118.8167,231.5,10.704,0
P643,NA,37.5616,-118.6982,238.1,9.007,0
P644,NA,37.4954,-118.6844,235.1,9.942,0
P645,NA,37.5413,-118.5935,244.6,9.115,0
P646,NA,37.6770,-118.8200,237.0,9.021,0
P647,NA,37.7544,-118.7677,246.0,9.781,0
P648,NA,37.8000,-119.0192,232.8,13.227,0
P649,NA,37.9035,-118.7362,258.9,9.633,0
P650,NA,37.8913,-118.5549,270.1,7.939,0
P651,NA,37.5631,-118.3870,259.2,7.689,0
P652,NA,37.5892,-118.2385,270.6,6.871,0
P653,NA,37.7375,-118.4717,265.6,7.671,0
P654,NA,38.0579,-119.1502,243.1,12.438,0
P655,NA,41.2945,-122.2063,215.8,7.637,0
P656,NA,41.3448,-122.1958,219.3,7.989,0
P657,NA,41.3812,-122.2939,214.5,7.411,0
P658,NA,41.4792,-122.1909,227.7,6.978,0
P659,NA,41.4537,-122.0927,233.0,7.140,0
P660,NA,41.4096,-122.0677,232.2,7.390,0
P661,NA,41.4636,-122.3127,218.4,6.956,0
P663,NA,41.5319,-122.1529,233.6,7.153,0
P664,NA,40.4732,-121.4959,234.2,10.445,0
P665,NA,40.4561,-121.5258,231.1,10.835,0
P666,NA,40.4653,-121.5145,232.4,10.560,0
P667,NA,40.4658,-121.4674,236.0,13.546,0
P668,NA,40.5090,-121.4631,238.6,9.772,0
P669,NA,40.4921,-121.6038,226.6,8.619,0
P670,NA,40.5399,-121.5772,230.3,7.945,0
P671,NA,40.4091,-121.4282,236.0,13.675,0
P672,NA,41.7116,-121.5069,289.5,6.047,0
P673,NA,41.5858,-121.6130,274.8,6.295,0
P674,NA,41.6163,-121.4900,285.4,6.994,0
P675,NA,42.2122,-112.7188,957.9,2.363,0
P676,NA,44.6542,-111.3380,1108.9,2.697,0
P677,NA,42.8789,-113.8683,919.0,2.347,0
P678,NA,43.4490,-112.8046,1009.9,2.064,0
P679,NA,44.0398,-113.3065,961.1,1.159,1
P680,NA,44.5984,-111.0988,1128.3,2.948,0
P681,NA,44.3998,-112.6365,1009.2,1.483,1
P682,NA,42.5033,-110.9075,1065.8,0.351,1
P683,NA,42.8267,-111.7345,1063.5,1.908,1
P684,NA,43.9191,-111.4505,1110.1,2.433,0
P685,NA,44.0679,-111.8302,1077.6,2.504,0
P686,NA,44.2521,-111.1550,1128.2,2.930,0
P687,NA,46.1096,-122.3546,255.2,6.021,0
P688,NA,46.0301,-122.1642,267.4,5.439,0
P689,NA,46.1896,-122.3606,255.6,6.400,0
P690,NA,46.1800,-122.1899,268.6,6.899,0
P691,NA,46.2315,-122.2270,266.2,6.399,0
P692,NA,46.2245,-122.1842,269.4,6.973,0
P693,NA,46.2103,-122.2023,267.9,7.304,0
P694,NA,46.2996,-122.1819,270.5,7.367,0
P695,NA,46.1990,-122.1642,270.7,6.807,0
P696,NA,46.1969,-122.1516,271.7,6.057,0
P698,NA,46.1735,-122.1606,270.8,5.938,0
P700,NA,46.1781,-122.2174,266.5,5.617,0
P701,NA,46.1946,-122.1334,273.1,6.473,0
P702,NA,46.3002,-122.3456,258.1,6.692,0
P703,NA,46.1453,-122.1962,267.8,5.191,0
P705,NA,46.1730,-122.3106,259.3,5.952,0
P706,NA,45.0435,-112.5241,1012.8,0.696,1
P707,NA,44.7188,-111.8372,1069.0,1.424,1
P709,NA,44.3918,-110.2860,1194.9,0.417,1
P710,NA,44.0958,-110.7321,1163.9,1.533,1
P711,NA,44.6356,-110.8611,1146.7,1.613,1
P712,NA,44.9575,-111.0724,1127.3,1.279,1
P714,NA,44.8958,-110.7444,1153.5,1.034,1
P715,NA,43.5008,-109.6899,1211.9,0.365,1
P716,NA,44.7183,-110.5115,1173.4,2.188,0
P717,NA,44.4854,-109.8973,1224.3,0.443,1
P718,NA,44.7531,-109.3763,1262.3,0.774,1
P719,NA,45.2178,-111.7890,1068.7,0.504,1
P720,NA,44.9431,-110.3063,1187.4,0.730,1
P721,NA,45.0029,-110.0021,1210.5,0.801,1
P722,NA,45.4572,-109.5710,1239.8,0.792,1
P723,NA,37.3804,-118.7248,223.8,10.451,0
P724,NA,37.4395,-118.5611,238.6,9.837,0
P726,NA,37.2805,-118.1467,255.1,7.519,0
P727,NA,37.2736,-118.4668,232.3,10.781,0
P728,NA,39.1777,-106.9740,1014.8,0.260,1
P730,NA,41.3592,-120.8283,323.5,6.525,0
P731,NA,41.3325,-120.4728,349.1,6.043,0
P732,NA,43.3925,-123.8914,119.4,9.606,0
P735,NA,42.6916,-123.2310,162.5,7.509,0
P736,NA,42.5798,-121.8801,272.0,5.251,0
P737,NA,42.7271,-122.6096,213.4,6.107,0
P738,NA,42.5461,-119.6587,453.9,3.622,0
P739,NA,42.0202,-117.7254,588.9,2.852,0
P775,NA,40.4754,-86.9921,2454.2,1.065,1
P776,NA,43.5433,-71.3786,2582.6,0.397,1
P777,NA,35.7027,-92.5455,1995.0,0.518,1
P778,NA,35.2404,-85.8149,1864.2,0.577,1
P779,NA,35.2019,-82.8725,1799.6,0.392,1
P780,NA,18.0750,-66.5791,192.9,17.862,0
P783,NA,40.8076,-111.4147,883.0,0.327,1
P784,NA,41.8308,-122.4205,234.6,6.837,0
P791,NA,45.3445,-121.6727,295.8,5.001,0
P792,NA,46.2446,-122.1369,273.3,7.219,0
P798,NA,43.7960,-110.9606,1151.0,2.295,0
P801,NA,44.3897,-110.5437,1174.6,3.752,0
P802,NA,46.5576,-100.6234,1917.8,0.582,1
P803,NA,46.3265,-90.6837,2559.9,0.971,1
P804,NA,32.9633,-84.2258,1584.7,0.292,1
P805,NA,32.9632,-84.2258,1584.7,0.418,1
P806,NA,32.9633,-84.2258,1584.7,0.499,1
P807,NA,30.4946,-98.8220,1199.0,0.637,1
P813,NA,47.7592,-118.7455,552.4,1.587,1
P814,NA,47.7592,-118.7454,552.5,1.376,1
P815,NA,47.9372,-124.5572,131.8,18.194,0
P816,NA,47.9371,-124.5571,131.8,17.931,0
P817,NA,40.1456,-78.5112,2262.1,0.231,1
P818,NA,45.4574,-109.5710,1239.8,0.602,1
P819,NA,45.4573,-109.5712,1239.8,0.692,1
P820,NA,42.8619,-124.0539,100.7,9.805,0
P821,NA,43.1446,-123.4290,151.4,8.154,0
PAA1,NA,40.6248,-75.4399,2270.6,0.205,1
PAAC,NA,39.8610,-77.2333,2209.1,0.312,1
PAAP,NA,40.4445,-79.9589,2315.0,0.091,1
PABH,NA,47.2128,-124.2046,138.4,18.570,0
PABM,NA,40.3801,-76.0279,2249.4,0.847,1
PABT,NA,41.7793,-76.4471,2408.4,0.799,1
PABZ,NA,40.8619,-75.6433,2298.6,0.376,1
PACB,NA,39.9351,-77.6593,2224.5,0.254,1
PACC,NA,41.0366,-78.3920,2357.7,0.061,1
PACH,NA,39.9341,-77.6507,2224.2,0.336,1
PACO,NA,39.9801,-75.8628,2203.5,0.082,1
PACS,NA,41.2394,-79.4293,2393.9,0.554,1
PACT,NA,38.6420,-117.8030,374.3,3.379,0
PADL,NA,40.3134,-75.1358,2233.6,0.211,1
PAER,NA,42.0783,-80.0907,2495.4,0.799,1
PAFC,NA,39.9471,-77.6698,2226.0,0.654,1
PAFM,NA,39.9625,-77.9788,2233.4,0.114,1
PAFU,NA,39.9266,-79.6974,2254.2,0.122,1
PAGB,NA,39.8308,-77.2321,2205.8,0.192,1
PAGW,NA,39.8989,-80.1601,2259.0,1.274,1
PAHG,NA,40.2522,-76.8264,2245.6,0.240,1
PAHR,NA,36.1394,-115.7446,247.6,3.262,0
PAII,NA,40.6056,-79.1859,2321.0,0.333,1
PAJP,NA,40.9457,-78.9509,2355.4,0.216,1
PALO,NA,40.0728,-117.1103,523.8,3.152,0
PALW,NA,40.5909,-77.5650,2294.2,0.878,1
PAMI,NA,62.0116,-49.6710,1047.1,1.885,1
PAML,NA,39.9993,-76.3502,2211.4,0.322,1
PAMM,NA,41.2295,-80.2450,2405.3,0.213,1
PAMN,NA,40.0369,-75.5132,2206.3,1.079,1
PAMS,NA,40.9956,-75.2511,2310.1,0.591,1
PAN3,NA,49.6431,-104.6642,1593.2,1.066,1
PAPC,NA,41.7644,-78.0234,2429.8,0.348,1
PAPH,NA,40.0132,-75.1763,2200.7,0.174,1
PAPV,NA,40.6752,-76.2265,2284.2,0.075,1
PAR6,NA,42.8738,-88.5928,2580.9,0.241,1
PARL,NA,40.1962,-75.0599,2220.1,0.035,1
PARO,NA,38.0337,-112.6762,570.2,2.139,0
PARP,NA,41.3242,-117.6980,564.0,2.985,0
PARY,NA,45.3386,-80.0359,2851.6,1.081,1
PAS1,NA,34.0739,-106.9209,737.8,0.152,1
PASS,NA,40.6392,-76.1583,2279.5,0.190,1
PATT,NA,31.7783,-95.7185,1526.5,0.314,1
PATY,NA,41.1900,-75.4311,2333.0,0.345,1
PAWB,NA,41.3067,-76.0173,2351.5,0.549,1
PAWC,NA,41.5448,-75.2109,2370.6,1.072,1
PAWG,NA,40.3054,-79.5062,2292.7,0.023,1
PAWK,NA,39.7695,-76.1800,2184.0,1.538,1
PAYK,NA,39.9617,-76.7305,2212.4,0.146,1
PBAY,NA,59.5727,-151.2722,292.1,1.992,0
PBCH,NA,26.8463,-80.2193,839.0,0.384,1
PBOC,NA,70.2564,-148.3349,1121.6,2.562,0
PBRO,NA,45.4052,-64.3285,2254.2,0.308,1
PCK5,NA,46.0648,-84.3618,3003.2,1.072,1
PCK6,NA,46.0650,-84.3620,3003.3,1.075,1
PCLA,NA,30.4690,-87.1894,1401.8,0.580,1
PCOL,NA,47.1721,-122.5708,257.9,6.257,0
PCS2,NA,44.9191,-123.3278,164.0,8.458,0
PCT2,NA,44.0064,-77.1418,2661.7,0.972,1
PDBG,NA,34.2113,-106.8268,751.7,0.753,1
PDPR,NA,18.0195,-66.0228,202.3,18.541,0
PDTN,NA,45.6659,-118.7569,525.1,1.327,1
PDXA,NA,45.5969,-122.6092,226.9,6.872,0
PEAL,NA,46.0611,-62.6008,2102.2,0.697,1
PEAM,NA,46.2517,-63.6857,2161.0,0.275,1
PEBL,NA,44.9157,-110.1164,1202.6,0.538,1
PED1,NA,29.7560,-81.3336,1177.2,0.367,1
PEEL,NA,46.6059,-63.9343,2156.4,0.276,1
PEFO,NA,35.0802,-109.7965,571.2,0.899,1
PEGS,NA,46.4572,-63.3280,2125.6,0.263,1
PEM1,NA,45.8009,-77.1174,2858.6,0.719,1
PEMO,NA,46.4117,-62.7080,2088.1,0.558,1
PEN4,NA,19.3905,-104.1015,130.8,7.683,0
PENG,NA,45.2711,-90.8502,2500.1,1.623,1
PER1,NA,47.9817,-122.2081,298.6,5.572,0
PER6,NA,41.3577,-89.1232,2487.0,0.217,1
PERL,NA,36.9018,-116.6864,288.5,3.334,0
PESO,NA,46.3581,-62.2509,2061.7,0.541,1
PET2,NA,44.3158,-78.2141,2710.7,0.623,1
PET4,NA,44.3577,-78.2873,2716.4,0.681,1
PET6,NA,44.3004,-78.3221,2710.7,0.886,1
PETI,NA,46.2328,-63.1334,2126.3,0.430,1
PEWI,NA,46.8067,-64.1475,2158.7,0.242,1
PFLD,NA,47.8985,-122.2822,291.4,5.946,0
PFR2,NA,65.1174,-147.4331,576.6,3.908,0
PFRR,NA,65.1174,-147.4331,576.6,3.842,0
PGC5,NA,48.6485,-123.4511,235.8,7.179,0
PHIL,NA,38.9325,-118.0885,376.2,3.894,0
PHIN,NA,36.9804,-117.0339,284.5,3.413,0
PHON,NA,39.0830,-117.7725,407.9,4.018,0
PHPS,NA,46.0633,-89.0795,2661.0,3.814,0
PICA,NA,32.6288,-111.4176,291.4,1.519,0
PICL,NA,51.4798,-90.1620,2611.4,1.182,1
PIE1,NA,34.3015,-108.1189,649.0,0.663,1
PIE3,NA,45.4954,-73.8484,2801.6,1.579,1
PIGT,NA,36.3703,-90.1752,2113.6,0.985,1
PIMA,NA,32.2280,-111.0186,308.6,1.074,0
PINE,NA,38.6454,-119.0521,293.6,8.415,0
PINR,NA,46.6973,-94.3737,2331.0,0.660,1
PIPR,NA,52.3285,-90.7847,2561.1,1.274,1
PIT1,NA,40.5510,-79.6972,2322.4,0.207,1
PITT,NA,35.7198,-79.1774,1786.5,0.207,1
PIUT,NA,35.3853,-114.8821,216.7,2.442,0
PKBG,NA,50.4539,-106.2809,1483.3,1.172,1
PKDL,NA,45.5183,-121.5637,306.2,4.691,0
PKTN,NA,39.0455,-83.0244,2219.4,0.382,1
PKWD,NA,46.5998,-121.6770,314.2,4.322,0
PL10,NA,39.9191,-79.7846,2254.8,0.463,1
PL11,NA,41.7699,-77.9876,2429.8,0.121,1
PL12,NA,41.6651,-78.7885,2432.7,0.280,1
PLAP,NA,49.9811,-98.3044,2048.9,0.781,1
PLEA,NA,39.3359,-119.7541,302.9,9.535,0
PLI1,NA,40.5932,-80.2334,2335.8,0.824,1
PLI2,NA,40.6979,-80.1077,2345.1,0.332,1
PLI3,NA,40.4131,-79.9106,2310.8,0.634,1
PLI5,NA,40.7797,-80.3927,2358.9,0.439,1
PLI6,NA,40.3808,-78.8516,2292.0,0.562,1
PLI8,NA,41.2003,-78.5486,2378.2,0.613,1
PLI9,NA,41.1834,-80.2420,2400.2,0.285,1
PLIN,NA,43.2761,-90.0383,2481.5,0.102,1
PLMN,NA,46.7339,-117.1931,655.1,0.816,1
PLMR,NA,61.5857,-149.1190,316.4,18.359,0
PLN2,NA,46.3420,-93.2616,2384.5,1.758,1
PLNA,NA,44.1321,-119.9668,430.8,2.057,0
PLPK,NA,66.8977,-34.0335,611.1,2.964,0
PLS5,NA,47.6638,-114.1139,895.7,1.441,1
PLS6,NA,47.6638,-114.1143,895.7,1.176,1
PLTC,NA,40.1816,-104.7259,1236.3,0.171,1
PLTK,NA,29.6634,-81.6877,1174.3,0.432,1
PLUM,NA,49.1866,-97.7443,2095.2,0.552,1
PMAR,NA,43.9907,-121.6867,293.9,3.201,0
PMTL,NA,45.5571,-73.5204,2807.1,0.899,1
PMTN,NA,37.8314,-119.0569,232.9,13.145,0
PNB5,NA,44.4517,-68.7723,2602.8,0.326,1
PNB6,NA,44.4520,-68.7722,2602.8,0.124,1
PNCL,NA,48.1015,-123.4153,216.4,7.964,0
PNCY,NA,30.2046,-85.6782,1321.6,0.399,1
PNMA,NA,30.2144,-85.6730,1322.5,0.475,1
PNNL,NA,48.0793,-123.0451,241.4,6.995,0
PNR5,NA,46.8635,-94.7223,2318.4,0.346,1
PNR6,NA,46.8635,-94.7226,2318.3,0.728,1
PNTA,NA,26.9210,-81.9928,882.1,0.293,1
PNTC,NA,49.5008,-119.5939,532.1,2.030,0
PNTN,NA,54.6954,-99.0100,2030.9,2.062,0
PNUT,NA,38.9185,-119.4865,291.4,9.525,0
PNVL,NA,44.3129,-120.8465,360.0,2.874,0
POA2,NA,45.6679,-73.4951,2819.3,0.781,1
POGE,NA,43.5674,-89.4639,2535.6,0.742,1
POIN,NA,36.5796,-116.1198,277.9,2.889,0
POKE,NA,40.3792,-118.4715,458.6,4.924,0
POME,NA,46.4799,-117.6317,619.2,1.375,1
PONY,NA,39.2790,-119.0190,348.1,7.037,0
POOS,NA,39.4548,-119.2595,345.9,8.173,0
POR4,NA,43.0710,-70.7095,2533.1,1.079,1
PORC,NA,41.5995,-120.7432,340.1,5.894,0
POTH,NA,44.0969,-122.0398,265.4,5.665,0
POWA,NA,43.3825,-87.8865,2651.4,0.385,1
PPER,NA,48.5168,-68.4694,2352.3,0.735,1
PPSH,NA,77.0025,15.5384,196.2,11.248,0
PPST,NA,44.0031,-96.3253,2048.7,0.206,1
PRA0,NA,49.9719,-98.2916,2049.9,0.713,1
PRA2,NA,53.2032,-105.7530,1566.7,1.189,1
PRAR,NA,18.4505,-66.6474,150.7,17.517,0
PRC1,NA,50.3751,-102.3263,1762.3,1.034,1
PRCO,NA,34.9799,-97.5192,1556.3,0.550,1
PRD2,NA,50.8713,-114.2929,936.6,1.755,1
PRD3,NA,50.8710,-114.2939,936.5,1.689,1
PRDS,NA,50.8714,-114.2935,936.5,1.624,1
PRDU,NA,40.4277,-86.9111,2447.4,0.183,1
PRDY,NA,47.3914,-122.6095,260.3,5.987,0
PREL,NA,50.8534,-109.4094,1271.7,4.324,0
PRFJ,NA,18.3263,-65.6514,167.1,18.144,0
PRGO,NA,53.9057,-122.7839,569.0,0.428,1
PRGR,NA,53.8797,-122.7393,569.2,0.663,1
PRGY,NA,18.0510,-66.8144,190.9,17.806,0
PRHL,NA,18.3800,-66.1536,161.0,17.664,0
PRJC,NA,18.3422,-66.9995,157.1,17.864,0
PRKR,NA,46.9080,-95.0678,2298.8,0.793,1
PRLK,NA,52.7187,-102.9491,1741.3,1.132,1
PRLP,NA,18.1949,-65.8683,182.6,18.551,0
PRLT,NA,18.0598,-67.1891,188.2,17.181,0
PRMI,NA,17.9704,-67.0454,198.4,17.439,0
PRMS,NA,30.3038,-90.9542,1574.3,0.856,1
PRN1,NA,53.2022,-105.7368,1567.8,1.408,1
PRN4,NA,18.0786,-66.3691,194.5,17.885,0
PRR1,NA,45.3354,-80.0241,2851.1,1.154,1
PRRY,NA,30.0778,-83.5746,1258.2,0.550,1
PRSN,NA,18.2171,-67.1447,171.3,17.094,0
PRSR,NA,46.2157,-119.7908,451.0,2.445,0
PRT2,NA,44.9245,-76.2928,2753.5,0.718,1
PRX5,NA,39.9495,-105.1943,1188.8,0.727,1
PSC1,NA,44.4345,-74.2496,2686.0,0.759,1
PSCC,NA,35.9482,-84.1668,1906.6,0.254,1
PSEA,NA,47.4514,-122.3202,282.9,6.476,0
PSON,NA,49.1758,-101.2631,1840.2,1.115,1
PSPT,NA,42.7548,-122.4895,223.5,6.225,0
PSRS,NA,38.4345,-104.2849,1170.8,0.675,1
PSTA,NA,42.6579,-81.2138,2577.2,1.046,1
PSU1,NA,40.8069,-77.8498,2322.7,0.155,1
PTAA,NA,48.1168,-123.4944,211.7,8.226,0
PTAL,NA,49.2563,-124.8610,174.2,8.486,0
PTCS,NA,42.0510,-70.1919,2423.5,1.500,1
PTGN,NA,53.4827,-103.5787,1714.4,1.459,1
PTGV,NA,36.4135,-89.6997,2100.3,0.580,1
PTGX,NA,36.4136,-89.6997,2100.3,0.619,1
PTHK,NA,45.6222,-61.3416,2047.2,0.610,1
PTIG,NA,42.8696,-112.3719,1025.3,2.542,0
PTIR,NA,46.4846,-84.6308,2998.0,1.303,1
PTLG,NA,44.4488,-81.3763,2774.7,0.761,1
PTRF,NA,48.5443,-124.4131,165.1,9.846,0
PTSN,NA,45.9392,-119.6098,461.5,1.934,0
PUB5,NA,38.2868,-104.3455,1158.9,0.400,1
PUB6,NA,38.2871,-104.3455,1158.9,0.349,1
PUC1,NA,39.5992,-110.8087,807.0,0.257,1
PUC2,NA,39.5939,-110.7615,809.1,0.858,1
PUGW,NA,45.8547,-63.6578,2183.1,0.627,1
PUMP,NA,38.9065,-118.9357,321.9,7.519,0
PUO1,NA,70.2539,-148.3433,1121.5,3.193,0
PUPU,NA,47.4996,-122.0081,306.9,4.606,0
PUR5,NA,18.4630,-67.0670,143.6,17.915,0
PUR6,NA,18.4632,-67.0668,143.6,17.696,0
PURI,NA,19.6651,-104.6371,119.1,4.983,0
PWEL,NA,43.2367,-79.2197,2610.7,0.597,1
PWES,NA,30.1990,-95.5106,1467.8,0.356,1
PYTN,NA,53.0114,-108.9340,1355.6,1.772,1
PZCG,NA,44.3381,-112.3260,1034.5,2.059,0
PZUL,NA,20.0640,-105.5076,79.4,7.248,0
QAAR,NA,70.7404,-52.6884,1357.8,2.297,0
QAQ1,NA,60.7153,-46.0478,811.2,1.974,1
QAQ2,NA,60.7153,-46.0479,811.2,1.939,1
QBC2,NA,46.8054,-71.2810,2628.0,0.444,1
QCAL,NA,48.5817,-71.6318,2553.9,1.067,1
QCB0,NA,45.6018,-73.2223,2811.2,0.246,1
QCBL,NA,45.5657,-73.2034,2807.1,0.529,1
QCCA,NA,48.0939,-65.6528,2187.9,1.317,1
QCCL,NA,48.2504,-78.4255,3011.4,1.107,1
QCEA,NA,45.4890,-71.6359,2727.0,0.670,1
QCGB,NA,45.4169,-72.7628,2789.7,0.447,1
QCLI,NA,46.6754,-71.1701,2627.9,0.638,1
QCLO,NA,45.5007,-73.4463,2800.6,0.589,1
QCLP,NA,45.6244,-76.0124,2828.3,1.735,1
QCMI,NA,45.6382,-73.9841,2818.1,0.829,1
QCML,NA,46.5454,-75.4789,2917.1,1.132,1
QCMT,NA,45.4615,-73.7058,2797.2,0.544,1
QCNV,NA,45.1920,-73.4488,2766.3,1.328,1
QCPL,NA,46.2887,-72.6731,2748.9,0.315,1
QCRW,NA,46.0433,-73.7077,2831.2,0.890,1
QCS1,NA,45.6385,-72.9116,2802.2,0.839,1
QCS2,NA,45.8441,-73.6246,2837.3,1.284,1
QCSJ,NA,45.2969,-73.3118,2777.5,0.447,1
QCSL,NA,46.0302,-73.0955,2791.6,0.626,1
QCSM,NA,46.6668,-72.0278,2685.0,0.613,1
QCSN,NA,48.3906,-77.2407,2927.3,2.313,0
QCSR,NA,45.2718,-73.6159,2775.8,0.558,1
QCST,NA,46.4762,-71.0281,2629.7,0.475,1
QCSW,NA,46.5411,-72.7452,2739.4,0.876,1
QCTF,NA,46.1062,-71.3017,2668.8,2.149,0
QCTR,NA,45.7083,-73.6215,2824.3,0.984,1
QCVB,NA,46.8433,-71.4352,2636.1,0.771,1
QCVD,NA,45.4142,-74.0255,2793.4,1.529,1
QCVO,NA,48.1016,-77.7879,2978.3,1.016,1
